Time (ms), X, Y, Event
61567.3,318.5298,245.5497,0
61617.23,318.6512,245.6411,0
61630.03,318.6463,245.7705,0
61639.52,318.6359,245.8356,0
61646.93,318.5753,246.0109,0
61664.08,318.527,246.2033,0
61677.95,318.5773,246.3183,0
61688.73,318.64,246.4536,0
61703.91,318.707,246.5784,0
61718.5,318.757,246.6895,0
61735.2,318.747,246.8233,0
61753.32,318.6927,246.9738,0
61769.91,318.5995,247.087,0
61785.31,318.57,247.2022,0
61803.12,318.5772,247.3341,0
61821.75,318.6396,247.3189,0
61838.44,318.6447,247.3913,0
61853.8,318.6582,247.4278,0
61870.16,318.6447,247.4798,0
61886.79,318.618,247.5504,0
61904.9,318.5599,247.4575,0
61921.6,318.5169,247.3655,0
61936.13,318.482,247.3178,0
61954.67,318.4258,247.3356,0
61971.24,318.3416,247.305,0
61988.27,318.3164,247.226,0
62006.21,318.3232,247.0958,0
62022.51,318.382,247.0695,0
62040.3,318.403,246.9563,0
62055.86,318.426,246.8723,0
62071.7,318.4113,246.8953,0
62089.1,318.441,246.87,0
62107.42,318.4879,246.881,0
62123.77,318.5162,246.8,0
62139.87,318.5445,246.8108,0
62155.3,318.2321,247.3362,0
62172.89,318.0487,247.3226,0
62188.01,318.0916,247.6159,0
62205.47,318.3133,247.764,0
62222.7,318.415,247.9028,0
62239.56,318.4881,247.9948,0
62255.72,318.6053,248.0148,0
62272.44,318.7642,248.0778,0
62289.53,318.8619,248.3642,0
62306.45,318.901,248.6558,0
62324.46,318.8282,248.8083,0
62340.13,318.7961,248.9256,0
62357.16,318.955,248.9605,0
62372.8,319.2603,249.0351,0
62389.81,319.4989,249.0574,0
62407.27,319.6831,249.0636,0
62424.61,319.8369,249.0653,0
62441.01,319.9777,249.1428,0
62458.64,320.1003,249.103,0
62474.2,320.1031,248.9677,0
62491.05,320.0374,248.8956,0
62509.14,319.9152,248.8449,0
62525.59,319.7921,248.8105,0
62542.53,319.6376,248.8572,0
62559.34,319.5143,248.6826,0
62576.29,319.408,248.587,0
62593.52,319.3201,248.4849,0
62609.63,319.2276,248.5002,0
62625.15,319.2011,248.5032,0
62642.28,319.2238,248.5217,0
62659.34,319.2473,248.4506,0
62674.64,319.2081,248.3068,0
62692.48,319.1182,248.2964,0
62710.47,319.0584,248.3579,0
62726.11,319.0092,248.4068,0
62743.51,318.9158,248.3721,0
62760.5,318.8027,248.2994,0
62776.88,318.7738,248.2087,0
62793.81,318.7971,248.0485,0
62809.62,318.8656,247.938,0
62827.07,318.9622,247.849,0
62844.18,319.0769,247.8123,0
62862.57,319.1964,247.7915,0
62877.41,319.297,247.8156,0
62893.04,319.3645,247.8423,0
62911.25,319.415,247.8271,0
62928.48,319.5135,247.9755,0
62945.59,319.6721,248.1432,0
62962.8,319.787,248.4545,0
62979.45,319.8189,248.5915,0
62996.43,319.8825,248.6594,0
63013.31,320.0052,248.8762,0
63031.66,320.2337,249.0648,0
63046.84,320.5729,249.3699,0
63063.52,320.8824,249.5972,0
63080.82,321.0444,249.8482,0
63096.76,321.304,250.2516,0
63113.42,321.7705,250.9411,0
63135.77,322.1161,251.488,0
63146.84,322.5471,252.247,0
63164.47,323.1482,253.2407,0
63179.63,323.7823,254.2684,0
63196.48,324.5439,255.5356,0
63214.01,325.3372,257.084,0
63230.59,326.0412,258.4069,0
63247.41,326.7779,259.7647,0
63265.42,327.4202,261.1022,0
63282.67,328.1947,262.4456,0
63302.35,328.8058,263.25,0
63316.92,329.3188,263.8987,0
63331.16,329.8202,264.5148,0
63348.49,330.2215,265.0332,0
63366.1,330.515,265.3252,0
63382.32,330.5934,265.2106,0
63398.88,330.5624,265.0996,0
63416.03,330.405,264.9519,0
63432.7,330.1292,264.7271,0
