Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1947831,311.7033,273.3632,57.31432,53.80978
1947847,311.0051,276.2838,57.25589,54.09947
1947863,309.6847,278.9537,57.14489,54.36081
1947880,309.5268,280.9547,57.13158,54.55451
1947897,310.5747,282.4638,57.21979,54.69939
1947913,311.2639,283.7821,57.27757,54.82512
1947930,311.2584,284.4398,57.27711,54.88755
1947950,311.8442,283.2462,57.32608,54.77411
1947966,312.8286,283.1056,57.40809,54.7607
1947985,313.8247,283.2726,57.4907,54.77662
1948002,314.2992,283.4403,57.52992,54.79259
1948019,314.3047,283.4214,57.53037,54.79079
1948032,314.116,283.0843,57.51479,54.75867
1948050,314.2305,282.6844,57.52425,54.72049
1948071,314.455,282.5217,57.54279,54.70493
1948084,314.6853,282.6321,57.56177,54.71549
1948100,314.7971,283.0276,57.57099,54.75326
1948116,314.8118,283.571,57.5722,54.80504
1948134,314.8414,284.0633,57.57463,54.85184
1948151,314.9616,284.5259,57.58454,54.89571
1948169,315.166,285.037,57.60136,54.94407
1948187,315.2436,285.3037,57.60773,54.96926
1948203,315.1866,285.6398,57.60304,55.00096
1948218,314.9107,285.7741,57.58034,55.01361
1948235,314.6368,285.9797,57.55777,55.03297
1948251,314.3384,285.9081,57.53316,55.02623
1948269,314.1248,285.6127,57.51552,54.99841
1948283,313.8777,285.1748,57.49508,54.95709
1948300,313.6065,284.6615,57.47264,54.90855
1948316,313.3412,284.3895,57.45065,54.88278
1948334,313.038,284.0211,57.42548,54.84782
1948351,312.797,283.6348,57.40546,54.81111
1948368,312.5906,283.2154,57.38829,54.77117
1948385,312.5011,282.8209,57.38085,54.73352
1948402,312.3976,282.5844,57.37223,54.71093
1948420,312.3629,282.4009,57.36934,54.69338
1948436,312.3533,282.1964,57.36854,54.6738
1948450,312.348,282.0047,57.3681,54.65543
1948466,312.3947,281.8013,57.37199,54.63592
1948483,312.4688,281.4234,57.37816,54.59962
1948501,312.5367,281.1646,57.38381,54.57472
1948529,312.6239,280.9892,57.39107,54.55783
1948540,312.657,280.9203,57.39382,54.5512
1948558,312.6787,280.8483,57.39563,54.54426
1948571,312.6393,280.7802,57.39235,54.53769
1948592,312.5139,280.5907,57.38192,54.51942
1948613,312.419,280.4282,57.37401,54.50373
1948624,312.3873,280.405,57.37138,54.50148
1948635,312.3223,280.4944,57.36596,54.51011
1948653,312.2625,280.6321,57.36098,54.52341
1948672,312.1849,280.8753,57.35451,54.54686
1948687,312.1078,280.959,57.34808,54.55492
1948706,312.1027,281.0128,57.34766,54.56011
1948720,312.1721,281.1379,57.35344,54.57215
1948736,312.2724,281.2416,57.3618,54.58213
1948754,312.328,281.3564,57.36644,54.59318
1948772,312.3907,281.4022,57.37165,54.59758
1948790,312.453,281.4339,57.37684,54.60063
1948805,312.5708,281.5481,57.38665,54.61161
1948822,312.4829,281.1592,57.37933,54.57421
