Time (ms), X, Y, Event
129311.4,326.7559,252.7164,0
129406.2,327.6753,253.3909,0
129419.1,327.7603,253.3245,0
129429.8,327.7843,253.3263,0
129440.2,327.8405,253.2842,0
129449.9,327.9725,253.1884,0
129463.5,328.1868,253.1686,0
129477.5,328.3877,253.1659,0
129494.7,328.5818,253.1151,0
129511.4,328.7415,253.0069,0
129528.4,328.8029,252.8327,0
129545.9,328.8941,252.7461,0
129564,328.8732,252.688,0
129579.8,328.9383,252.5521,0
129594.5,328.948,252.4429,0
129613.3,328.9571,252.4088,0
129630.7,329.063,252.4259,0
129646.1,329.2035,252.4583,0
129663.8,329.3437,252.4455,0
129681,329.4382,252.5114,0
129698.2,329.5706,252.4682,0
129715.8,329.7753,252.454,0
129732.6,329.8254,252.389,0
129748.7,329.8017,252.2952,0
129767.1,329.7783,252.1176,0
129793.6,329.7454,251.9174,0
129814,329.6672,251.5728,0
129831.2,329.6118,251.297,0
129843.9,329.6445,251.1712,0
129858,329.7184,251.03,0
129872.8,329.8134,250.8139,0
129885.8,329.8579,250.559,0
129897.8,329.6978,250.1494,0
129915,329.6971,249.9025,0
129933.7,329.7912,249.957,0
129949.3,329.7521,249.8755,0
129969.9,329.6136,249.7668,0
129984.2,329.5754,249.6814,0
129998.2,329.4268,249.6653,0
130015.7,329.2264,249.8439,0
130035.7,329.236,250.0102,0
130053.6,329.2277,250.0597,0
130067.2,329.1004,250.0943,0
130085.7,328.9671,250.1179,0
130101.7,329.0297,250.2732,0
130116.2,329.0905,250.4091,0
130135.1,328.9698,250.5355,0
130150.9,328.8942,250.7397,0
130169.3,328.8354,250.951,0
130185,328.7236,251.172,0
130198.7,328.5357,251.2745,0
130217.5,328.2903,251.2254,0
130234.6,327.992,251.06,0
130249.3,327.7264,251.0013,0
130269.3,327.4327,250.9303,0
130285.7,327.2304,250.9797,0
130301.9,327.0436,250.9954,0
130317.1,326.9528,250.9015,0
130332.6,326.6809,250.7603,0
130349.8,326.0843,250.7309,0
130371.4,325.08,251.0571,0
130397.3,324.7128,251.1953,0
130407.5,324.3824,251.2968,0
130417.2,323.9091,251.4328,0
130433.4,323.3102,251.6056,0
130451.1,322.6476,251.8753,0
