Time (ms), X, Y, Event
54449.65,309.3745,244.5879,0
54496.37,309.2764,244.6874,0
54504.37,309.1847,244.6489,0
54512.7,309.0703,244.6714,0
54526.67,309.0807,244.7032,0
54541.99,309.0833,244.7128,0
54556.48,309.0418,244.659,0
54570.07,309.0164,244.6443,0
54584.89,308.9962,244.6774,0
54601.59,308.8644,244.7365,0
54618.59,308.7436,244.8127,0
54634.59,308.6509,244.8486,0
54652.2,308.6252,244.9008,0
54668.96,308.6389,244.8178,0
54685.57,308.528,244.7957,0
54702.54,308.4218,244.7672,0
54719.08,308.4065,244.8895,0
54735.72,308.3684,244.9383,0
54752.57,308.3845,244.8476,0
54769.52,308.352,244.8942,0
54786.51,308.3123,244.9538,0
54803.2,308.3947,244.9037,0
54819.87,308.3436,244.8613,0
54838.74,308.2865,244.9639,0
54855.88,308.3198,245.2757,0
54874.3,308.3377,245.6454,0
54890.71,308.3408,246.0398,0
54903.26,308.3191,246.3834,0
54923.92,308.3215,246.7106,0
54940.19,308.2256,247.1456,0
54957.41,308.1741,247.8206,0
54973.07,308.0926,248.6477,0
54992.58,307.9826,249.359,0
55008.2,307.8775,250.167,0
55025.44,307.8395,250.9572,0
55042.09,307.753,251.7187,0
55058.71,307.7166,252.4443,0
55075.68,307.7137,253.0757,0
55092.82,307.7739,253.5577,0
55111.08,307.9445,253.7994,0
55125.5,308.2676,253.8426,0
55142.34,308.4954,253.8813,0
55160.11,308.5472,253.9306,0
55176.19,308.6492,254.0327,0
55193.72,308.8434,254.3006,0
55210.36,308.7716,254.5279,0
55226.48,308.7467,254.7247,0
55242.66,308.8622,255.0336,0
55259.55,309.1071,255.0844,0
55274.59,309.3784,255.0712,0
55293.2,309.6913,255.0949,0
55310.28,310.2736,255.1714,0
55327.3,310.4544,255.2669,0
55343.4,310.7966,255.2998,0
55359.36,311.2155,255.2428,0
55375.99,311.6331,255.2853,0
55396.14,312.22,255.246,0
55411.02,312.7112,255.2013,0
55426.68,313.2354,255.0764,0
55443.7,313.6526,255.0388,0
55460.64,314.0734,254.9543,0
55476.55,314.7694,254.8413,0
55502.17,315.1412,254.7506,0
55519.41,315.4796,254.7,0
55531.66,315.8865,254.6716,0
55545.32,316.3723,254.6369,0
55559.88,316.897,254.7402,0
55576.23,317.3163,254.8965,0
55596.03,317.5859,255.0568,0
55614.35,317.9076,255.1872,0
55627.17,318.2628,255.2075,0
55642.97,318.5713,255.2122,0
55660.55,318.8015,255.2691,0
55678.02,319.0948,255.3245,0
55693.91,319.3761,255.4217,0
55713.13,319.6233,255.5355,0
55730.47,319.6743,255.6796,0
55742.66,319.7299,255.7636,0
55761.72,319.9862,255.8752,0
55780.28,320.1909,255.8042,0
55796.27,320.3101,255.74,0
55810.97,320.3326,255.7791,0
55828.65,320.3637,255.8725,0
55845.79,320.3991,256.0098,0
55860.93,320.3781,256.0958,0
55878.51,320.3106,256.1643,0
55894.96,320.2996,256.1853,0
55913.46,320.2581,256.2716,0
55928.41,320.2516,256.3558,0
55945.45,320.162,256.4804,0
55961.76,320.1719,256.6101,0
55981.21,320.2134,256.7191,0
55997.38,320.2209,256.8039,0
56013.24,320.1942,256.8753,0
56029.67,320.1174,256.8943,0
56046.29,320.1114,256.9469,0
56062.35,320.0965,257.0019,0
56079.56,320.1044,256.9704,0
56096.32,320.1161,256.9424,0
56115.22,320.1281,256.8366,0
56129.88,320.2527,256.698,0
56146.57,320.4247,256.6015,0
56163.27,320.4304,256.4808,0
56182.57,320.3669,256.3215,0
56198.1,320.3557,256.1571,0
56214.32,320.4404,256.0586,0
56231.54,320.6041,255.9509,0
56248.27,320.5613,255.8635,0
56264.07,320.4868,255.8425,0
56280.25,320.4791,255.6971,0
56296.94,320.5673,255.6302,0
56316.45,320.6394,255.4962,0
56330.96,320.6403,255.5793,0
56350.11,320.5677,255.5556,0
56367.26,320.5018,255.5565,0
56383.22,320.5115,255.5207,0
56400.34,320.506,255.5542,0
56416.38,320.4879,255.6491,0
56432.29,320.429,255.6263,0
56452.54,320.3568,255.3801,0
56467.66,320.4505,255.1883,0
56484.43,320.5145,255.1748,0
56501.14,320.4634,255.0901,0
56518.7,320.4937,255.1836,0
56534.01,320.4634,255.191,0
56554.39,320.4125,255.0777,0
56570.61,320.461,255.0308,0
56590.32,320.4454,254.8982,0
56606.95,320.3563,254.8165,0
56618.84,320.3127,254.762,0
56634.23,320.3889,254.7892,0
56650.7,320.4491,254.7783,0
56668.54,320.5657,254.979,0
56686.26,320.5316,255.0696,0
56703.21,320.4572,255.1633,0
56718.8,320.5734,255.1985,0
56735.07,320.6933,255.3724,0
56752.2,320.8271,255.6107,0
56768.79,320.8569,255.7116,0
56785.29,320.7202,255.7705,0
56802.93,320.5931,255.8981,0
56820,320.6064,256.0461,0
56849.69,320.7267,256.2585,0
56866.28,320.8567,256.2412,0
56879.5,320.9421,256.3018,0
56892.63,321.014,256.3705,0
56905.58,320.876,256.4375,0
56920.59,320.1555,256.114,0
56936.82,319.9674,256.434,0
