Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
937473.7,322.3542,263.1579,58.18307,52.76516
937491.2,322.5241,263.6443,58.19659,52.81613
937512.1,322.6972,264.2836,58.21035,52.88292
937530.8,322.8193,265.1051,58.22006,52.96845
937548.2,322.9404,266.2017,58.22968,53.0821
937566.8,323.1802,267.6996,58.24872,53.23637
937585.4,323.455,269.0977,58.2705,53.37937
937602.1,323.7973,270.0315,58.2976,53.47434
937620.2,324.529,271.0101,58.3554,53.57342
937640.7,326.5672,271.9281,58.51539,53.66594
937655.6,328.6173,272.8299,58.67486,53.75644
937675.2,329.1767,273.3865,58.71812,53.81211
937695.6,328.0229,273.3909,58.62877,53.81254
937716.6,328.625,274.4277,58.67545,53.91583
937731.1,329.4251,274.4416,58.7373,53.91721
937751.1,329.0394,274.61,58.70752,53.93393
937768.8,328.6367,275.527,58.67636,54.02479
937787.1,328.3538,275.7936,58.65445,54.05113
937804.7,327.9962,276.328,58.6267,54.10382
937827.3,327.8804,276.7384,58.61771,54.1442
937846.3,327.6028,277.1697,58.59613,54.18656
937861.4,327.2509,277.634,58.56873,54.23205
937879.1,326.7846,277.9999,58.53237,54.26783
937897.5,326.205,278.2384,58.48706,54.29112
937917.3,325.3689,278.3392,58.4215,54.30095
937936.3,324.6236,278.2351,58.36285,54.29079
937955.6,324.0624,278.4995,58.31857,54.31658
937971.6,323.3614,278.938,58.26308,54.35928
937988.4,322.8012,279.3246,58.21862,54.39685
938009,322.5313,279.5734,58.19716,54.42099
938025.9,322.5096,279.6859,58.19543,54.4319
938046.1,322.602,279.4675,58.20279,54.41072
938064.3,322.798,279.2124,58.21836,54.38596
938083.4,323.0087,279.2091,58.2351,54.38563
938103.1,323.2261,279.8717,58.25236,54.4499
938120.4,323.6833,280.6726,58.28859,54.52732
938137.2,324.558,282.1817,58.35768,54.67239
938153.6,325.5296,283.6882,58.43412,54.81619
938175.4,326.5163,284.3143,58.51141,54.87565
938192,327.979,285.5172,58.62537,54.9894
938210.8,328.4788,287.0053,58.66413,55.12924
938230.3,329.0248,288.7065,58.70639,55.28791
938249.3,329.8871,290.4978,58.77291,55.45362
938268.9,330.238,292.0964,58.79991,55.60034
938288.1,330.4657,293.3419,58.8174,55.7139
938305.9,330.5933,294.6,58.8272,55.82795
938321.8,330.9258,296.0404,58.8527,55.9577
938340.3,331.3564,297.359,58.88567,56.07571
938360,331.6377,298.4033,58.90717,56.16867
938377.3,332.0577,299.2708,58.93924,56.24554
938396.9,332.2225,299.6215,58.9518,56.27654
938415.8,332.3859,299.8143,58.96425,56.29356
938434.8,332.2113,299.9561,58.95094,56.30606
938452.4,332.0309,299.8463,58.93719,56.29638
938469.8,331.3529,299.5417,58.8854,56.26949
938487.3,330.8729,299.1192,58.84864,56.23213
938505.5,330.6232,298.5605,58.82949,56.18262
938524.6,330.4654,298.2148,58.81738,56.15192
938543.9,330.4443,297.6832,58.81576,56.10461
938563.8,330.3834,297.0863,58.81108,56.05136
938583.7,330.3206,296.5338,58.80625,56.00193
938600.3,329.9525,295.9595,58.77795,55.95042
938618.8,329.6487,295.3813,58.75454,55.89843
938636.9,329.4875,294.8734,58.74211,55.85264
938655.6,329.3022,294.3245,58.72781,55.80302
938671,328.8407,293.8687,58.69215,55.76173
938689.6,328.4534,293.5175,58.66217,55.72985
938710.3,328.2629,293.2198,58.6474,55.70279
938729.4,328.2052,293.1985,58.64292,55.70087
938747.8,328.1261,293.3911,58.63678,55.71838
938766.4,328.1769,293.6816,58.64072,55.74476
938786.4,328.3256,293.6639,58.65226,55.74316
938802.8,328.525,293.5773,58.66771,55.73529
938821.5,328.62,293.4437,58.67507,55.72315
938840.1,328.7361,293.1079,58.68406,55.69262
938856.8,328.7192,292.6619,58.68275,55.65199
938875.3,328.5739,292.0277,58.6715,55.59407
938900.8,328.2432,291.541,58.64587,55.54949
938919.5,327.9809,291.0923,58.62551,55.50831
938933.4,327.6591,290.6505,58.60051,55.46769
938954.8,327.5326,290.4269,58.59066,55.44709
938970.9,327.4346,290.2968,58.58304,55.4351
938992.4,327.3475,290.2238,58.57626,55.42837
939010.2,327.412,289.9951,58.58128,55.40726
939024.4,327.3908,289.6564,58.57963,55.37596
939042.7,327.3226,289.3842,58.57432,55.35077
939064.7,327.1544,289.3772,58.56121,55.35012
939088.7,326.9541,289.3957,58.5456,55.35183
939107.2,326.9831,289.3363,58.54786,55.34633
939119.2,326.9372,289.2965,58.54428,55.34264
939138.4,326.9166,289.0565,58.54268,55.3204
939155.4,326.8742,288.838,58.53936,55.30013
939176.4,326.7339,288.6833,58.52841,55.28576
939190.9,326.3898,288.3036,58.50152,55.25045
939210.8,325.9473,287.9195,58.46688,55.21467
939229.9,325.485,287.5354,58.43063,55.17882
939250.9,325.1367,287.3044,58.40325,55.15722
939268.1,324.8648,287.1599,58.38186,55.14371
939286.8,324.6615,287.1273,58.36584,55.14066
939306.1,324.4365,287.1667,58.3481,55.14435
939323.9,324.4453,287.4701,58.3488,55.17272
939342.3,324.4564,287.7034,58.34967,55.19451
939361.4,324.5451,287.855,58.35667,55.20865
939379.9,324.5198,287.8071,58.35467,55.20419
939402.3,324.4463,287.6998,58.34887,55.19417
939421.3,324.2396,287.5822,58.33256,55.18319
939440.4,324.0315,287.4728,58.31612,55.17297
939455.6,323.8664,287.2922,58.30307,55.15609
939474.1,323.6137,287.1425,58.28307,55.14208
939490.4,323.3764,286.8692,58.26427,55.11649
939509.7,323.0887,286.6911,58.24145,55.0998
939528.9,322.8172,286.6151,58.2199,55.09267
939547.4,322.7127,286.5131,58.21159,55.0831
939567.5,322.7608,286.5252,58.21541,55.08424
939585.6,322.8017,286.5029,58.21867,55.08214
939604.7,322.8943,286.4937,58.22602,55.08127
939622.8,322.9456,286.4944,58.23009,55.08134
939641.5,322.9468,286.4667,58.23019,55.07874
939659.3,322.8823,286.3811,58.22507,55.0707
939676.3,322.772,286.327,58.2163,55.06562
939696.2,322.5862,286.3705,58.20153,55.06971
939712.8,322.4636,286.3851,58.19177,55.07108
939733.9,322.4092,286.2426,58.18744,55.05769
939753.3,322.3933,286.1579,58.18618,55.04973
939770.8,322.3598,286.0714,58.18351,55.0416
939790.1,322.2679,286.1456,58.17619,55.04857
939807.8,322.1347,286.1657,58.16558,55.05047
939826.1,321.9247,286.2587,58.14883,55.0592
939843.4,321.7177,286.304,58.13231,55.06347
939863.4,321.5811,286.4791,58.1214,55.07991
939879.9,321.502,286.7427,58.11508,55.10464
939899.4,321.4506,286.9819,58.11097,55.12704
939919.9,321.4245,287.0571,58.10889,55.13409
939937.5,321.4256,287.1213,58.10897,55.1401
939956.3,321.4482,287.2524,58.11077,55.15236
939975.1,321.5097,287.3834,58.11569,55.16461
939991.9,321.5488,287.3746,58.11882,55.16379
940007.6,321.5656,287.4,58.12016,55.16616
940026.4,321.5411,287.5272,58.1182,55.17805
