Time (ms), X, Y, Event
87443.98,322.5318,255.665,0
87503.42,321.1814,255.7126,0
87525.71,321.0715,255.7273,0
87537.16,321.1853,255.72,0
87546.31,321.2821,255.5659,0
87556.6,321.0007,255.5174,0
87572.42,320.6193,255.5928,0
87590.73,320.8331,255.3837,0
87605.6,321.0182,255.4008,0
87620.7,321.0472,255.2104,0
87638.01,321.1888,254.8653,0
87648.35,321.3237,254.7117,0
87665.06,321.4417,254.2643,0
87682.11,321.5577,253.9945,0
87693.95,321.6999,253.7793,0
87707.55,321.7766,253.6987,0
87728.03,321.8083,253.9276,0
87745.09,322.0221,254.1715,0
87760.28,322.2154,254.1611,0
87778.18,322.3685,253.8549,0
87795.49,322.3365,253.7729,0
87810.65,322.3345,253.8995,0
87830.4,322.4969,253.8424,0
87844.14,322.7845,253.6483,0
87861.27,323.0203,253.5635,0
87880.05,323.1737,253.5996,0
87898.18,323.2149,253.5469,0
87912.19,323.1447,253.3369,0
87929.34,323.1449,253.3382,0
87947.22,323.2347,253.5015,0
87963.3,323.7561,253.5338,0
87978.97,323.4068,253.6644,0
87993.86,323.3535,253.6341,0
88011.59,323.2992,253.3969,0
88027.78,323.2371,253.4178,0
88044.49,323.1794,253.2868,0
88061.94,323.1986,253.2905,0
88080.91,323.226,253.0456,0
88098.22,323.1715,253.0858,0
88114.9,323.1872,253.1206,0
88130.68,323.1699,252.9746,0
88148.41,323.2,252.9832,0
88165.45,323.1127,253.1826,0
88181.3,322.8503,253.3757,0
88198.55,322.5727,253.5313,0
88214.05,322.4906,253.6886,0
88235.34,322.7515,253.8681,0
88249.35,322.9914,254.3965,0
88269.18,323.1027,254.7719,0
88283.77,323.0818,255.0974,0
88297.75,322.6349,255.0995,0
88315.18,322.7643,255.2094,0
88332.34,322.7196,255.6165,0
88349.72,322.6131,255.7344,0
88367.6,322.4813,255.9001,0
88385.13,322.4299,256.0629,0
88399.03,322.6073,256.0503,0
88416.35,322.8973,256.0022,0
88433.6,323.1254,255.9903,0
88450.95,323.1492,256.0017,0
88467.72,322.9499,256.1374,0
88508.66,323.2263,256.4631,0
88528.13,323.4096,256.5928,0
88543.31,323.4078,256.7946,0
88552.04,323.3314,256.8571,0
88565.92,323.4473,257.1516,0
88578.47,323.6315,257.4983,0
88586.91,324.2379,257.9719,0
88601.52,324.8074,258.1837,0
88616.98,324.9804,257.9792,0
88632.38,324.5741,257.5843,0
88649.59,324.1609,257.5742,0
88669.52,324.017,257.6532,0
88685.22,323.9959,257.6504,0
88703.24,323.8341,257.4412,0
88723.07,323.6344,257.37,0
88734.52,323.4197,257.3258,0
88749.66,323.2425,257.0621,0
88768.05,322.989,256.4559,0
88785.88,322.5349,255.8168,0
88806.65,321.6491,255.2238,0
88821.22,320.8367,254.8754,0
88836.32,320.3461,254.8336,0
88850.68,319.9044,255.0727,0
88869.41,320.3081,255.6181,0
88884.8,320.8738,256.2227,0
88902.02,321.2959,256.8337,0
88920.52,321.8648,257.7143,0
88936.19,322.4717,258.3835,0
88953.41,322.9676,258.6447,0
88969.38,322.8856,257.8346,0
88988.98,322.6435,256.7228,0
89002.77,321.705,255.9982,0
89019.05,320.4832,255.9332,0
89038.87,319.4244,256.1176,0
89053.73,318.6788,256.5746,0
89071.1,318.3047,257.1635,0
89085.8,318.5201,257.8914,0
89104.44,318.9251,258.3477,0
89122.34,319.1444,258.3731,0
89137.83,318.9059,258.2465,0
89155.93,318.5584,258.4411,0
89172.75,318.0588,258.7841,0
89190.2,317.7492,259.0607,0
89204.91,317.5161,259.3219,0
89222.65,317.221,259.36,0
89240.19,317.0026,259.2348,0
89256.25,316.9352,258.9264,0
89272.3,316.9975,258.7973,0
89289.04,317.2408,258.6619,0
89306.27,317.632,258.3028,0
89323.3,317.9096,258.1203,0
89340.05,318.5753,258.0403,0
89359.71,319.14,257.8528,0
89374.36,319.7849,257.7442,0
89391.11,320.2592,257.8066,0
89406,320.6374,257.8729,0
89423.2,321.0002,258.2541,0
89439.89,321.4313,258.4508,0
89456.24,321.8118,258.4765,0
89472.64,322.0768,258.1925,0
89494.11,322.3156,258.0872,0
89507.73,322.6035,257.9006,0
89524.98,322.9558,257.6081,0
89540.56,323.2786,257.4067,0
89556.74,323.5378,257.1902,0
89574.26,323.8305,257.0059,0
89590.8,324.0547,256.7611,0
89607.19,324.3941,256.8333,0
89623.72,324.6771,257.0335,0
89640.1,324.7822,256.9581,0
89657.2,324.8779,256.9639,0
89676.04,325.051,257.1025,0
89692.3,325.2566,257.1121,0
89706.64,325.396,257.074,0
89729.33,325.3655,257.0772,0
89746.19,325.1461,256.9944,0
89762.17,324.8052,256.9086,0
89779.48,324.5264,257.0075,0
89792.75,324.316,256.8944,0
89812.45,324.1936,256.7221,0
89830.89,324.0134,256.5875,0
89846.13,323.7747,256.5704,0
89870.25,323.456,256.5537,0
89881.96,323.2054,256.3866,0
89893.93,322.8957,256.2167,0
89910.88,322.5709,256.0755,0
89929.55,322.2831,255.9256,0
89946.91,322.2356,255.9151,0
89963.31,322.368,255.9093,0
89979.45,322.5571,255.8151,0
89994.41,322.7074,255.9349,0
90011.71,322.8587,256.0702,0
90028.59,322.9315,256.0796,0
90044.66,322.8999,256.0759,0
90062.43,322.8753,255.9504,0
90079.24,322.7899,255.8092,0
90106.32,322.7,255.7417,0
90120.54,322.8136,255.72,0
90129.17,322.9581,255.8076,0
90143.43,323.1193,255.8054,0
90161.39,323.2197,255.7992,0
90181.76,323.227,255.6868,0
90197.84,323.1863,255.6093,0
90211.34,323.0885,255.4023,0
90231.27,322.9765,255.3258,0
90248.48,322.9366,255.2617,0
90265.2,322.9736,255.1122,0
90281.45,322.9967,254.92,0
90300.9,323.1128,254.8148,0
90314.86,323.1735,254.7087,0
90330.8,323.1969,254.6778,0
90347.61,323.2103,254.6777,0
90364.59,323.1838,254.6909,0
90382.63,323.218,254.6056,0
90398.57,323.186,254.5344,0
90414.74,323.0455,254.4,0
90431.96,322.9123,254.387,0
90448.23,322.8297,254.3868,0
90465.69,322.8186,254.4096,0
90481.77,322.898,254.4757,0
90500.33,322.9142,254.554,0
90516.48,322.8597,254.7023,0
90532.76,322.7928,254.8742,0
90549.23,322.6924,254.9257,0
90566.48,322.5458,254.9647,0
90584.95,322.4052,254.8401,0
90599.48,322.179,254.7386,0
90616.1,322.0336,254.453,0
90631.55,321.9015,254.2707,0
90648.65,321.7422,254.0708,0
90667.56,321.47,253.8563,0
90685.42,321.2712,253.8032,0
90698.39,321.3269,254.0455,0
90714.5,321.4899,254.2628,0
90731.67,321.7045,254.4194,0
90749.03,322.0445,254.6452,0
90765.09,322.3527,254.81,0
90782.08,322.5822,254.962,0
90800.42,322.6667,255.0635,0
90816.41,322.705,255.2717,0
90832.34,322.7581,255.527,0
90850.09,322.7819,255.6967,0
90865.8,322.7591,255.5861,0
90882.6,322.6906,255.4778,0
90899.72,322.5996,255.5962,0
90916.3,322.5608,255.697,0
90932.7,322.6524,255.6512,0
90949.43,322.7345,255.5934,0
90966.52,322.7757,255.6251,0
90983.17,322.8337,255.5408,0
91000.29,322.7932,255.6725,0
91017.6,322.7795,255.7388,0
91037.83,322.855,255.8017,0
91054.34,322.8815,255.832,0
91070.93,322.823,255.8784,0
91084.2,322.8487,255.7109,0
91104.3,322.8736,255.608,0
91122.3,322.8484,255.5901,0
91137.8,322.7746,255.4497,0
91152.74,322.8156,255.1816,0
91169.65,322.7974,255.0616,0
91186.88,322.7001,254.6863,0
91203.41,322.5071,254.3639,0
91221.84,322.4258,254.2558,0
91238.38,322.3566,254.1556,0
91254.88,322.4366,254.2235,0
91271.65,322.6151,254.5529,0
91288.39,322.6593,254.8417,0
91305.48,322.808,255.4056,0
91320.87,322.9877,255.8702,0
91337.41,323.2781,256.5407,0
91352.04,323.548,257.194,0
91371.84,323.7757,258.0046,0
91388.12,323.9584,259.0069,0
91405.79,324.2806,260.2719,0
91423.6,324.4414,261.3745,0
91441.13,324.3727,262.0855,0
91457.98,324.2186,262.4865,0
91473.55,323.8711,262.3912,0
91491.91,323.2899,261.8576,0
91508.3,322.9161,261.5757,0
91525.07,322.5335,261.3973,0
91541.96,322.2469,261.1283,0
91558.8,322.0578,260.805,0
91575.13,321.9924,260.4609,0
91591.73,321.8861,260.085,0
91608.97,321.7982,259.8752,0
91624.77,321.7592,259.5923,0
91642.52,321.7706,259.2675,0
91660.57,321.7909,259.0671,0
91677.75,321.7266,258.8362,0
91693.93,321.7051,258.8045,0
91711.73,321.696,258.7262,0
91725.46,321.6434,258.7012,0
91742.8,321.6243,258.8494,0
91759.86,321.6719,258.8981,0
91775.84,321.782,258.8863,0
91792.56,321.7593,258.9205,0
91810.71,321.7243,258.8253,0
91826.71,321.7408,259.0089,0
