Time (ms), X, Y, Event
73710.16,318.1519,244.6641,0
73788.23,317.8065,244.4172,0
73803.16,317.7843,244.3272,0
73817.42,317.7306,244.2914,0
73827.79,317.6504,244.2818,0
73842.41,317.6898,244.3042,0
73855.23,317.7089,244.3708,0
73868.07,317.7665,244.4727,0
73878.63,317.8846,244.5429,0
73890.87,317.9179,244.5816,0
73910.91,317.8837,244.6084,0
73924.98,317.8596,244.5771,0
73943.16,317.8949,244.6031,0
73959.26,317.9583,244.653,0
73976.33,317.9424,244.6693,0
73992.98,317.9778,244.7445,0
74009.8,317.9216,244.792,0
74027.09,317.9305,244.7838,0
74042.8,317.9256,244.7626,0
74059.95,317.9248,244.713,0
74080.2,317.8282,244.6552,0
74098.05,317.6831,244.5803,0
74108.7,317.58,244.5394,0
74128.91,317.5838,244.6445,0
74143.15,317.6027,244.7198,0
74164.06,317.6698,244.8085,0
74179.46,317.7414,244.7891,0
74192.7,317.8667,244.8223,0
74210,317.976,244.9257,0
74229.15,317.964,245.0106,0
74247.73,317.9335,245.0451,0
74265.7,317.9253,245.0475,0
74278.7,317.8896,245.0866,0
74292.7,317.8047,245.1565,0
74313.02,317.7502,245.2649,0
74327.12,317.7469,245.2369,0
74346.87,317.7222,245.1983,0
74367.52,317.7315,245.1216,0
74378.23,317.7793,245.1418,0
74395.1,317.8084,245.2109,0
74414.7,317.8179,245.265,0
74427.75,317.9065,245.2496,0
74445.18,317.9512,245.2362,0
74469.03,317.9657,245.211,0
74482.56,317.9224,245.2118,0
74498.92,317.8637,245.2621,0
74514.47,317.8138,245.5112,0
74530.65,317.7672,245.7188,0
74547.59,317.7045,246.1031,0
74565.44,317.7101,246.408,0
74582.23,317.8051,246.818,0
74599.33,317.9547,247.5307,0
74613.75,318.0785,248.4229,0
74630.8,318.356,249.5216,0
74647.85,318.7039,250.5771,0
74664.13,319.2943,252.1567,0
74690.31,319.4671,252.7491,0
74699.35,319.6683,253.5252,0
74714.23,319.9946,254.6956,0
74734.73,320.1837,255.4052,0
74751.07,320.4047,256.1218,0
74764.26,320.3804,256.5864,0
74781.97,320.2239,256.8957,0
