Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
2105323,332.5363,239.8432,58.9757,50.17601
2105339,332.9096,240.9577,59.00408,50.30661
2105355,333.1694,242.1602,59.02381,50.44672
2105372,333.0144,243.9541,59.01204,50.65419
2105391,332.7716,245.7927,58.99359,50.86497
2105407,332.356,247.9936,58.96197,51.11478
2105424,331.9937,249.7931,58.93435,51.31705
2105443,331.5121,251.0447,58.89758,51.45669
2105461,330.7661,251.586,58.84045,51.51682
2105475,330.1379,252.4423,58.79221,51.61161
2105492,329.2611,252.9383,58.72464,51.66634
2105512,328.6097,253.191,58.67427,51.69418
2105528,328.128,253.6451,58.63693,51.7441
2105541,327.7476,254.4151,58.60738,51.82851
2105558,327.5278,255.1597,58.59029,51.90984
2105576,327.5931,255.9565,58.59538,51.99654
2105592,327.775,256.4326,58.60952,52.04819
2105611,328.1832,256.4908,58.64122,52.05449
2105627,328.8926,255.6851,58.69617,51.96704
2105643,329.4588,254.9669,58.73989,51.88882
2105659,329.9357,254.5509,58.77665,51.84337
2105676,330.4653,254.9723,58.81737,51.8894
2105695,330.8496,255.0588,58.84686,51.89884
2105708,331.307,255.327,58.88189,51.92808
2105725,331.5998,255.599,58.90428,51.95768
2105742,331.7805,255.7661,58.91808,51.97586
2105760,331.8302,255.8648,58.92188,51.98658
2105783,331.8022,255.8589,58.91973,51.98595
2105795,331.7156,255.9034,58.91312,51.99077
2105813,331.7293,256.0395,58.91418,52.00555
2105829,331.6944,256.1531,58.91151,52.01789
2105844,331.7413,256.1352,58.91509,52.01594
2105861,331.8422,256.2247,58.92279,52.02565
2105879,331.9492,256.3555,58.93096,52.03983
2105893,332.0708,256.605,58.94023,52.06686
2105911,332.2087,256.9806,58.95075,52.10748
2105928,332.2798,257.3983,58.95617,52.15259
2105946,332.3708,257.8187,58.9631,52.19787
2105961,332.4757,258.3248,58.97108,52.25227
2105978,332.6444,258.8012,58.98392,52.30336
2105996,332.8135,259.3376,58.99678,52.36075
2106012,333.0298,259.9173,59.01321,52.4226
2106028,333.2454,260.5908,59.02957,52.49424
2106047,333.4218,261.0748,59.04295,52.54557
2106060,333.6551,261.582,59.06062,52.59925
2106082,333.8631,261.8983,59.07637,52.63264
2106097,333.929,261.9853,59.08135,52.64183
2106110,333.7859,261.9875,59.07053,52.64206
2106127,333.9537,261.9758,59.08323,52.64082
2106143,334.1512,261.6939,59.09815,52.61107
2106165,334.3448,261.5278,59.11277,52.59352
2106177,334.5382,261.2434,59.12737,52.56343
2106194,334.6415,261.2005,59.13516,52.55889
2106212,334.5822,261.177,59.13069,52.5564
2106227,334.3836,261.2109,59.1157,52.55999
2106245,334.0791,261.2017,59.0927,52.55902
2106268,333.8329,261.1866,59.07409,52.55742
2106281,333.6154,261.0367,59.05762,52.54153
2106297,333.3431,260.7669,59.03699,52.51293
2106311,332.969,260.6041,59.00859,52.49565
2106328,332.6436,260.6838,58.98386,52.50411
2106344,332.2769,260.8828,58.95594,52.52523
2106361,331.8955,261.2426,58.92686,52.56335
2106380,331.5961,261.6965,58.904,52.61135
2106395,331.3511,262.3368,58.88527,52.67887
2106415,331.0408,263.2161,58.86151,52.77127
2106430,330.8296,263.917,58.84533,52.84464
2106447,330.7103,264.3311,58.83617,52.88787
2106464,330.9439,264.4756,58.85408,52.90294
2106480,331.2299,264.3116,58.87599,52.88583
2106497,331.2104,264.5339,58.8745,52.90901
2106515,331.6385,264.8062,58.90723,52.93737
2106529,332.1835,264.9149,58.94883,52.94867
2106547,332.4794,264.9275,58.97137,52.94999
2106563,332.9747,264.7726,59.00902,52.93387
2106580,333.0766,264.6765,59.01677,52.92387
2106597,332.931,264.6577,59.0057,52.92191
2106614,332.4158,263.8242,58.96653,52.83494
2106632,332.2562,262.9966,58.95436,52.74825
2106648,332.9185,262.158,59.00476,52.66003
2106666,333.2842,261.7788,59.03252,52.62004
2106682,333.832,262.1981,59.07402,52.66426
2106700,334.9165,262.4895,59.15588,52.69495
2106715,336.077,263.1826,59.24305,52.76776
2106731,337.1013,263.1393,59.31963,52.76321
2106748,336.7867,261.7182,59.29614,52.61363
2106767,333.6052,259.3217,59.05685,52.35905
2106784,333.6656,259.7848,59.06142,52.40848
2106799,333.8403,260.8706,59.07465,52.52393
2106815,334.0096,261.5528,59.08745,52.59616
2106832,334.3484,262.0351,59.11304,52.64708
2106849,334.5398,262.3654,59.12749,52.68189
2106866,335.7122,262.1506,59.21569,52.65925
2106885,336.5169,261.3099,59.27598,52.57047
2106900,336.5113,258.5617,59.27555,52.2777
2106915,337.0446,256.1956,59.3154,52.0225
2106935,337.7663,254.1744,59.36915,51.80217
2106950,338.5328,252.2596,59.42606,51.59142
2106968,338.7301,250.6874,59.44067,51.41691
2106982,337.3832,249.603,59.34063,51.29576
2107001,336.0842,250.2823,59.24359,51.37173
2107018,334.5879,254.0608,59.13112,51.78971
2107036,334.0227,259.4796,59.08844,52.37592
2107051,334.4665,258.5073,59.12196,52.27186
2107068,334.9909,258.4359,59.16148,52.26421
2107083,335.7434,256.5,59.21804,52.05549
2107101,336.3954,254.1707,59.26689,51.80175
2107118,336.9248,251.6965,59.30645,51.52907
2107135,337.2785,249.8269,59.33283,51.32083
2107153,337.1154,246.8742,59.32067,50.98806
2107171,336.2397,243.4588,59.25523,50.5971
2107186,334.8813,240.0963,59.15323,50.20573
2107202,333.8639,237.2891,59.07643,49.87401
2107219,333.4602,234.5783,59.04586,49.54929
2107235,333.4767,229.5417,59.04712,48.93431
2107252,333.1355,219.6732,59.02124,47.68392
2107269,333.567,207.3827,59.05396,46.03822
2107286,334.5089,194.1326,59.12516,44.1471
2107303,333.2739,192.6224,59.03173,43.92351
2107320,332.093,193.1234,58.94193,43.99788
2107337,329.605,188.6039,58.75117,43.32024
2107352,329.4037,184.8588,58.73565,42.74702
2107370,324.9925,184.1432,58.39191,42.63627
2107388,323.6916,180.9849,58.28924,42.14272
2107405,323.7669,176.8589,58.2952,41.48616
2107420,324.0338,170.477,58.3163,40.44378
2107439,324.7797,163.3206,58.37516,39.23518
2107456,325.9901,157.9347,58.47023,38.29722
2107473,326.6275,152.3532,58.5201,37.29892
2107487,327.2137,146.2972,58.56583,36.18496
2107504,329.5218,144.0979,58.74475,35.77236
2107521,332.9619,140.3029,59.00806,35.05022
2107537,336.2528,136.2804,59.25622,34.2706
2107553,342.5206,136.4824,59.71907,34.3101
2107574,347.0311,134.8539,60.04441,33.99058
2107589,351.2028,129.7244,60.33972,32.96833
2107605,356.3031,122.1343,60.69364,31.41123
2107622,360.414,115.5741,60.97334,30.02236
2107638,363.7629,112.0344,61.19762,29.25633
2107654,367.2575,108.9467,61.42831,28.57861
2107671,368.4643,108.3252,61.50718,28.44112
2107686,370.1831,106.5725,61.61884,28.05148
2107705,371.1598,105.7243,61.68193,27.86189
2107722,370.7625,103.5786,61.6563,27.37933
2107739,369.5193,101.9571,61.57581,27.01183
2107755,367.8142,102.709,61.46474,27.18255
2107776,364.9372,106.2067,61.27552,27.96979
2107788,359.8856,114.5825,60.93766,29.80894
2107805,354.7567,120.827,60.58715,31.13765
2107822,351.3137,128.0508,60.3475,32.62955
2107837,348.5493,134.4953,60.1525,33.9199
2107854,348.7918,143.1251,60.1697,35.58847
2107871,347.0371,151.6451,60.04484,37.17032
2107894,343.7438,160.4627,59.80793,38.74055
2107904,335.2643,173.145,59.18206,40.88356
2107924,322.346,186.3834,58.18242,42.98167
2107940,316.2897,193.4967,57.69353,44.05317
2107956,311.5763,200.5385,57.3037,45.07702
2107973,307.5556,209.9078,56.9645,46.38462
2107989,302.703,218.8439,56.54671,47.57601
2108007,299.9092,228.6452,56.30193,48.82323
2108024,297.0824,238.6828,56.05101,50.03928
2108042,292.8306,247.823,55.66737,51.09551
2108058,289.3852,255.5676,55.35086,51.95426
2108073,286.6424,257.2471,55.09523,52.13626
2108091,284.9837,255.9396,54.93903,51.99471
2108109,282.7322,254.0015,54.72505,51.78322
2108123,278.3409,250.9224,54.30111,51.44308
2108141,272.4014,250.3954,53.71349,51.38436
2108157,264.0744,249.524,52.86109,51.28691
2108173,253.1304,248.5658,51.68751,51.17929
2108191,244.04,246.9758,50.66409,50.99959
2108208,235.7353,245.8716,49.68842,50.87397
2108234,230.3357,244.344,49.03229,50.69905
2108245,231.0913,245.2406,49.12516,50.80188
2108260,233.3988,247.4199,49.40665,51.04992
2108274,238.7447,249.5498,50.04659,51.2898
2108293,243.9174,250.4837,50.64997,51.3942
2108316,249.6923,252.0413,51.30577,51.56727
2108327,254.5108,256.213,51.83899,52.02438
2108342,258.3829,259.6251,52.25851,52.39145
2108358,260.2503,263.5817,52.45805,52.80957
2108378,262.1801,266.4336,52.66237,53.10605
2108390,263.8897,267.1674,52.84179,53.18168
2108407,264.9806,267.6972,52.95551,53.23613
2108425,265.1199,268.2059,52.96998,53.28827
2108441,264.6574,268.7193,52.92188,53.34076
2108458,264.2375,269.6378,52.87811,53.43436
2108474,263.7245,271.0844,52.82452,53.58092
2108492,263.5508,272.0388,52.80633,53.67707
2108508,264.2003,272.4144,52.87423,53.71479
2108527,265.0662,272.663,52.9644,53.73972
2108542,266.187,272.8333,53.08057,53.75678
2108559,267.4143,273.2765,53.20707,53.80111
2108575,268.6626,274.2113,53.33496,53.89431
2108593,269.6594,274.5424,53.43655,53.92722
2108610,270.7299,273.9817,53.5451,53.87146
2108628,271.8402,273.2946,53.6571,53.80293
2108642,272.844,272.4633,53.75785,53.7197
2108659,273.3672,271.6405,53.81017,53.637
2108676,273.5479,270.0765,53.82821,53.47891
2108691,272.8697,268.3198,53.76043,53.29992
2108708,270.9793,266.2726,53.57031,53.08942
2108726,268.6668,264.3346,53.33539,52.88824
2108742,265.2625,261.8339,52.98479,52.62585
2108759,259.8938,258.2762,52.42009,52.24706
2108776,255.4596,253.8982,51.94251,51.77189
2108794,252.2465,249.6633,51.58997,51.30251
2108813,249.9246,246.716,51.33176,50.97009
2108827,248.3739,243.265,51.15768,50.57471
2108844,248.0234,240.5546,51.11815,50.25945
2108860,248.5737,238.55,51.18018,50.02358
2108879,250.8416,238.0874,51.43409,49.96882
2108893,252.5504,237.5611,51.62356,49.90635
2108910,254.3894,237.3166,51.8257,49.87728
2108928,255.4131,237.3978,51.93745,49.88694
2108944,255.7867,237.9685,51.9781,49.95472
2108961,255.6802,238.2086,51.96651,49.98318
2108980,255.4853,238.6774,51.94531,50.03864
2108996,254.6214,239.4213,51.85107,50.12639
2109014,254.1996,239.732,51.80492,50.16294
2109034,253.6881,240.0293,51.74883,50.19787
2109046,252.7366,240.7501,51.6441,50.28234
2109065,252.5184,240.4011,51.62003,50.24147
2109084,255.3861,239.2401,51.93451,50.10504
2109097,251.8212,241.0213,51.54289,50.31404
2109115,249.1879,240.9128,51.24922,50.30136
2109134,249.3237,239.4957,51.26446,50.13515
2109150,248.8909,239.5535,51.21587,50.14195
2109165,248.3618,238.722,51.15631,50.0439
2109182,249.7524,239.0016,51.3125,50.07692
2109198,249.3027,239.2622,51.2621,50.10765
2109214,248.5676,239.2902,51.17949,50.11094
2109231,247.1442,238.9799,51.01869,50.07436
2109248,246.826,238.4894,50.98259,50.01641
2109264,246.6257,238.117,50.95984,49.97232
2109282,245.9178,238.4707,50.87923,50.0142
2109297,243.675,238.8153,50.62203,50.05492
2109314,235.2259,235.6712,49.62727,49.68073
2109331,229.4468,227.0331,48.92258,48.62225
2109349,228.5902,225.8984,48.8164,48.4798
2109365,229.8533,226.392,48.97281,48.54187
2109380,236.3665,235.1177,49.76398,49.61426
2109398,238.906,242.7077,50.06564,50.51023
2109413,239.0597,245.564,50.08377,50.83885
2109430,237.1853,246.007,49.86166,50.8894
2109448,239.2124,244.0278,50.10178,50.66269
2109463,245.0593,241.2963,50.78112,50.34614
2109483,249.0195,239.5159,51.23032,50.13752
2109496,253.4727,236.5952,51.72516,49.79131
2109512,258.0573,233.9865,52.22353,49.47782
2109530,262.624,231.9004,52.7091,49.22422
2109548,268.6931,228.8583,53.33808,48.84969
2109565,275.0944,224.9049,53.98198,48.35443
2109584,280.3813,221.907,54.49919,47.97234
2109600,283.7888,218.0641,54.82575,47.47415
2109617,287.0805,215.2429,55.13628,47.10229
2109630,290.5568,213.1045,55.45906,46.81693
2109648,294.1479,211.9565,55.78704,46.66248
2109663,298.5775,209.543,56.18414,46.33484
2109685,304.0366,206.622,56.66246,45.93301
2109699,310.252,201.7293,57.19266,45.24663
2109713,316.7067,193.8931,57.72763,44.11176
2109731,322.3437,190.0512,58.18222,43.53891
2109748,327.8781,187.4736,58.61753,43.14837
2109765,335.5158,183.9914,59.20095,42.61272
2109783,342.8759,180.9106,59.74492,42.13101
2109798,350.5108,177.4369,60.2911,41.57894
2109814,359.7311,174.4444,60.92722,41.09565
2109831,367.9357,170.9394,61.47268,40.52041
2109848,376.6682,167.4498,62.03298,39.93772
2109865,386.4355,163.8236,62.63614,39.32153
2109881,401.1222,159.0945,63.4991,38.50128
2109900,415.3303,153.3836,64.28712,37.48525
2109916,432.8153,144.9273,65.19878,35.92846
2109932,453.402,131.7744,66.19726,33.37977
2109949,473.3528,116.6544,67.09508,30.25381
2109970,491.4291,102.4136,67.85484,27.11553
2109983,509.5228,91.04208,68.56879,24.47552
2110000,537.3372,73.20758,69.58444,20.10454
2110019,572.5065,49.13797,70.7436,13.80358
2110037,609.1346,19.51865,71.8232,5.574028
2110053,-1,-1,-1,-1
2110068,-1,-1,-1,-1
2110088,-1,-1,-1,-1
2110102,-1,-1,-1,-1
2110118,-1,-1,-1,-1
2110135,-1,-1,-1,-1
2110153,-1,-1,-1,-1
2110169,-1,-1,-1,-1
2110186,-1,-1,-1,-1
2110203,-1,-1,-1,-1
2110220,-1,-1,-1,-1
2110235,-1,-1,-1,-1
2110252,-1,-1,-1,-1
2110270,-1,-1,-1,-1
2110286,-1,-1,-1,-1
2110303,-1,-1,-1,-1
2110321,-1,-1,-1,-1
2110346,-1,-1,-1,-1
2110356,-1,-1,-1,-1
2110370,-1,-1,-1,-1
2110388,-1,-1,-1,-1
2110403,-1,-1,-1,-1
2110422,-1,-1,-1,-1
2110439,-1,-1,-1,-1
2110457,-1,-1,-1,-1
2110471,-1,-1,-1,-1
2110488,-1,-1,-1,-1
2110507,-1,-1,-1,-1
2110525,-1,-1,-1,-1
2110539,-1,-1,-1,-1
2110557,-1,-1,-1,-1
2110574,-1,-1,-1,-1
2110593,-1,-1,-1,-1
2110607,-1,-1,-1,-1
2110623,-1,-1,-1,-1
2110639,520.1323,4.64711,68.96737,1.331059
2110655,529.4018,10.39233,69.30419,2.974509
2110672,537.245,14.52922,69.58123,4.155016
2110688,546.545,17.3719,69.90065,4.964224
2110706,557.1343,18.16428,70.25288,5.189445
2110725,565.4333,18.2382,70.52075,5.21045
2110741,573.3696,16.66658,70.77045,4.763617
2110757,581.7798,9.691055,71.02843,2.774113
2110771,589.8721,2.279083,71.27043,0.652881
2110794,592.4627,0.1144104,71.34666,0.03277616
2110806,-1,-1,-1,-1
2110822,-1,-1,-1,-1
2110840,-1,-1,-1,-1
2110860,-1,-1,-1,-1
2110878,-1,-1,-1,-1
2110889,-1,-1,-1,-1
2110910,-1,-1,-1,-1
2110925,622.9061,4.688995,72.19944,1.343052
2110942,626.1895,5.31778,72.28693,1.523073
2110959,631.4345,4.530609,72.42497,1.297702
2110974,639.2794,1.178162,72.62759,0.3375145
2110991,-1,-1,-1,-1
2111007,-1,-1,-1,-1
2111023,637.0257,0.3958588,72.56985,0.113405
2111040,619.8502,9.604599,72.11726,2.749403
2111056,609.2707,15.31633,71.827,4.379258
2111073,609.8327,14.96292,71.84264,4.27859
2111090,623.6132,7.291962,72.21835,2.088068
2111108,-1,-1,-1,-1
2111125,-1,-1,-1,-1
2111141,-1,-1,-1,-1
2111161,639.1229,8.086945,72.6236,2.315478
2111177,632.3531,14.55614,72.44893,4.162686
2111190,623.9465,23.53381,72.22725,6.711081
2111209,622.499,30.261,72.18853,8.603878
2111226,624.35,36.21638,72.23801,10.26401
2111243,625.9916,43.71851,72.28168,12.33048
2111257,623.4512,56.80283,72.21402,15.8553
2111278,618.3318,67.94342,72.07615,18.7635
2111294,610.7118,77.79137,71.86707,21.25389
2111309,601.2424,87.6295,71.60058,23.66051
2111326,592.5166,93.0237,71.34824,24.94401
2111344,581.5284,97.12033,71.02081,25.90129
2111360,568.265,100.2549,70.61056,26.62344
2111379,553.9093,101.0753,70.14687,26.81097
2111396,541.9176,101.6895,69.74293,26.95094
2111412,533.6226,101.4544,69.45417,26.8974
2111428,528.7033,100.9467,69.27917,26.7816
2111444,526.6628,101.0063,69.20574,26.79523
2111462,526.0975,101.2829,69.18532,26.85832
2111479,525.6626,103.3582,69.16957,27.32951
2111495,522.2988,106.8923,69.04703,28.1228
2111512,515.1376,111.9914,68.78151,29.24695
2111528,505.9953,116.3359,68.43307,30.18569
2111547,495.0836,120.83,68.00266,31.13827
2111563,484.6512,123.4972,67.57563,31.69474
2111580,475.4229,124.1652,67.18458,31.83308
2111594,467.5939,124.2429,66.84256,31.84914
2111611,463.4947,123.2533,66.65959,31.64414
2111629,461.3976,121.5976,66.56493,31.29911
2111644,450.1712,136.5066,66.0456,34.31482
2111662,444.2908,137.1438,65.76484,34.43916
2111679,437.6697,141.5496,65.44123,35.28888
