Time (ms), X, Y, Event
8532.06,335.6645,212.1399,0
8641.874,334.8662,217.4585,0
8656.486,334.8367,217.7183,0
8667.959,334.9904,217.5099,0
8678.246,335.1917,217.5102,0
8690.219,336.5877,218.3023,0
8703.72,337.4724,219.0789,0
8717.232,337.8353,218.7407,0
8727.931,337.6018,218.0837,0
8743.936,336.6075,220.7895,0
8757.985,339.9337,220.6437,0
8775.947,340.7245,220.785,0
8790.848,341.614,220.4174,0
8808.337,343.3912,222.133,0
8825.493,343.0456,224.3614,0
8840.738,343.1359,222.9053,0
8858.637,341.709,220.71,0
8874.46,340.8958,219.7979,0
8893.562,341.7957,221.2687,0
8911.076,339.4739,223.9323,0
8927.289,340.6683,225.0795,0
8943.103,341.0644,223.2442,0
8960.288,340.9605,223.4664,0
8976.889,340.7686,223.2417,0
8991.517,340.5568,222.842,0
9010.168,340.5304,223.9952,0
9027.943,340.0657,224.6496,0
9043.9,339.7781,224.2054,0
9058.684,339.394,225.3823,0
9074.967,339.5015,224.501,0
9092.413,339.2914,222.1607,0
9110.31,337.6436,218.1449,0
9127.413,333.5187,219.5646,0
9143.286,329.7118,220.8056,0
9165.199,326.357,220.8584,0
9177.649,327.0278,217.9046,0
9194.269,323.7573,215.882,0
9211.832,320.2411,216.733,0
9228.417,316.8062,217.9628,0
9245.739,313.5548,214.4562,0
9263.698,311.5645,209.9819,0
9277.477,310.9591,204.2869,0
9293.608,309.7759,196.3616,0
9312.411,309.0206,192.3,0
9328.607,308.1098,188.3336,0
9344.855,306.717,184.2562,0
9362.523,303.8904,179.7149,0
9379.224,301.1457,177.1624,0
9395.581,298.5577,174.2272,0
9412.755,296.6961,174.8878,0
9431.463,295.7055,171.2858,0
9447.702,297.6152,167.0199,0
9463.786,297.2292,156.2135,0
9481.275,294.958,154.2211,0
9497.809,293.0486,150.9214,0
9513.434,295.7157,150.7671,0
9532.777,296.1845,148.6178,0
9546.574,297.3392,146.9152,0
9564.541,297.7858,150.8093,0
9580.478,293.748,155.5273,0
9598.287,288.945,160.6672,0
9614.229,284.8716,162.282,0
9631.154,282.5542,161.0128,0
9647.345,284.4968,159.755,0
9666.998,288.4495,164.5814,0
9686.313,287.0056,164.1345,0
9701.885,284.9785,160.8455,0
9716.397,285.8331,140.5709,0
9731.423,290.7038,149.3819,0
9748.48,288.4028,154.0374,0
9765.916,288.894,150.0437,0
9785.02,288.7616,148.6103,0
9802.961,290.7202,150.0821,0
9818.186,296.3325,151.1365,0
9833.678,297.3373,147.9783,0
9849.496,295.9552,147.4187,0
9868.309,295.4724,157.1422,0
9883.934,298.2465,160.5331,0
9901.573,296.0758,161.4065,0
9918.167,293.5175,161.9277,0
9933.725,292.9646,164.2559,0
9961.189,295.0288,163.3589,0
9973.184,292.5959,168.7865,0
9983.887,294.1365,165.4327,0
10001.4,295.7113,165.3813,0
10018.28,296.586,164.9025,0
10035.22,297.2027,165.1603,0
10051.5,296.2755,167.9116,0
10069.65,294.8414,170.1359,0
10086.25,293.2865,170.9172,0
10102.72,293.1952,169.6758,0
10120.53,293.8175,167.822,0
10136.08,294.4686,164.9848,0
10152.7,293.6729,160.2679,0
10170.16,292.3844,155.4415,0
10188.12,293.9497,153.3785,0
10203.97,294.6501,151.5779,0
10219.83,295.3977,151.5061,0
10238.23,296.8483,150.1919,0
10253.97,297.6006,146.5515,0
10271.15,296.8537,141.5025,0
10287.78,297.7754,138.3039,0
10304.15,299.5711,138.6894,0
10322.66,299.8561,135.6534,0
10341,297.0042,134.0439,0
10355.95,294.3922,131.6292,0
10371.46,292.9787,129.9814,0
10388.47,300.3448,126.1849,0
10406.12,302.6479,128.9648,0
10423.06,301.7945,127.2636,0
10443.85,298.7578,126.0096,0
10459.65,298.983,125.5208,0
10471.66,300.7703,126.034,0
10489.37,299.9487,126.4976,0
10504.99,298.8319,122.6241,0
10520.72,299.3468,133.732,0
10538.59,299.8652,133.9952,0
10553.66,297.9208,136.7249,0
10571.78,294.7508,138.4827,0
10587.7,294.6573,142.9363,0
10605.27,294.5646,144.5136,0
10623.01,294.659,143.2812,0
10638.68,295.0772,141.9422,0
10663.05,295.8309,140.7032,0
10674.71,296.1474,139.184,0
10688.59,294.9511,137.6923,0
10705.43,293.151,136.4806,0
10721.33,290.8101,136.4574,0
10739.58,288.8444,137.7711,0
10756.21,286.8153,141.4559,0
10776.96,284.8914,146.2136,0
10792.11,282.6316,150.9359,0
10809.13,279.3406,153.1711,0
10825.33,276.1787,153.8441,0
10841.34,272.2355,151.4117,0
10857.24,269.8166,149.4365,0
10873.79,267.5697,145.0269,0
10890.21,265.6856,143.7237,0
10908.53,265.4691,141.5116,0
10926.1,266.4238,143.0233,0
10943.55,269.2833,145.7717,0
10960.52,271.7651,149.1138,0
10977.11,271.0925,148.0328,0
11000.01,268.2617,147.2404,0
11011.15,267.3115,149.2919,0
11026.45,267.8943,151.8125,0
11043.71,273.2259,158.0075,0
11060.4,276.5117,158.9866,0
11076.58,278.8302,161.9755,0
11091.91,279.0849,166.2211,0
11117.21,279.9464,166.9983,0
11128.58,282.0726,169.8224,0
11147.94,280.0564,167.317,0
11159.68,280.3271,167.4764,0
11176.53,280.9809,168.0976,0
11193.07,281.8983,168.6076,0
11210.54,283.9096,166.7551,0
11227.88,286.3756,167.065,0
11256.12,287.0819,166.9752,0
11271.19,287.2972,167.4064,0
11282.07,286.8068,167.3718,0
11296.24,286.7709,167.1302,0
11310.59,286.1023,166.7092,0
11328.69,286.1919,165.2538,0
11344.25,285.9352,165.7582,0
11361.99,285.0372,166.7887,0
11379.24,282.2504,167.6084,0
11394.41,282.9775,162.0022,0
11416.33,282.8222,160.8881,0
11429.63,280.3044,159.7789,0
11447.8,284.9525,158.6058,0
11463.69,284.9478,157.2632,0
11481.7,284.0035,160.8096,0
11497.31,282.4828,161.9624,0
11513.24,283.1699,166.384,0
11530.27,283.453,167.606,0
11547.44,283.8376,169.2575,0
11562.67,283.657,169.3139,0
11579.97,283.6695,169.6388,0
11595.98,283.5457,170.2238,0
11613.25,283.8336,171.3694,0
11632.59,283.3753,172.688,0
11649.58,283.4672,175.7946,0
11663.75,282.9004,178.8084,0
11682.63,283.4078,184.5357,0
11697.29,282.2247,183.2774,0
11712.96,281.9372,184.3559,0
11730.96,281.9667,187.125,0
11747.4,282.8802,188.3064,0
11767.24,283.2362,191.8566,0
11790.74,283.229,194.1756,0
11800.67,283.6099,195.6773,0
11814.55,285.1068,193.8186,0
11830.4,286.2259,193.07,0
11847.2,285.8207,194.0016,0
11864.17,285.0981,195.719,0
11883.23,284.9157,196.7594,0
11899.75,284.8012,195.9525,0
11916.95,284.2454,195.5464,0
11933.83,283.2584,195.6336,0
11952.34,282.2801,195.8312,0
11969.52,283.2465,195.074,0
11987.26,284.6761,194.7213,0
12005.07,286.0441,194.6344,0
12020.81,286.1601,194.1934,0
12042.79,286.0418,193.9623,0
12056.13,284.1791,193.2127,0
12069.77,281.3994,193.1535,0
12086.15,277.2068,187.5761,0
12102.58,274.2061,189.9114,0
12119.84,269.9265,196.7304,0
12136.22,267.7069,202.6212,0
12152.17,267.4684,215.911,0
12170.35,267.906,217.2465,0
12186.97,270.9304,221.9545,0
12203.02,271.7319,227.5507,0
12220.86,272.0066,234.0952,0
12236.43,271.9585,240.77,0
12257.36,272.4719,244.6207,0
12270.81,273.4678,248.1202,0
12286.44,275.5206,250.3069,0
12302.15,277.8838,250.149,0
12319.74,280.5228,249.7844,0
12333.85,282.2589,250.7646,0
12351.73,281.5076,251.1247,0
12371.28,280.9254,251.1535,0
12385.84,280.2821,251.4698,0
12402.93,280.2839,251.2913,0
12420,281.0637,251.1696,0
12436.09,284.3296,250.0074,0
12453.02,287.2445,250.8871,0
12472.35,289.5405,254.0138,0
12489.41,291.3636,257.6631,0
12504.74,293.5572,259.0279,0
12523.11,297.0428,258.5581,0
12537.63,301.2729,256.1393,0
12553.61,305.9561,253.2814,0
12571.17,308.7914,251.781,0
12587.44,310.3391,250.0934,0
12605.3,308.9552,248.5681,0
12621.57,307.8687,248.2758,0
12640.25,306.3901,249.2129,0
12656.64,304.9037,250.1185,0
12671.27,303.3189,251.8206,0
12688.66,301.8308,256.561,0
12705.42,301.4664,260.197,0
12721.21,303.2207,265.5703,0
12739.99,305.8919,269.9974,0
12757.36,307.9009,274.069,0
12774.09,311.8662,277.5817,0
12790.73,313.0515,282.0835,0
12806.98,314.0403,285.6085,0
12824.13,314.656,285.6829,0
12841.03,315.4651,283.0444,0
12857.22,315.5186,279.4836,0
12874.6,314.9345,279.3121,0
12889.1,314.9162,280.6868,0
12906.35,316.2567,282.1534,0
12922.44,318.0111,283.0716,0
12940.57,316.8118,284.6385,0
12957.19,316.3588,287.0164,0
12972.59,319.7235,287.1129,0
12991.71,323.252,288.1931,0
13007.53,326.8294,290.6742,0
13023.79,330.7128,294.0656,0
13041.79,334.0464,296.1103,0
13056.22,338.1658,296.515,0
