Time (ms), X, Y, Event
85203.12,291.4264,240.3135,0
85249.63,291.5156,240.5957,0
85262.06,291.5611,240.6801,0
85270.15,291.6451,240.807,0
85280.39,291.7709,240.9169,0
85295.29,291.883,241.025,0
85306.6,292.1415,241.2334,0
85322.25,292.4198,241.3554,0
85339.98,292.7662,241.3823,0
85353.38,293.9783,241.5956,0
85371.83,295.0821,241.787,0
85387.55,295.5084,241.8244,0
85404.41,295.4212,241.8337,0
85420.55,294.7328,241.9356,0
85438.09,294.1891,241.9409,0
85454.46,293.6226,241.9194,0
85470.59,293.2181,241.8596,0
85488.03,293.0318,241.7902,0
85504.17,293.0873,241.7475,0
85521.38,293.0801,241.7446,0
85537.98,293.0549,241.9186,0
85553.77,293.1656,241.9792,0
85575.41,293.1525,242.1602,0
85591.31,293.1442,242.2522,0
85606.75,293.1479,242.4945,0
85624.49,293.0428,242.7099,0
85641.22,292.9234,242.7347,0
85656.91,292.7881,242.8495,0
85672.04,292.6648,243.0119,0
85689.79,292.6691,243.1766,0
85706.8,292.7108,243.2618,0
85723.59,292.7231,243.3087,0
85741.23,292.7502,243.3972,0
85756.45,292.8569,243.3844,0
85773.3,292.9351,243.4497,0
85790.38,293.0255,243.5818,0
85808.41,293.2246,243.7379,0
85826.09,293.5287,243.7976,0
85842.16,293.7937,243.7487,0
85858.45,294.08,243.8428,0
85876.05,294.3679,243.8522,0
85889.86,294.6357,243.8285,0
85907.18,294.9456,243.8102,0
85923.78,295.3357,243.7907,0
85941.63,295.6952,243.818,0
85960.95,295.881,243.8228,0
85975.75,296.0946,243.7422,0
85992.03,296.1881,243.6307,0
86010.57,296.2892,243.4405,0
86025.97,296.3873,243.3097,0
86043.23,296.4716,243.1634,0
86063.02,296.6157,242.9674,0
86078.47,296.6814,242.8851,0
86092.98,296.7754,243.0719,0
86108.98,296.9077,243.1048,0
86125.48,296.9696,243.0986,0
86143.43,296.8705,243.1245,0
86161.33,296.803,243.179,0
86177.21,296.7339,243.2211,0
86194.2,296.5003,243.2253,0
