Time (ms), X, Y, Event
142669.9,320.9238,244.5098,0
142731.6,319.4281,244.8307,0
142748.3,318.9912,244.8266,0
142762,318.7275,244.8067,0
142775.9,318.6131,244.463,0
142788.9,318.614,244.2039,0
142799.9,318.8407,243.6983,0
142814.8,318.9019,243.4706,0
142829.4,319.4134,243.1839,0
142846.1,320.3499,242.9515,0
142863.8,321.1143,242.692,0
142879.9,321.6524,242.3605,0
142896.7,321.9133,242.212,0
142914,322.1028,242.1817,0
142930.3,322.3047,242.2484,0
142946.2,322.3802,242.3244,0
142963.6,322.435,242.2692,0
142979.5,322.45,242.2459,0
142995.3,322.497,242.187,0
143014.2,322.5755,242.1587,0
143030.3,322.7384,242.1266,0
143046.6,322.8997,242.1695,0
143063.9,323.0962,242.226,0
143079.9,323.3029,242.2319,0
143097,323.5023,242.0148,0
143112.8,323.7853,241.7094,0
143131.1,324.0681,241.4904,0
143148,324.3175,241.3312,0
143164.3,324.468,241.3673,0
143182.3,324.6608,241.4283,0
143198.2,324.8023,241.5121,0
143212.9,324.9704,241.726,0
143230.8,325.0063,242.2046,0
143246.5,324.9052,242.8425,0
143263.9,324.8132,243.3942,0
143280.9,324.4506,244.1031,0
143303.4,324.2614,244.4781,0
143313.3,324.106,244.584,0
143330.9,323.9683,244.5047,0
143352.9,323.907,244.5365,0
143367.5,323.7891,244.8358,0
143380.7,323.6313,245.3295,0
143397.4,323.4556,245.7717,0
143416.5,323.423,246.1655,0
143430.8,323.3974,246.8724,0
143447.7,323.3855,247.9973,0
143463.7,323.4417,249.5729,0
143483.1,323.6021,250.3802,0
143499,323.6908,250.4124,0
143520.3,323.6869,250.3374,0
143534,323.6205,250.2607,0
143550.5,323.4647,250.401,0
143568.6,323.3775,250.795,0
143585.5,323.5237,251.4102,0
143601.1,323.8316,252.0199,0
143617.4,324.3067,252.7747,0
143633.6,324.6119,253.278,0
143652.8,324.7889,253.3691,0
143666.8,324.8507,253.2531,0
143682.7,324.8364,253.4081,0
143706.6,324.7982,253.6444,0
143720.6,324.7776,253.8583,0
143736.5,324.7273,254.0162,0
143749.5,324.7781,254.0961,0
143766.5,324.7874,254.0498,0
143784.8,324.6718,253.9417,0
143800.4,324.6548,254.028,0
143817.8,324.6868,254.294,0
143836.8,324.629,254.7733,0
143855.5,324.3554,255.2779,0
143872.3,323.8285,255.8119,0
143888.6,323.5343,256.1774,0
143900.9,323.0583,256.3267,0
143923.2,322.0612,256.1456,0
143937.5,321.0228,256.095,0
143955.2,319.374,255.8355,0
