Time (ms), X, Y, Event
88492.37,352.5882,249.3477,0
88558.86,351.8972,249.5691,0
88574.15,351.686,249.6572,0
88586.6,351.3622,249.8263,0
88599.49,351.0529,249.9457,0
88609.78,350.7463,250.0242,0
88620.87,350.4658,250.1415,0
88632.8,350.1371,250.2682,0
88646.69,349.7955,250.2844,0
88659.84,349.4646,250.2285,0
88676.2,349.2051,250.1172,0
88696.91,349.1143,250.0394,0
88711.72,349.1391,250.0596,0
88728.55,349.2339,250.156,0
88743.84,349.2999,250.2074,0
88764.05,349.5932,250.5259,0
88779.74,349.9792,250.706,0
88796.59,350.4322,250.8711,0
88812.67,351.0858,250.9609,0
88829.65,351.6549,251.0752,0
88845.7,352.1066,251.3178,0
88862.48,352.5708,251.5104,0
88880.23,353.0294,251.5979,0
88896.98,353.3179,251.6179,0
88915.48,353.5504,251.5515,0
88929.99,353.7237,251.2777,0
88944.23,353.7581,250.8456,0
88962.57,353.8117,250.5109,0
88978.12,353.9282,250.1455,0
88995.89,354.042,249.9131,0
89012.52,354.0879,249.7998,0
89029.64,354.0497,249.7198,0
89045.73,354.0231,249.5154,0
89062.88,354.0399,249.3491,0
89079.5,354.0195,249.2053,0
89096.42,353.8911,249.2213,0
89113.75,353.8008,249.1221,0
89130.22,353.6808,249.0106,0
89147.25,353.5629,248.9151,0
89163.05,353.3508,248.8979,0
89180.77,353.0945,248.9568,0
89197.18,352.8138,249.0239,0
89213.09,352.579,249.081,0
89231.47,352.3376,249.129,0
89248.64,352.1399,249.2286,0
89265.28,351.9835,249.3367,0
89281.39,351.7951,249.4781,0
89298.37,351.5771,249.6648,0
89316.84,351.2941,249.8696,0
89336.39,351.1164,249.9892,0
89350.34,350.9962,250.2147,0
89367.91,350.8859,250.3865,0
89384.29,350.9226,250.5468,0
89401.38,350.9338,250.7883,0
89420.92,351.0376,250.9405,0
89436.34,351.154,251.0384,0
89450.38,351.4247,251.4175,0
89471.54,351.9045,251.7489,0
89485.68,352.3141,251.8576,0
89500.16,352.8146,251.8755,0
89518.61,353.3192,251.9103,0
89532.98,353.9485,251.9041,0
89552.47,354.58,251.9531,0
89571.91,355.0619,251.9489,0
89584.28,355.7067,251.9886,0
89602.25,356.282,251.7125,0
89618.78,356.8567,251.3082,0
89635.66,357.4667,251.0692,0
89652.88,358.3172,250.7949,0
89669.32,359.1658,250.4016,0
89688.01,359.9529,250.1649,0
89707.15,360.6839,250.1202,0
89720.48,361.6026,249.9329,0
89745.29,362.0399,250.0535,0
89760.12,362.4865,250.2094,0
