Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1724011,316.5684,243.84,57.71633,50.64105
1724029,316.4968,243.9156,57.71047,50.64976
1724047,316.3835,243.9025,57.70121,50.64825
1724064,316.3585,243.913,57.69917,50.64946
1724079,316.4158,243.9232,57.70385,50.65063
1724096,316.3408,243.9946,57.69771,50.65887
1724114,316.2917,244.039,57.6937,50.66398
1724138,316.199,244.0548,57.68611,50.66579
1724154,316.1389,244.0625,57.68119,50.66668
1724169,316.068,244.0296,57.67538,50.66289
1724180,315.8889,244.0454,57.66071,50.66471
1724197,315.7654,244.1042,57.65058,50.67147
1724211,315.6693,244.1391,57.64269,50.67549
1724227,315.6259,244.2581,57.63913,50.68917
1724248,315.6137,244.3123,57.63813,50.6954
1724264,315.6389,244.3673,57.64021,50.70173
1724279,315.6332,244.4646,57.63974,50.71291
1724298,315.6102,244.5851,57.63785,50.72675
1724311,315.5883,244.631,57.63605,50.73201
1724329,315.4552,244.7489,57.62512,50.74554
1724346,315.3332,244.8943,57.61509,50.76222
1724362,315.2777,244.9697,57.61053,50.77085
1724379,315.1432,245.0074,57.59948,50.77518
1724396,315.0231,245.0755,57.5896,50.78297
1724412,314.9313,245.1312,57.58204,50.78935
1724431,314.7993,245.2226,57.57117,50.79982
1724445,314.7217,245.2769,57.56477,50.80603
1724461,314.6736,245.3621,57.56081,50.81577
1724478,314.6708,245.4892,57.56058,50.8303
1724494,314.641,245.5739,57.55812,50.83998
1724515,314.4925,245.5936,57.54587,50.84223
1724532,314.4085,245.6227,57.53895,50.84555
1724551,314.3575,245.5782,57.53473,50.84047
1724566,314.358,245.5312,57.53478,50.8351
1724582,314.3012,245.5549,57.53009,50.83781
1724599,314.1855,245.6095,57.52053,50.84404
1724615,314.0646,245.6483,57.51054,50.84848
1724632,314.0414,245.5783,57.50862,50.84049
1724645,314.0107,245.6034,57.50609,50.84335
1724663,313.9821,245.5909,57.50372,50.84192
1724684,313.8422,245.6068,57.49215,50.84374
1724699,313.7953,245.6129,57.48827,50.84443
1724717,313.7618,245.6413,57.4855,50.84768
1724733,313.7599,245.672,57.48534,50.85119
1724750,313.7214,245.667,57.48215,50.85061
1724768,313.6519,245.7399,57.4764,50.85894
1724784,313.6248,245.7831,57.47415,50.86386
1724797,313.6194,245.7919,57.47371,50.86488
1724813,313.5771,245.8374,57.4702,50.87006
1724831,313.4953,245.891,57.46342,50.87618
1724852,313.4967,245.9691,57.46354,50.88509
1724868,313.4299,246.0538,57.458,50.89474
1724885,313.3801,246.1094,57.45387,50.90108
1724901,313.3523,246.2912,57.45156,50.92178
1724918,313.3477,246.3588,57.45119,50.92948
1724933,313.3385,246.4704,57.45042,50.94217
1724951,313.329,246.5558,57.44964,50.95188
1724967,313.3282,246.6534,57.44957,50.96297
1724984,313.3485,246.7442,57.45125,50.9733
1724998,313.4465,246.815,57.45938,50.98134
1725013,313.5094,246.9675,57.46459,50.99864
1725031,313.502,247.1314,57.46398,51.01723
1725048,313.5067,247.3009,57.46437,51.03645
1725065,313.4993,247.4387,57.46375,51.05205
1725082,313.4666,247.6623,57.46104,51.07735
1725100,313.3843,247.7847,57.45422,51.09119
1725115,313.3481,247.8759,57.45122,51.10149
1725131,313.3708,247.9329,57.45311,51.10793
1725149,313.2817,248.002,57.44572,51.11573
1725166,313.2643,248.0082,57.44427,51.11643
1725184,313.2383,248.0967,57.44211,51.12642
1725200,313.1857,248.2283,57.43775,51.14126
1725217,313.1195,248.3234,57.43225,51.15198
1725234,313.0439,248.376,57.42598,51.15791
1725250,313.0216,248.3965,57.42413,51.16022
1725267,313.0195,248.4014,57.42395,51.16077
1725283,313.0244,248.4317,57.42436,51.16418
1725301,312.9953,248.4474,57.42194,51.16595
1725321,313.0299,248.4152,57.42482,51.16233
1725336,312.9255,248.4429,57.41615,51.16545
1725353,312.8649,248.4198,57.41111,51.16285
1725367,312.8728,248.4691,57.41177,51.1684
1725384,312.835,248.5197,57.40862,51.1741
1725405,312.8514,248.4648,57.40998,51.16792
1725421,312.9251,248.4394,57.41611,51.16506
1725434,313.0175,248.3859,57.42379,51.15903
1725451,313.191,248.3104,57.43819,51.15052
1725467,313.4604,248.376,57.46054,51.15791
1725485,313.7207,248.3898,57.48209,51.15947
1725501,313.9152,248.3823,57.49819,51.15863
1725518,314.0955,248.356,57.51309,51.15566
1725535,314.4266,248.1942,57.54044,51.13742
1725555,314.6224,248.0628,57.55659,51.12259
1725569,314.7206,248.0517,57.56468,51.12133
1725587,314.8694,248.147,57.57694,51.1321
1725608,314.9798,248.3869,57.58603,51.15914
1725627,315.1286,248.5949,57.59827,51.18257
1725641,315.2122,248.7646,57.60515,51.20166
1725657,315.2754,248.9197,57.61034,51.21909
1725671,315.2721,249.1131,57.61007,51.24083
1725689,315.2299,249.3301,57.60661,51.26518
1725707,315.3379,249.4095,57.61548,51.27408
1725723,315.442,249.5395,57.62404,51.28865
1725740,315.3225,249.6628,57.61422,51.30246
1725758,315.1454,249.7376,57.59966,51.31083
1725772,315.1425,249.8285,57.59942,51.32101
1725791,315.1494,249.9546,57.59998,51.33512
1725808,315.1951,250.0962,57.60375,51.35094
1725825,315.2048,250.2339,57.60454,51.36632
1725847,315.0891,250.4515,57.59503,51.39061
1725865,314.8744,250.6505,57.57735,51.4128
1725878,314.8062,250.704,57.57174,51.41876
1725890,314.8219,250.8633,57.57303,51.4365
1725909,314.6982,251.0178,57.56284,51.4537
1725923,314.5505,251.2413,57.55066,51.47854
1725939,314.329,251.4419,57.53239,51.50082
1725955,314.1435,251.6818,57.51706,51.52744
1725973,314.0444,252.0083,57.50887,51.56362
1725990,313.8203,252.3596,57.49034,51.60248
1726008,313.5806,252.8312,57.47049,51.65453
1726024,313.424,253.0866,57.45751,51.68268
1726041,313.7066,254.1851,57.48093,51.80333
1726057,313.7387,254.7546,57.48359,51.86563
1726074,313.9706,255.2864,57.50277,51.92365
1726090,313.6654,255.9736,57.47752,51.9984
1726106,313.0339,257.4137,57.42515,52.15424
1726128,312.5428,258.4144,57.38432,52.26189
1726143,311.8388,259.6991,57.32563,52.39934
1726156,311.173,260.8274,57.26996,52.51934
1726173,310.2426,262.9003,57.19188,52.73813
1726189,309.1622,264.6526,57.10078,52.92138
1726206,308.2917,265.8133,57.02707,53.04191
1726223,307.7275,267.1898,56.97913,53.18399
1726240,307.4393,269.217,56.95459,53.39153
1726256,307.7228,271.4776,56.97873,53.62059
1726273,307.7324,272.8459,56.97954,53.75804
1726290,307.3986,273.3656,56.95112,53.81001
1726306,308.0093,273.6156,57.00309,53.83497
1726323,307.1097,275.03,56.9265,53.9756
1726345,307.8894,277.0161,56.9929,54.17147
1726363,309.2911,279.4523,57.11168,54.40925
1726378,310.498,281.4246,57.21334,54.59973
1726393,311.0496,283.5584,57.25962,54.80384
1726408,310.8614,284.2639,57.24384,54.87087
1726425,310.2151,284.0745,57.18956,54.8529
1726441,308.5448,282.8798,57.04853,54.73915
1726459,307.5389,283.4608,56.96307,54.79455
1726473,308.3988,285.3013,57.03615,54.96903
1726491,308.2489,285.8453,57.02343,55.02032
1726508,307.5453,287.8161,56.96362,55.20502
1726525,305.9337,291.0057,56.82589,55.50036
1726545,305.7724,291.5606,56.81205,55.55129
1726563,305.8296,291.7585,56.81696,55.56942
1726580,305.8056,291.419,56.8149,55.53831
1726594,305.5627,291.9368,56.79404,55.58575
1726612,306.133,292.8364,56.84298,55.66789
1726630,306.3979,292.9074,56.86567,55.67436
1726646,306.6194,292.7775,56.88462,55.66253
1726661,306.813,291.9423,56.90116,55.58625
1726679,307.0444,290.3994,56.92092,55.44455
1726694,307.1971,289.0193,56.93395,55.31695
1726711,307.31,288.123,56.94357,55.23363
1726729,307.3096,287.1415,56.94354,55.14199
1726743,306.5363,286.655,56.87751,55.09641
1726760,306.35,285.288,56.86156,54.96778
1726776,306.1787,286.2906,56.8469,55.06221
1726793,306.793,288.9738,56.89946,55.31273
1726809,307.4999,288.5343,56.95975,55.2719
1726827,306.8889,285.3974,56.90764,54.9781
1726848,306.6943,282.8716,56.89102,54.73837
1726861,308.4667,282.0146,57.04191,54.65638
1726878,309.4948,282.0056,57.12887,54.65552
1726898,309.2627,280.7314,57.10928,54.53299
1726914,307.7702,278.0591,56.98276,54.27361
1726931,307.6223,277.3423,56.97017,54.20348
1726948,308.5087,276.7993,57.04547,54.15019
1726962,308.5524,274.1739,57.04918,53.89059
1726980,307.1497,271.9849,56.9299,53.67166
1727000,305.7166,270.3339,56.80727,53.505
1727014,305.2896,270.0768,56.77057,53.47894
1727028,304.8156,267.8129,56.72974,53.24799
1727046,304.5861,266.9767,56.70994,53.16205
1727062,304.4337,266.0456,56.69678,53.06596
1727082,304.2165,263.6903,56.67802,52.82093
1727096,304.6178,261.5184,56.71268,52.59252
1727111,305.3579,261.5916,56.77644,52.60026
1727128,305.5273,262.5424,56.791,52.70052
1727146,304.4413,259.4209,56.69744,52.36964
1727162,303.139,254.7978,56.58463,51.87035
1727179,301.7727,250.478,56.46556,51.39357
1727195,301.0105,247.7307,56.3988,51.08508
1727213,300.3476,246.3545,56.34055,50.92899
1727230,299.525,245.1816,56.26801,50.79512
1727246,298.4088,243.7756,56.16916,50.63364
1727263,296.4762,240.6474,55.99678,50.27032
1727280,294.0258,235.8107,55.77598,49.69746
1727303,292.6389,233.3743,55.64989,49.40368
1727317,292.4299,234.1876,55.63081,49.50214
1727337,290.9748,234.9996,55.49752,49.60004
1727350,287.7684,233.9594,55.20057,49.47454
1727370,283.2042,231.0403,54.7701,49.1189
1727385,279.9545,227.5583,54.45792,48.6879
1727405,278.3753,224.6665,54.30447,48.32426
1727417,277.8229,221.4051,54.25052,47.90781
1727433,276.8748,220.8687,54.15761,47.83868
1727451,276.1028,225.626,54.08163,48.4455
1727474,275.6061,230.1343,54.03261,49.00748
1727485,275.3337,231.2899,54.00567,49.14952
1727501,274.7962,232.4106,53.95242,49.28649
1727518,274.0668,233.4081,53.87994,49.40778
1727534,273.9213,235.9472,53.86544,49.71381
1727551,276.0098,239.4294,54.07246,50.12734
1727568,275.5601,243.4279,54.02806,50.59352
1727584,271.8622,245.1122,53.65932,50.78717
1727600,268.7164,245.0408,53.34046,50.779
1727618,265.9382,243.7816,53.05484,50.63433
1727633,263.8375,239.5937,52.83633,50.14668
1727650,262.5833,235.833,52.70481,49.70013
1727668,263.8134,231.476,52.83382,49.17231
1727683,268.4083,227.1368,53.30898,48.63522
1727701,271.6462,224.2788,53.63758,48.2751
1727718,272.1047,223.0141,53.6837,48.11411
1727734,270.8559,222.3427,53.55784,48.02823
1727751,268.3121,222.5553,53.29914,48.05545
1727768,266.8371,221.7054,53.14767,47.94645
1727785,265.4441,219.2078,53.00364,47.62341
1727801,264.2053,215.8316,52.87474,47.18031
1727820,262.8371,213.7198,52.73149,46.89935
1727838,262.3316,212.2292,52.67833,46.69923
1727854,262.6728,211.0368,52.71423,46.53809
1727872,262.8676,209.0697,52.73469,46.27013
1727891,262.606,208.0429,52.7072,46.12921
1727904,262.2795,207.6778,52.67284,46.07893
1727921,261.6093,208.2557,52.60213,46.15847
1727936,261.0921,210.4445,52.54741,46.45768
1727953,260.9707,213.2415,52.53454,46.83531
1727971,261.6346,215.451,52.6048,47.12989
1727985,261.9977,215.777,52.64313,47.17309
1728003,262.7487,216.1875,52.72221,47.22738
1728020,264.1066,217.7668,52.86445,47.4352
1728036,264.7458,219.7223,52.93108,47.69028
1728054,265.3108,221.1166,52.98981,47.87065
1728071,265.8138,221.8316,53.04197,47.96265
1728088,265.822,221.9426,53.04281,47.97691
1728104,265.1559,222.2762,52.97372,48.0197
1728120,264.5127,223.7528,52.9068,48.20827
1728136,264.7108,225.1862,52.92744,48.39
1728152,265.1197,225.4485,52.96997,48.4231
1728171,265.4346,225.5664,53.00266,48.43798
1728189,264.4136,227.7142,52.89647,48.70736
1728206,263.5587,229.5403,52.80717,48.93415
1728223,263.1137,232.6326,52.76053,49.31354
1728242,262.5909,235.31,52.70561,49.63738
1728255,262.4506,237.7369,52.69085,49.92723
1728270,262.9385,241.7279,52.74215,50.39644
1728290,263.5639,245.1985,52.8077,50.79705
1728306,264.1808,249.3465,52.87219,51.26702
1728324,263.812,252.7196,52.83366,51.64222
1728341,263.8106,255.9068,52.83352,51.99114
1728356,263.8826,259.0204,52.84105,52.32684
1728370,265.052,263.7786,52.96293,52.83017
1728387,267.3634,268.489,53.20184,53.31722
1728407,270.7798,272.12,53.55015,53.68524
1728423,273.9305,274.3994,53.86636,53.91302
1728439,276.5014,275.5471,54.12089,54.02678
1728456,277.9771,277.3209,54.2656,54.20137
1728473,278.5962,278.2173,54.32601,54.28906
1728489,278.8732,279.534,54.35297,54.41717
1728505,279.0615,281.8805,54.37129,54.64352
1728523,279.8525,283.6415,54.44804,54.81174
1728539,281.407,284.1441,54.59804,54.8595
