Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1691316,327.9102,247.1698,58.62003,51.02158
1691333,328.3007,247.0673,58.65033,51.00997
1691352,328.4635,247.1135,58.66294,51.01521
1691367,328.6146,247.4031,58.67465,51.04802
1691385,328.6626,247.7211,58.67837,51.084
1691404,328.7353,247.9099,58.68399,51.10533
1691418,328.552,248.2361,58.6698,51.14214
1691433,328.4151,248.5189,58.6592,51.17401
1691449,328.0656,248.8201,58.63208,51.2079
1691468,327.8318,249.1699,58.61393,51.2472
1691484,327.5807,249.4805,58.59441,51.28204
1691500,327.4089,249.5824,58.58104,51.29346
1691522,327.0906,249.8626,58.55624,51.32483
1691539,327.182,249.9825,58.56337,51.33824
1691550,327.0804,250.6093,58.55545,51.40821
1691568,327.636,251.5896,58.59871,51.51722
1691584,327.8683,251.9046,58.61676,51.55214
1691600,328.1206,252.21,58.63635,51.58593
1691616,328.2631,252.7213,58.64741,51.64242
1691633,328.5013,253.0112,58.66588,51.67438
1691650,328.6107,253.1631,58.67435,51.69111
1691666,328.6939,253.3161,58.68079,51.70794
1691683,328.9012,253.2766,58.69682,51.70359
1691700,329.1266,253.1847,58.71425,51.69349
1691716,328.9248,252.0268,58.69865,51.56566
1691734,328.8371,251.4064,58.69187,51.49689
1691749,328.8081,250.6797,58.68963,51.41606
1691767,328.6415,249.863,58.67673,51.32487
1691784,328.3799,249.4052,58.65647,51.2736
1691801,328.328,249.763,58.65245,51.31369
1691817,328.5493,250.2387,58.66959,51.36686
1691833,328.6714,250.4691,58.67904,51.39257
1691849,328.7558,250.6978,58.68558,51.41806
1691867,328.7621,251.0117,58.68607,51.45301
1691883,328.7791,251.2693,58.68739,51.48166
1691902,328.7434,251.5863,58.68462,51.51686
1691917,328.7444,251.8657,58.6847,51.54782
1691931,328.6179,252.1643,58.6749,51.58088
1691949,328.5671,252.6382,58.67097,51.63324
1691967,328.3918,253.0872,58.65739,51.68275
1691982,328.2895,253.384,58.64946,51.71541
