Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
635096,319.2975,236.5188,57.938,49.78219
635111.6,319.477,236.6742,57.95248,49.80074
635130,319.655,236.7498,57.96683,49.80975
635145.7,319.7635,236.8475,57.97557,49.82141
635166.4,319.805,236.8945,57.97892,49.82701
635180.5,319.9243,236.7906,57.98852,49.81463
635197.8,320.05,236.8297,57.99864,49.81929
635215.1,320.1027,236.7385,58.00288,49.80841
635229.8,320.2348,236.602,58.0135,49.79211
635247.3,320.326,236.4406,58.02083,49.77285
635263.1,320.4237,236.1029,58.02868,49.73246
635279.9,320.4831,235.8026,58.03345,49.69648
635296.4,320.6,235.5686,58.04284,49.66842
635310.3,320.7819,235.7311,58.05743,49.68792
635333.9,321.0075,235.8749,58.07551,49.70515
635345.8,321.3294,235.7748,58.10128,49.69316
635366.8,321.5636,235.611,58.12,49.67351
635381,321.6988,235.4001,58.1308,49.6482
635397,321.5939,235.1648,58.12242,49.61992
635412.8,321.4164,235.0533,58.10823,49.60651
635430.6,321.2175,234.6923,58.09232,49.56304
635446.5,321.0236,233.602,58.07679,49.43128
635461.7,320.9547,232.2969,58.07128,49.27263
635479.1,320.945,230.8849,58.0705,49.09982
635493.4,320.9251,229.377,58.06891,48.91395
635515.1,320.8702,228.1998,58.06451,48.76787
635527.4,320.6404,227.137,58.04607,48.63525
635546.8,320.3422,225.9036,58.02213,48.48046
635564.1,320.0114,224.4506,57.99554,48.29689
635581.9,319.7828,223.0477,57.97713,48.1184
635593.8,319.5902,221.1429,57.96161,47.87405
635609.4,319.4011,218.9236,57.94636,47.58641
635626.9,319.2834,216.7324,57.93686,47.29927
635643.7,319.1491,214.4227,57.92601,46.9932
635661.6,319.0053,212.0312,57.91439,46.67255
635677.4,318.8214,209.7673,57.89952,46.36546
635700.8,318.5549,207.6693,57.87795,46.07775
635711.4,318.286,206.0991,57.85616,45.86044
635725.8,317.8839,204.137,57.82351,45.5865
635744.1,317.5087,202.3506,57.79301,45.33473
635760.8,317.1751,200.823,57.76585,45.11765
635777.4,316.9254,199.2077,57.74548,44.88628
635793.4,316.6082,197.705,57.71957,44.66936
635811.2,316.196,196.3262,57.68586,44.4689
635829,315.7604,195.0175,57.65017,44.27734
635843.6,315.1552,193.4819,57.60046,44.05096
635860.1,314.6116,191.7415,57.5557,43.7923
635882.1,314.1371,190.1246,57.51653,43.54995
635898.3,313.6754,188.6686,57.47835,43.33005
635914,313.2489,187.1413,57.44299,43.09764
635926.9,312.5895,185.4675,57.38821,42.84092
635943.6,311.8083,183.8115,57.32309,42.58479
635965.4,311.1867,182.4845,57.27111,42.37802
635979.1,310.7121,181.0708,57.23132,42.15624
635996.3,310.2812,179.1252,57.19512,41.84846
636010.5,309.9348,176.9356,57.16597,41.49849
636028.3,309.6684,175.0746,57.14351,41.19803
636044.3,309.4002,172.6028,57.12089,40.79465
636061.2,309.1161,169.8527,57.09689,40.34003
636077.8,308.998,166.9856,57.08689,39.85945
636093.6,308.9417,164.6448,57.08214,39.46203
636110.4,309.1229,162.6317,57.09746,39.11658
636127.5,309.487,160.6281,57.12822,38.76936
636143.9,310.3827,158.6689,57.20365,38.42654
636160.1,311.7929,156.864,57.3218,38.10779
636177.1,314.3008,155.3511,57.53005,37.83848
636193.4,317.1609,153.5689,57.76468,37.51866
636211.2,320.0391,151.6127,57.99776,37.16444
636228.4,323.1844,149.8838,58.24905,36.84859
636244.6,326.8525,148.3403,58.53767,36.56438
636261,330.1488,146.6782,58.79304,36.25599
636277.4,333.8304,145.2986,59.07389,35.99815
636294.8,337.494,144.2336,59.34889,35.79793
636312.6,340.8105,143.4461,59.59404,35.64924
636331.3,343.8389,142.7989,59.81482,35.52663
636344.3,346.7347,141.9181,60.02323,35.35915
636361.1,349.6972,141.1633,60.23375,35.21507
636378.9,352.1372,140.3864,60.40514,35.06625
636393.4,354.7042,139.3967,60.58352,34.87585
636410.9,356.855,138.7481,60.73148,34.75062
636428.8,359.1144,138.2326,60.88544,34.6508
636445.6,360.9762,137.8922,61.01122,34.58474
636460.8,363.0847,137.8249,61.15246,34.57168
636477.9,365.166,137.7729,61.29065,34.56157
636494.9,367.3984,137.6739,61.43753,34.54234
636512,369.9586,137.7664,61.6043,34.56031
636528.8,372.8192,137.8425,61.78853,34.57509
636545.1,376.042,137.927,61.99348,34.59151
636562.1,379.0326,137.8144,62.18122,34.56964
636582,381.6873,137.6039,62.34595,34.52873
636598.9,384.1573,137.3332,62.49761,34.47607
636611.4,387.1156,137.0079,62.67725,34.41269
636631,389.6944,136.8764,62.83208,34.38704
636644.5,392.3355,137.0296,62.98898,34.4169
636662,394.7691,137.2796,63.13207,34.46562
636678.5,397.007,137.3938,63.26243,34.48787
636694.5,399.3675,137.1883,63.39866,34.44785
636712.6,401.2806,137.1409,63.50813,34.43861
636732.6,402.6219,137.4058,63.58439,34.49019
636745.4,404.3797,137.8408,63.68371,34.57476
636766,406.2053,138.7544,63.78612,34.75184
636782.4,407.817,139.2835,63.87592,34.85402
636795.4,409.3091,139.7375,63.95856,34.94153
636816.6,410.4762,140.3725,64.02285,35.06357
636833.6,411.2736,140.885,64.06661,35.16183
636849.1,411.7762,142.0244,64.09412,35.37941
636870.2,412.1951,142.9889,64.117,35.56267
636882.9,412.3629,144.028,64.12616,35.75916
636898.2,412.4857,145.0044,64.13287,35.94293
636914.1,412.4195,145.9929,64.12925,36.12812
636933.8,412.2852,146.7847,64.12193,36.27583
636949.1,411.9082,147.9344,64.10134,36.48929
636965.9,411.6818,149.3166,64.08896,36.7444
636984,411.4667,150.8213,64.07719,37.02018
636999.8,411.3379,152.7162,64.07013,37.36466
637017.1,411.2631,154.8672,64.06603,37.75191
637034.9,411.3047,157.5477,64.06831,38.22887
637050.5,411.477,160.2741,64.07775,38.70766
637066.2,411.6227,162.9259,64.08572,39.16728
637081.6,411.593,165.316,64.0841,39.57646
637097.6,411.6269,168.1507,64.08595,40.05556
637114.7,411.7529,171.9967,64.09285,40.695
637131.2,412.021,175.3374,64.1075,41.24062
637151.1,412.318,177.8225,64.12372,41.6407
637165.8,412.9025,179.887,64.15557,41.96932
637184.8,413.5277,181.2515,64.18957,42.18468
637197.8,414.2534,183.698,64.22892,42.56716
637214.1,414.9089,187.2415,64.26437,43.11295
637231.4,415.5247,189.5617,64.2976,43.46512
637249.3,416.1584,190.5129,64.3317,43.60834
637264.5,417.1053,190.7847,64.38251,43.64912
637282.4,418.1554,191.3647,64.43863,43.736
637299.1,418.9178,192.5044,64.47923,43.90597
637315.5,419.5755,193.6869,64.51416,44.08129
637334.2,420.091,194.6236,64.54147,44.21944
637348.8,420.6248,195.2722,64.5697,44.31473
637364.1,421.3258,195.7361,64.60668,44.38269
637384.3,422.0554,196.5987,64.64506,44.50864
637398.8,422.5674,197.3268,64.67194,44.61451
637414.4,422.9326,198.2305,64.69106,44.74541
637430.9,423.3656,198.7064,64.71371,44.81411
