Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1971413,313.3112,209.1,57.44816,46.27428
1971430,314.3281,210.8555,57.53231,46.5135
1971448,315.5243,212.7912,57.6308,46.77486
1971465,317.0779,215.5141,57.75792,47.13826
1971480,318.6487,218.0463,57.88554,47.47182
1971497,320.655,220.813,58.04725,47.83149
1971513,322.7042,222.9799,58.21091,48.10975
1971531,325.3493,224.7538,58.41996,48.33531
1971548,327.9349,225.8604,58.62194,48.47503
1971564,331.0078,226.8768,58.85898,48.60267
1971581,335.3959,228.0832,59.19194,48.75335
1971598,339.9192,229.1784,59.5285,48.88937
1971613,345.7664,230.2602,59.95383,49.02298
1971631,352.2021,230.8946,60.40968,49.10102
1971648,358.3349,231.684,60.8325,49.19777
1971665,365.473,232.6292,61.31093,49.31312
1971682,371.7798,233.6817,61.72184,49.44093
1971700,377.5821,234.3384,62.09045,49.52035
1971713,383.0867,234.3755,62.43206,49.52483
1971732,387.0541,234.5939,62.67353,49.55118
1971749,389.1702,235.2234,62.80073,49.62696
1971767,390.7506,235.4855,62.89503,49.65845
1971781,391.6873,235.8926,62.95063,49.70728
1971800,391.0453,236.5647,62.91254,49.78766
1971815,390.8303,237.2947,62.89977,49.87467
1971832,390.1488,238.0463,62.8592,49.96394
1971850,388.3211,239.2324,62.74983,50.10414
1971866,386.6023,240.0888,62.64623,50.20486
1971883,384.135,240.5093,62.49625,50.25415
1971900,381.8844,240.4968,62.3581,50.25269
1971916,378.5016,240.4548,62.14806,50.24777
1971933,375.1152,240.5636,61.93482,50.26051
1971950,371.5946,240.8934,61.70993,50.2991
1971968,367.583,241.0935,61.44962,50.32248
1971984,364.0317,241.1553,61.21549,50.32969
1971999,360.0446,241.0993,60.94841,50.32315
1972015,355.1847,241.4784,60.61669,50.36737
1972033,350.8307,241.5779,60.3136,50.37897
1972049,346.6646,241.8078,60.01822,50.40574
1972066,342.7476,242.371,59.73559,50.47119
1972083,338.9847,243.2207,59.45952,50.56959
1972099,335.2526,243.9341,59.18118,50.6519
1972116,332.0084,244.3212,58.93548,50.69643
1972135,329.4709,244.7137,58.74083,50.7415
1972150,327.0765,245.2122,58.55514,50.79863
1972170,324.527,246.0594,58.35524,50.89538
1972185,322.3978,246.9439,58.18653,50.99597
1972201,320.699,247.1977,58.05078,51.02475
1972217,319.7801,247.0139,57.97691,51.00391
1972237,319.7448,246.4177,57.97406,50.93618
1972251,319.2493,245.6738,57.9341,50.85139
1972270,318.4856,244.7114,57.87233,50.74124
1972284,317.7365,243.4741,57.81153,50.59885
1972301,317.3109,242.0614,57.77691,50.43523
1972316,317.5018,240.4132,57.79245,50.24289
1972335,317.511,239.1266,57.7932,50.09166
1972352,317.3066,237.5289,57.77656,49.90253
1972369,316.9219,236.0975,57.74519,49.73181
1972384,316.4518,234.6263,57.70679,49.55508
1972402,315.822,233.4944,57.65522,49.41824
1972418,315.2418,232.35,57.60758,49.2791
1972434,314.6485,231.187,57.55874,49.1369
1972452,314.2473,230.2777,57.52563,49.02514
1972468,313.894,229.3753,57.49643,48.91374
1972484,313.7148,228.8008,57.48161,48.84254
1972501,313.5571,228.358,57.46854,48.78754
1972518,313.5973,228.1642,57.47187,48.76344
1972534,313.808,227.9664,57.48932,48.7388
1972554,314.3734,227.9684,57.53605,48.73905
1972569,314.6817,227.6118,57.56148,48.69459
1972586,314.6903,227.4344,57.56219,48.67242
1972603,314.5583,227.3719,57.5513,48.66462
1972621,314.343,227.8294,57.53354,48.72172
1972638,314.2603,228.2786,57.52671,48.77767
1972653,314.2534,228.5567,57.52614,48.81224
1972671,314.1756,228.3887,57.51971,48.79137
1972686,313.8274,227.8072,57.49092,48.71896
1972702,313.0709,227.0306,57.42822,48.62193
1972719,312.2654,226.4736,57.36122,48.55212
1972735,311.1055,226.0383,57.2643,48.49741
1972755,310.2615,225.5473,57.19346,48.43557
1972772,309.5679,225.0738,57.13504,48.3758
1972789,309.0688,224.8035,57.09289,48.3416
1972804,308.6737,224.5703,57.05945,48.31207
1972820,308.3922,224.6544,57.03559,48.32273
1972836,308.1203,224.9914,57.01251,48.36537
1972856,308.1018,225.98,57.01094,48.49008
1972870,308.293,227.122,57.02717,48.63338
1972887,308.7655,228.2477,57.06723,48.77383
1972903,309.0769,228.8951,57.09357,48.85424
1972920,309.431,229.4262,57.12349,48.92003
1972936,309.7101,230.1609,57.14704,49.01075
1972953,310.0165,231.4874,57.17284,49.17371
1972970,310.183,232.8574,57.18686,49.34089
1972987,310.2828,234.2304,57.19526,49.5073
1973004,310.256,235.9619,57.193,49.71558
1973020,310.1941,237.7425,57.18779,49.92791
1973037,310.1396,239.4481,57.1832,50.12954
1973054,310.2018,240.8402,57.18844,50.29287
1973070,310.4605,241.9886,57.21019,50.42678
