Time (ms), X, Y, Event
115607.6,310.6571,240.0777,0
115677.1,310.6393,240.4113,0
115689.6,310.6423,240.7737,0
115700.5,310.6013,241.0705,0
115710.4,310.5294,241.2939,0
115723.3,310.5043,241.4634,0
115741.6,310.5802,241.4686,0
115757.8,310.5855,241.5465,0
115775,310.6139,241.6863,0
115792.4,310.6358,241.7176,0
115814.7,310.5454,241.7917,0
115828.4,310.4773,241.8651,0
115841.2,310.4135,242.0636,0
115857.6,310.3409,242.1267,0
115874.8,310.3223,242.1296,0
115892.6,310.2826,242.2172,0
115909.2,310.2147,242.4309,0
115931.7,310.1555,242.5177,0
115955.4,310.1225,242.3678,0
115969.8,310.0953,242.3131,0
115982.4,310.0247,242.3231,0
115992.2,309.9026,242.2725,0
116007.7,309.8107,242.3329,0
116024.7,309.7223,242.4479,0
116041.3,309.6457,242.3719,0
116059.5,309.6323,242.2462,0
116074.9,309.5878,242.2545,0
116092,309.5168,242.2172,0
116109.9,309.4384,242.3572,0
116125.3,309.4117,242.5362,0
116143.3,309.3769,242.8585,0
116159,309.349,242.7707,0
116176.7,309.3572,242.6482,0
116192.7,309.2993,242.5803,0
116211.3,309.2386,242.5497,0
116229.6,309.2284,242.5415,0
116245.1,309.1403,242.6183,0
116261.2,309.0545,242.6918,0
116275.9,309.19,243.416,0
116293.1,309.2354,243.4488,0
116314.7,309.2326,243.5567,0
116329.3,309.2807,243.6044,0
116345.3,309.3225,243.7379,0
116364.9,309.3734,243.7935,0
116379,309.3645,243.8552,0
116394.2,309.3216,243.8832,0
116413.6,309.2361,244.0872,0
116430,309.222,244.3426,0
116444.7,309.1957,244.6218,0
116461.6,309.1131,244.7848,0
116479.7,309.0593,245.05,0
116496.7,308.994,245.2372,0
116515.3,308.8722,245.4901,0
116529,308.7352,245.6282,0
116546,308.6187,245.9905,0
116562.6,308.5514,246.0905,0
116579.5,308.4686,246.1524,0
116595.7,308.329,246.2392,0
116613.7,308.2422,246.5475,0
116629.7,308.1464,246.8329,0
116646.5,308.0602,247.0358,0
116663.4,308.008,247.2503,0
116680.9,307.9586,247.5139,0
116696.2,307.9089,247.8146,0
116712.4,307.941,248.1315,0
116729.1,307.9766,248.3158,0
116746.4,308.0246,248.6801,0
116766.7,307.9817,248.9467,0
116779.8,307.9348,249.1268,0
116795.3,307.9001,249.321,0
116814.7,307.7998,249.5007,0
116832.1,307.7271,249.7254,0
116850.4,307.6443,249.9373,0
116867.8,307.5925,250.139,0
116882.6,307.5569,250.2106,0
116898.4,307.5815,250.4083,0
116914,307.6527,250.5131,0
116931,307.7994,250.7443,0
116947.8,307.8706,250.8474,0
116964.3,308.0465,250.9459,0
116981.3,308.1982,251.1209,0
116998.3,308.3627,251.4731,0
117014.5,308.5169,251.7131,0
117033,308.6861,251.9444,0
117049,308.9069,252.0222,0
117066.2,309.2172,251.7434,0
117083.7,309.8658,251.1615,0
117099.5,310.6234,250.759,0
117116.2,311.6487,250.3184,0
117134.5,312.5043,250.0049,0
117151.9,313.2977,249.7323,0
117168,314.2012,249.4863,0
117185.1,315.0092,249.3615,0
117202.4,315.5814,249.4847,0
117227.9,315.9802,249.7139,0
117242,316.1694,249.83,0
117257.9,316.0862,250.0647,0
117270.3,315.4647,250.4777,0
117297.6,314.7546,250.7361,0
117315.2,314.2851,250.9636,0
117329.4,313.7785,251.1541,0
117342.1,313.3657,251.3674,0
117351.8,312.9218,251.4713,0
117372.9,312.5419,251.4491,0
117386.1,312.2823,251.3339,0
117405.3,312.1924,251.1388,0
117422.8,312.1457,251.0959,0
117440.3,312.1216,250.9728,0
117454.4,312.1883,250.949,0
117470.8,312.1371,250.9082,0
117487.4,312.1259,250.8438,0
117504.8,312.1465,250.9261,0
117521.6,312.2023,251.0736,0
117538.4,312.2512,251.3193,0
117555,312.3506,251.5668,0
117572.2,312.4723,251.7967,0
117587.2,312.7777,252.0659,0
117604.2,312.9666,252.3442,0
117621.3,313.2397,252.4975,0
117637.9,313.5457,252.6571,0
117654.2,313.8733,252.8788,0
117671.5,314.1912,253.3126,0
117689,314.3833,253.5711,0
117709.8,314.4293,253.8213,0
117724.2,314.5045,254.0502,0
