Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
2533360,322.9933,256.6855,58.23388,52.07558
2533382,323.2933,257.2818,58.25769,52.14001
2533405,323.7021,258.4296,58.29007,52.26353
2533426,324.2121,259.6897,58.33039,52.39833
2533449,324.6335,260.5622,58.36363,52.4912
2533474,324.9212,260.8792,58.3863,52.52485
2533498,325.0849,261.1964,58.39917,52.55845
2533521,325.3314,262.1228,58.41856,52.65633
2533545,325.5846,262.8724,58.43844,52.7352
2533566,325.7154,262.9933,58.4487,52.7479
2533591,326.0025,263.1834,58.47121,52.76785
2533614,326.0969,263.6041,58.4786,52.81191
2533638,326.304,264.1087,58.49481,52.86466
2533662,326.5877,264.6937,58.51699,52.92566
2533686,326.7069,265.2153,58.52631,52.97989
2533709,327.0407,265.7885,58.55235,53.03934
2533732,327.3737,266.056,58.57829,53.06703
2533757,327.7702,266.2518,58.60914,53.08727
2533780,328.0959,266.3524,58.63444,53.09766
2533801,328.2433,266.6674,58.64587,53.13018
2533826,328.5933,266.8544,58.673,53.14946
2533849,328.9614,267.2429,58.70148,53.18945
2533873,329.0151,268.2905,58.70564,53.29692
2533897,328.896,268.8529,58.69643,53.35439
2533920,328.727,268.9447,58.68335,53.36376
2533946,328.5959,269.0499,58.6732,53.37449
2533967,328.4774,269.3506,58.66402,53.40512
2533995,328.3718,269.7236,58.65584,53.44307
2534022,328.0632,270.3604,58.6319,53.50769
2534041,327.6593,270.4371,58.60052,53.51546
2534064,327.6491,270.24,58.59973,53.49549
2534085,327.8478,270.3603,58.61517,53.50769
2534110,327.6935,270.6288,58.60318,53.53487
2534134,327.6075,270.522,58.59649,53.52406
2534157,327.6376,269.9399,58.59883,53.46504
2534181,327.688,269.8397,58.60276,53.45487
2534203,327.7241,270.1853,58.60556,53.48994
2534227,327.6548,270.4586,58.60017,53.51764
2534253,327.447,270.8229,58.584,53.55451
2534274,327.1936,270.8974,58.56427,53.56204
2534299,327.2355,270.9271,58.56754,53.56504
2534322,327.2932,271.0512,58.57203,53.57757
2534348,327.4513,270.9952,58.58434,53.57191
2534372,327.58,270.9568,58.59435,53.56804
2534394,327.6429,271.2037,58.59924,53.59297
2534417,327.7397,271.1439,58.60677,53.58693
2534444,327.8169,271.205,58.61277,53.5931
2534464,327.9257,271.1559,58.62122,53.58814
2534485,327.9969,271.2063,58.62675,53.59323
2534511,328.0828,271.4066,58.63342,53.61343
2534540,328.0375,271.5223,58.62991,53.62509
2534562,328.0602,271.6873,58.63167,53.64171
2534583,328.1641,271.8082,58.63973,53.65388
2534606,328.1956,272.0089,58.64217,53.67407
2534632,328.2235,272.4808,58.64434,53.72146
2534655,328.2979,273.1285,58.65011,53.78632
2534678,328.2837,273.885,58.64901,53.86183
2534704,328.2832,274.6415,58.64897,53.93707
2534724,328.3407,275.5724,58.65343,54.02928
2534747,328.3676,277.1427,58.65552,54.1839
2534772,328.4528,279.1804,58.66211,54.38285
2534798,328.1315,281.4096,58.6372,54.5983
2534820,327.6823,284.1628,58.60231,54.86128
2534842,327.689,286.8501,58.60283,55.1147
2534867,327.5305,291.2721,58.59051,55.52483
2534890,327.5857,296.4427,58.5948,55.99378
2534913,327.1869,302.6514,58.56375,56.54222
2534938,327.2545,311.1471,58.56902,57.26779
2534963,326.9983,319.2327,58.54905,57.93276
2534986,327.8999,330.9912,58.61922,58.85772
2535011,327.9436,338.9331,58.62262,59.4557
