Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
2511124,318.4899,244.4332,57.87268,50.7093
2511144,318.4136,244.304,57.8665,50.69445
2511165,318.3201,244.1548,57.85892,50.6773
2511190,318.2688,244.3074,57.85476,50.69484
2511218,318.2709,244.1828,57.85493,50.68052
2511242,318.2105,244.0638,57.85003,50.66683
2511259,318.2484,243.9809,57.8531,50.65729
2511281,318.3242,243.9071,57.85925,50.64878
2511306,318.7423,243.5089,57.89312,50.60287
2511331,318.9592,243.1136,57.91066,50.55721
2511356,318.8252,243.1777,57.89983,50.56462
2511378,319.0439,243.3886,57.91751,50.58899
2511403,318.6533,243.0459,57.88592,50.54938
2511425,318.1821,242.564,57.84773,50.49357
2511450,317.5889,242.7464,57.79953,50.51471
2511473,316.4859,242.9604,57.70958,50.5395
2511497,315.2653,243.0699,57.60952,50.55216
2511521,313.7674,243.4653,57.48596,50.59785
2511549,312.6607,243.7421,57.39413,50.62976
2511566,310.8289,244.6453,57.24112,50.73366
2511590,308.4095,246.0181,57.03706,50.89067
2511617,305.5681,247.8291,56.79451,51.0962
2511641,302.4209,249.9415,56.52214,51.33365
2511663,298.5683,253.0619,56.18331,51.67996
2511684,293.5188,256.8347,55.72998,52.09172
2511707,288.0294,260.5962,55.22491,52.49481
2511729,283.2158,263.8388,54.7712,52.83647
2511754,278.0057,267.2289,54.26839,53.18801
2511776,272.4569,269.3591,53.71906,53.40599
2511801,265.7227,270.8246,53.03253,53.55468
2511824,260.2265,271.7855,52.45552,53.6516
2511854,253.2719,273.2461,51.70308,53.79808
2511872,247.22,274.1064,51.02728,53.88388
2511894,241.2769,274.2228,50.34388,53.89546
2511920,234.5573,274.4825,49.54676,53.92127
2511942,229.2574,274.5242,48.89915,53.92542
2511966,224.3354,274.5164,48.28229,53.92465
2511990,219.9499,274.3043,47.71981,53.90356
2512012,215.6546,274.2951,47.15688,53.90265
2512038,211.4943,274.6591,46.60003,53.93882
2512059,207.971,275.492,46.1193,54.02133
2512082,205.1844,277.0576,45.73307,54.17556
2512108,203.4663,278.5174,45.49224,54.31833
2512129,201.7906,279.5285,45.25534,54.41663
2512153,199.7185,280.7779,44.95965,54.53748
2512177,198.5415,281.9825,44.79031,54.65331
2512200,197.6851,282.9576,44.66649,54.74658
2512223,197.5218,282.9403,44.64281,54.74493
2512246,197.2395,281.8521,44.60184,54.64079
2512270,196.6668,280.2317,44.51855,54.48474
2512294,196.3804,278.9807,44.47681,54.36343
2512317,196.5533,278.0284,44.50201,54.27061
2512342,196.7114,277.523,44.52505,54.22118
2512365,197.0616,277.3778,44.576,54.20695
2512388,197.5419,277.1411,44.64574,54.18375
