Time (ms), X, Y, Event
78832.93,317.8263,238.554,0
78892.42,317.8281,238.9233,0
78908.36,317.8026,238.8235,0
78919.84,317.6723,238.7964,0
78929.57,317.4576,238.9177,0
78947.31,317.3414,238.948,0
78975.28,317.2121,238.9865,0
78986.84,317.0751,238.9308,0
79002.13,317.0149,238.7843,0
79019.56,316.979,238.7556,0
79042.59,316.8702,238.6189,0
79061.8,316.8616,238.5472,0
79076.98,316.8587,238.6037,0
79095.95,316.9984,238.5739,0
79115.22,316.9546,238.5316,0
79133.45,316.8149,238.4083,0
79154.57,316.824,238.3083,0
79169.01,316.903,238.2271,0
79189.11,316.9924,238.1538,0
79204.08,317.0694,238.0396,0
79219.98,317.0918,237.9267,0
79238.23,317.1714,237.8067,0
79256.1,317.2029,237.7295,0
79274.1,317.0976,237.7059,0
79292.41,317.0549,237.6226,0
79310.79,317.078,237.5586,0
79330.46,317.1448,237.4264,0
79348.72,317.1531,237.2942,0
79367.41,317.1873,237.0501,0
79384.51,317.2062,236.9227,0
79404.91,317.1811,236.9788,0
79420.02,317.0631,237.0388,0
79436.91,316.982,237.1165,0
79455.75,316.9002,237.1719,0
79478.91,316.91,237.043,0
79496.13,316.899,236.9493,0
79511.64,316.8516,236.8992,0
79530.77,316.8711,236.8214,0
79550.3,316.8648,236.9414,0
79567.99,316.855,237.1084,0
79587.13,316.8557,237.1423,0
79605.73,316.881,237.2206,0
79622.23,316.9371,237.4794,0
79639.88,317.2668,237.7789,0
79654.88,317.5301,238.0346,0
79673.73,317.557,238.2812,0
79695.15,317.6341,238.3545,0
79713.95,317.7232,238.2204,0
79732.18,317.6585,238.0269,0
79748.95,317.6299,237.7827,0
79767.66,317.5457,237.5598,0
79785.15,317.5109,237.6161,0
79802.18,317.5173,237.6369,0
79819.93,317.5193,237.8124,0
79841.78,317.307,238.0075,0
79858.96,317.1336,238.2661,0
79874.84,317.054,238.713,0
79893.84,317.05,239.0883,0
79913.39,317.0017,239.2947,0
79928.71,316.9218,239.4686,0
79951.12,316.8956,239.8545,0
79966.49,316.9373,240.4913,0
79984.52,317.0161,241.6884,0
80004.25,317.2988,243.27,0
80022.06,317.6599,244.4912,0
80038.87,317.7576,244.8344,0
80065.63,317.6614,244.6648,0
80081.84,317.7341,244.6945,0
80094.02,317.7796,244.9186,0
80107.91,317.8537,245.6681,0
80126.79,317.8883,246.389,0
80148.27,317.9327,247.0724,0
80162.06,318.0075,247.9753,0
80181.3,318.1351,248.7887,0
80198.75,318.4163,249.3132,0
80216.51,318.5854,249.3639,0
80235.82,318.4953,249.2405,0
80254.42,318.3977,249.2893,0
80272.25,318.3412,249.27,0
80290.2,318.3718,249.0664,0
80307.1,318.2289,248.6842,0
80329.09,318.0599,248.4823,0
80344.3,317.9909,248.4057,0
80363.35,317.9782,248.3398,0
80381.76,317.9381,248.2293,0
80398.98,317.977,248.1516,0
80420.76,318.0675,248.0795,0
80438.38,318.0913,248.0392,0
80456.87,318.1162,247.9305,0
80475.81,318.1277,247.8995,0
80492.99,318.125,247.9311,0
80511.33,318.0643,248.1021,0
80529.28,318.0395,248.2556,0
80543.57,318.0962,248.3581,0
80561.14,318.1954,248.3976,0
80581.44,318.2933,248.4179,0
80596.77,318.3452,248.5294,0
80615.98,318.4124,248.7542,0
80635.76,318.5061,249.0719,0
80654.11,318.6811,249.628,0
80673.03,318.8276,250.233,0
80689.75,319.297,252.0061,0
80721.17,319.5807,252.9601,0
80731.7,320.0023,254.0594,0
80744.62,320.4641,255.1959,0
80767.53,320.9763,256.2081,0
80783.73,321.3108,256.2828,0
80798.12,321.6312,256.4333,0
80814.67,321.9238,256.3574,0
80836.16,322.1809,256.2484,0
80854.59,322.3093,255.9984,0
80872.55,322.3266,255.9572,0
80891.58,322.3887,256.0955,0
80909.95,322.4485,256.1409,0
80927.27,322.4883,256.1053,0
80945.88,322.5304,256.0558,0
80964.21,322.5139,256.0905,0
80980.76,322.3628,256.0909,0
80996.59,322.2471,256.0977,0
81014.55,322.1445,256.2061,0
81032.66,322.0554,256.1557,0
81051.54,321.8951,255.9148,0
81069.38,321.735,255.7011,0
81088.61,321.5595,255.637,0
81107.85,321.3148,255.8168,0
81127.27,321.1446,256.0819,0
81145.86,321.0999,256.3018,0
81163.69,321.1205,256.3544,0
81181.71,321.0061,256.4272,0
81198.53,320.8049,256.4979,0
81213.76,320.5437,256.5538,0
81232.91,320.2956,256.4703,0
81250.3,319.9863,256.304,0
81270.64,319.7929,256.1392,0
81287.72,319.6795,256.001,0
81307.2,319.5526,255.8117,0
81322.59,319.5493,255.6154,0
81341.34,319.6584,255.5135,0
81359.63,319.819,255.4254,0
81377.27,319.8927,255.2269,0
81396.8,319.9436,255.0242,0
81414.94,320.0184,254.9187,0
81431.85,320.0533,254.8817,0
81452.94,320.0548,254.7324,0
81466.94,320.0077,254.6181,0
81484.99,319.9396,254.5861,0
81503.27,319.7736,254.6567,0
81526.79,319.6607,254.6258,0
81543.27,319.5842,254.6588,0
81562.65,319.4782,254.6301,0
81580.89,319.3435,254.5397,0
81597.82,319.1416,254.4915,0
81616.64,318.9841,254.631,0
81633.55,318.8954,254.7467,0
81650.9,318.8705,254.9019,0
81668.17,318.8595,254.925,0
81686.71,318.7961,254.828,0
81704.33,318.7107,254.7532,0
81726.52,318.7127,254.7057,0
81742.48,318.7969,254.7009,0
81766.52,318.8834,254.6707,0
81778.4,318.8853,254.5527,0
81796.73,318.8081,254.4552,0
81813.42,318.7636,254.3799,0
81831.69,318.8326,254.483,0
81850.61,318.9973,254.5422,0
81868.71,319.1016,254.602,0
81883.67,319.1945,254.6984,0
81902.29,319.2029,254.8299,0
81921.05,319.1614,254.9075,0
81939.38,319.1828,254.9025,0
81956.77,319.2387,254.9553,0
81975.3,319.308,255.1267,0
81995.13,319.3505,255.2506,0
82019.6,319.2582,255.3752,0
82032.42,319.2267,255.3783,0
82050.81,319.2679,255.4106,0
82068.2,319.2906,255.4382,0
82087.5,319.2124,255.3963,0
82105.6,319.2028,255.2902,0
82122.45,319.2536,255.2748,0
82139.36,319.3148,255.3304,0
82157.14,319.3047,255.3476,0
82175.56,319.2606,255.3228,0
82193.61,319.2556,255.3455,0
82212.43,319.269,255.3544,0
82231.22,319.2632,255.3818,0
82251.5,319.308,255.3558,0
82269.81,319.3528,255.3469,0
82287.95,319.3631,255.2587,0
82305.42,319.4043,255.1973,0
82323.02,319.4203,255.2138,0
82338.64,319.4362,255.3155,0
82356.8,319.4475,255.2328,0
82375.95,319.4847,255.0782,0
82395.73,319.5226,255.0219,0
82412.02,319.5227,255.0975,0
82430.26,319.5029,255.1271,0
82451.14,319.4709,255.0861,0
82469.25,319.5081,255.026,0
82488.42,319.4998,254.9075,0
82504.53,319.4106,254.8572,0
82523.02,319.3709,254.8463,0
82540.47,319.4218,254.8875,0
82557,319.4679,254.815,0
82575.31,319.4576,254.66,0
82592.08,319.4623,254.6374,0
82611.58,319.5758,254.7264,0
82630.42,319.5421,254.7427,0
82649.35,319.3261,254.5433,0
82669.38,319.2175,254.3302,0
82686.59,319.1583,254.1407,0
82704.73,319.1866,254.1051,0
82722.38,319.1951,253.8515,0
82740.1,319.1838,253.6059,0
82759.46,319.173,253.4674,0
82772.67,319.2242,253.436,0
82792.02,319.2565,253.3842,0
82810.49,319.2557,253.2554,0
82828.25,319.2323,253.0661,0
82846.62,319.222,252.9443,0
82865.05,319.2443,252.8331,0
82888.08,319.1903,252.8006,0
82900.99,319.1198,252.7964,0
82914.55,319.0957,252.7896,0
82928.56,319.146,252.8059,0
82944.57,319.1914,252.7813,0
82959.11,319.1862,252.7257,0
82973.23,319.0987,252.645,0
82987.13,319.0771,252.5835,0
82999.55,319.0621,252.5463,0
83012.81,319.0506,252.445,0
83027.34,319.0388,252.4223,0
83046.04,319.0519,252.3324,0
83061.23,319.1188,252.1203,0
83079.02,319.14,251.9217,0
83095.59,319.1705,251.6852,0
83112.48,319.2184,251.4359,0
83131.04,319.1532,251.3344,0
83147.41,319.0916,251.2634,0
83166.04,319.132,251.1275,0
83180.17,319.1918,250.7039,0
83197.2,319.1053,250.2958,0
83213.26,319.0208,249.8873,0
83233.27,318.9022,249.5751,0
83247.7,318.9072,249.2784,0
83267.53,318.8691,248.8849,0
83279.46,318.7904,248.5467,0
83293.74,318.693,248.1757,0
83312.38,318.5913,247.8678,0
83331.3,318.4959,247.4752,0
83347.58,318.4426,247.1118,0
83362.41,318.3561,246.6427,0
83380.36,318.2922,246.2079,0
83396.4,318.2778,245.8292,0
83412.25,318.2123,245.4385,0
83430.66,318.1391,245.0004,0
83446.03,318.0915,244.5502,0
83463.6,318.073,244.4846,0
83479.11,318.0374,244.2987,0
83497.35,317.9514,244.0271,0
83516.05,317.9204,243.891,0
83529.19,317.8532,243.8637,0
83546.71,317.7774,243.9167,0
83562.78,317.7618,243.9857,0
83583.42,317.7362,243.9549,0
83599.27,317.6732,243.9018,0
83611.35,317.7241,243.994,0
83629.47,317.885,244.1199,0
83650.56,318.0816,244.2697,0
83663.48,318.2475,244.474,0
83679.85,318.3644,244.6301,0
83696.75,318.5139,244.8253,0
83713.14,318.672,245.2119,0
83734.16,318.852,245.6881,0
83752.63,319.024,246.1063,0
83767.74,319.272,246.4949,0
83785.02,319.4113,246.7785,0
83799.5,319.5367,247.1361,0
83816.24,319.722,247.6259,0
83834.48,319.8296,248.0224,0
83851.55,319.9049,248.3037,0
83868.7,319.9337,248.5909,0
83885.23,319.9604,248.7811,0
83901.17,320.0148,249.1342,0
83918.2,320.1038,249.4936,0
83934.26,320.1566,249.8474,0
83946.91,320.186,250.4599,0
83965.84,320.2588,251.1086,0
83981.98,320.3909,251.8688,0
83998.79,320.5331,252.8021,0
84015.63,320.6172,253.5228,0
84031.59,320.6404,254.2198,0
84049.59,320.603,254.9142,0
84066.01,320.5739,255.6704,0
84088.57,320.5081,256.0825,0
84101.39,320.3943,256.4403,0
84115.46,320.2248,256.7629,0
84133.45,320.2016,256.9212,0
84149.12,320.0741,257.0064,0
84166.31,319.9607,257.0941,0
84182.87,319.8387,257.1359,0
84205.81,319.8302,257.2255,0
84216.07,319.839,257.317,0
84232.87,319.8658,257.1765,0
84255.74,319.8647,257.1465,0
84270.21,319.8355,257.113,0
84283.54,319.892,257.1356,0
84301.1,319.9439,257.1677,0
84316.68,319.9304,257.1883,0
84333.34,319.8457,257.0496,0
84353.48,319.8108,257.0312,0
84371.93,319.8241,257.0577,0
84384.53,319.8079,257.176,0
84405.92,319.8206,257.2268,0
84419.43,319.7528,257.2737,0
