Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1905966,287.7762,266.2661,55.2013,53.08876
1906001,288.4981,266.5594,55.26854,53.11903
1906034,288.7322,267.5053,55.2903,53.21642
1906071,288.7355,268.6394,55.29061,53.3326
1906107,287.7803,269.1753,55.20168,53.38727
1906144,287.2437,270.1724,55.15155,53.48864
1906174,287.8289,270.5672,55.20622,53.52864
1906209,288.1203,270.9489,55.23338,53.56724
1906245,288.0377,271.5164,55.22569,53.6245
1906280,287.7637,271.4343,55.20013,53.61623
1906318,287.0744,272.5235,55.13571,53.72573
1906353,286.9264,272.8349,55.12185,53.75694
1906396,286.1581,274.1017,55.04975,53.88341
1906424,283.7102,275.4207,54.81828,54.01427
1906459,279.9957,276.5888,54.46191,54.1295
1906498,274.5913,278.1265,53.93209,54.28019
1906532,269.0484,279.3912,53.37434,54.40332
1906566,262.527,281.1999,52.69889,54.57812
1906602,254.6749,282.7599,51.85693,54.72771
1906636,246.2356,284.0914,50.91545,54.8545
1906674,237.2709,286.6449,49.87185,55.09546
1906707,231.1146,289.142,49.12802,55.32833
1906745,225.2784,290.7278,48.40163,55.4748
1906778,220.0626,292.617,47.73442,55.64789
1906814,216.0903,294.5845,47.21454,55.82654
1906848,212.9561,295.7351,46.79702,55.93026
1906886,209.9795,296.273,46.39439,55.97857
1906927,210.1877,295.853,46.42274,55.94086
1906952,211.0979,294.5022,46.54636,55.8191
1906990,212.1893,292.5565,46.69387,55.64237
1907026,213.3146,290.3547,46.8451,55.44044
1907061,214.3742,288.2862,46.98674,55.24883
1907095,214.725,286.1528,47.03346,55.04925
1907129,215.4429,285.6611,47.12883,55.00296
1907165,216.0505,284.2841,47.20927,54.87278
1907201,216.9639,282.4228,47.32975,54.69547
1907239,218.1458,283.1277,47.48484,54.76281
1907272,218.5165,282.3151,47.53329,54.68517
1907307,219.2158,281.6415,47.62446,54.62057
1907340,219.9449,281.1537,47.71917,54.57368
1907375,220.4973,281.1718,47.79069,54.57542
1907411,220.9119,280.6516,47.84425,54.52529
1907447,221.5083,280.709,47.9211,54.53083
1907487,222.2919,281.243,48.02172,54.58228
1907521,222.7239,281.179,48.07702,54.57612
1907554,222.8009,281.5077,48.08687,54.60772
1907588,222.7112,282.2498,48.0754,54.67891
1907622,222.7477,282.4531,48.08007,54.69837
1907664,222.6147,282.9202,48.06306,54.743
1907698,222.4831,282.3575,48.04621,54.68922
1907729,222.204,282.0263,48.01045,54.6575
1907768,222.2458,281.5498,48.0158,54.61177
1907801,222.3757,281.5159,48.03245,54.60851
1907833,222.7429,281.2953,48.07945,54.5873
1907871,222.8453,280.7837,48.09254,54.53803
1907905,223.3123,280.0852,48.15216,54.47057
1907941,223.5978,279.3379,48.18854,54.39814
1907976,224.0675,278.8085,48.24828,54.34668
1908012,224.4342,278.2979,48.29482,54.29692
1908048,225.3155,277.5458,48.40632,54.22341
1908084,226.1596,276.818,48.51266,54.15203
1908117,227.1578,276.3376,48.63785,54.10477
1908152,228.2596,276.1078,48.77531,54.08212
1908190,229.1199,276.4764,48.88212,54.11843
1908222,229.9814,277.6597,48.98862,54.23456
1908262,230.8251,278.5133,49.09248,54.31792
1908300,232.1448,280.1822,49.25408,54.47995
1908337,233.865,283.8684,49.46313,54.83332
1908368,236.3743,287.61,49.76491,55.18578
1908402,240.2273,288.9798,50.2211,55.31329
1908437,244.2639,289.9295,50.68984,55.4012
1908471,247.9447,291.6357,51.10926,55.55817
1908507,252.2658,292.8734,51.59211,55.67126
1908547,258.2584,293.9714,52.24514,55.77105
1908586,263.1443,295.3784,52.76374,55.89816
1908614,268.6391,297.5229,53.33257,56.09033
1908649,275.0992,298.1873,53.98246,56.14948
1908687,282.7196,298.6416,54.72385,56.18982
1908727,289.6634,299.0233,55.3766,56.22364
1908758,296.6207,298.763,56.00972,56.20058
1908793,303.1796,298.0017,56.58816,56.13297
1908828,306.9066,296.9903,56.90916,56.04278
1908864,309.7206,295.3008,57.14792,55.89117
1908896,312.4761,293.3258,57.37877,55.71244
1908934,314.4315,291.3589,57.54084,55.53279
1908972,316.563,290.1185,57.71589,55.41865
1909006,318.9158,288.1433,57.90716,55.23552
1909040,320.688,285.9245,58.0499,55.02777
1909073,322.0464,284.1632,58.15854,54.86132
1909109,323.2656,282.0664,58.25549,54.66134
1909147,324.9699,279.6741,58.39013,54.43076
1909179,327.1857,277.4437,58.56365,54.21341
1909213,329.0654,275.4782,58.70952,54.01997
1909250,331.0451,272.9525,58.86184,53.76871
1909286,333.7458,269.6075,59.06749,53.43127
1909321,337.3473,266.0892,59.33796,53.07047
1909368,339.8424,263.9878,59.52285,52.85204
1909393,341.9485,261.4757,59.67735,52.58801
1909428,344.3118,258.6547,59.84903,52.28767
1909463,346.7796,255.6253,60.02644,51.96054
1909504,349.3917,252.495,60.21217,51.61744
1909537,352.0057,248.6709,60.39595,51.19112
1909572,354.864,243.8128,60.59455,50.63792
1909607,357.3517,238.2126,60.76545,49.98364
1909644,359.1729,231.9129,60.88941,49.22576
1909679,360.1396,226.2094,60.95482,48.51892
1909713,361.2844,219.6535,61.03194,47.68135
1909748,362.4777,213.7849,61.11193,46.90805
1909785,362.075,207.8305,61.08498,46.09996
1909822,362.1554,202.2835,61.09036,45.32522
1909854,361.8187,197.6361,61.06781,44.65939
1909888,361.232,193.9338,61.02842,44.11776
1909930,361.1731,190.1296,61.02446,43.55071
1909962,361.142,186.2557,61.02237,42.96208
1909993,360.8172,182.999,61.00051,42.45835
1910036,360.1631,180.5363,60.95642,42.07198
1910065,359.6377,178.2759,60.9209,41.71316
1910105,358.685,176.1088,60.8563,41.36533
1910141,357.2098,174.2077,60.75575,41.05712
1910172,355.7617,172.5034,60.65643,40.77833
1910206,354.0947,171.7538,60.54134,40.65497
1910244,353.2301,171.349,60.48133,40.58815
1910281,352.7029,171.2717,60.44462,40.57537
1910319,352.7676,171.2525,60.44913,40.57221
1910353,352.7121,171.5027,60.44526,40.61353
1910382,353.1443,171.2322,60.47536,40.56884
1910425,353.5381,170.8965,60.50273,40.51332
