Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
907545.7,314.6625,245.4897,57.5599,50.83036
907554.9,315.2107,245.3006,57.60502,50.80873
907571.3,315.7306,245.1661,57.64773,50.79335
907588.7,316.304,245.1429,57.6947,50.7907
907608.6,316.9604,245.0631,57.74834,50.78155
907626.2,317.4453,244.9187,57.78785,50.76501
907643.2,318.3984,244.4973,57.86527,50.71666
907662.5,318.9073,244.16,57.90647,50.67789
907673.6,319.7426,243.7522,57.97389,50.63094
907693.3,320.5439,243.4088,58.03833,50.59132
907709.9,321.3592,243.3164,58.10366,50.58065
907729.8,322.1698,243.4039,58.16837,50.59075
907743.9,322.8988,243.556,58.22638,50.60831
907762.4,323.679,243.8769,58.28824,50.64531
907776.4,324.5255,244.2507,58.35512,50.68832
907793.8,325.3577,244.7323,58.42062,50.74364
907811.4,326.0515,245.3272,58.47505,50.81178
907828.6,326.7209,245.7274,58.5274,50.85751
907844.1,327.4073,246.0174,58.58091,50.8906
907859.8,327.8445,246.191,58.61492,50.91037
907875.1,328.3686,246.3859,58.65559,50.93256
907901.4,328.7003,246.4579,58.68128,50.94075
907915.1,328.7931,246.4333,58.68847,50.93795
907927.7,328.8955,246.236,58.69639,50.9155
907945.4,328.9388,246.0677,58.69973,50.89633
907958.9,328.9547,245.847,58.70097,50.87116
907976.8,328.8878,245.6068,58.69579,50.84373
907992.6,328.7635,245.322,58.68617,50.81118
908009.2,328.7112,245.1446,58.68213,50.79089
908030.5,328.6032,245.1407,58.67377,50.79044
908041.3,328.5714,245.0954,58.67131,50.78525
908059.1,328.5101,245.252,58.66656,50.80318
908075.6,328.4803,245.5232,58.66425,50.83419
908093.4,328.4165,245.8058,58.6593,50.86646
908118.8,328.2838,246.2184,58.64901,50.91349
908128.6,328.1488,246.6951,58.63855,50.96772
908146.2,328.067,247.0086,58.6322,51.00331
908158,327.9266,247.4462,58.6213,51.05289
908174.3,327.823,248.0026,58.61325,51.1158
908190.4,327.7208,248.6164,58.6053,51.18499
908207.4,327.6263,249.4121,58.59796,51.27438
908224.4,327.5174,250.2032,58.58948,51.3629
908241.3,327.4409,251.0861,58.58353,51.4613
908257,327.3573,252.2214,58.57702,51.58719
908274.9,327.3023,253.1211,58.57274,51.68648
908290.3,327.2494,254.3912,58.56861,51.82589
908312.1,327.2536,255.0806,58.56894,51.90121
908326.2,327.2592,256.0558,58.56938,52.00732
908342.8,327.3776,257.0553,58.5786,52.11556
908359.9,327.5482,257.9191,58.59188,52.20868
908378.3,327.7876,258.9392,58.61049,52.31815
908395.6,328.0611,259.934,58.63174,52.42437
908411.1,328.5092,260.9473,58.66649,52.53206
908432.5,329.153,262.3986,58.71629,52.68538
908446.3,329.5664,263.2639,58.7482,52.77628
908460.5,330.3698,264.7657,58.81003,52.93316
908478.1,331.1594,266.1187,58.87059,53.07352
908491.8,332.023,267.5861,58.93659,53.22472
908511.5,332.9553,269.0908,59.00755,53.37866
908527.4,333.8405,270.61,59.07467,53.53297
908544.1,334.6989,272.1377,59.13949,53.68701
908559.8,335.6344,273.7272,59.20985,53.8461
908574.3,336.5563,275.3209,59.27892,54.0044
908593.1,337.5003,276.9612,59.34935,54.16609
908610.1,338.292,278.6315,59.4082,54.32944
908626.8,338.9738,280.2093,59.45871,54.48257
908642,339.6385,281.7878,59.50781,54.63462
908659.1,340.2078,283.1891,59.54975,54.76866
908675,340.7137,284.7101,59.58693,54.91315
908692.9,341.0242,285.8575,59.60971,55.02147
908710,341.2548,286.9242,59.62661,55.12165
908727.2,341.1966,287.6816,59.62234,55.19247
908743.3,341.1234,288.4265,59.61699,55.26188
908758.9,340.9059,289.1098,59.60104,55.32534
908776.1,340.4512,289.678,59.56765,55.37795
908797.9,339.9579,290.421,59.53135,55.44655
908812.4,339.3419,291.1678,59.48592,55.51525
908826.1,338.4903,292.1961,59.4229,55.60946
908845.3,337.713,293.1499,59.36518,55.69644
908862.7,336.7404,294.1998,59.29269,55.79174
908884.6,335.8367,295.1595,59.22504,55.87844
908893.9,334.9162,296.1271,59.15586,55.96548
908910.2,333.799,297.2822,59.07152,56.06885
908927.1,332.7782,298.3309,58.99409,56.16224
908948.3,331.6445,299.4066,58.90769,56.25755
908964.4,330.5147,300.3305,58.82117,56.33905
908981.3,329.3843,301.1819,58.73415,56.41383
908996.6,328.1849,301.9498,58.64134,56.48103
909009.6,326.8052,302.8447,58.53398,56.55905
909031.2,325.6643,303.493,58.44469,56.61537
909047.3,324.472,304.023,58.3509,56.66129
909062.2,323.141,304.524,58.24561,56.70459
909083.6,321.9183,304.9628,58.14832,56.74243
909099.3,320.804,305.1634,58.0592,56.7597
909114.8,319.4744,305.3986,57.95227,56.77994
909126.7,318.0583,305.4437,57.83768,56.78381
909144.9,316.5799,305.5686,57.71727,56.79455
909167.5,315.0954,305.7605,57.59554,56.81103
909177.6,313.5772,306.0128,57.47021,56.83268
909194.2,311.9131,306.2448,57.33183,56.85255
909211.3,309.9869,306.4346,57.17036,56.8688
909228.3,308.0649,306.5275,57.00781,56.87676
909250.8,306.6271,306.6423,56.88528,56.88658
909261.4,304.81,306.6263,56.72926,56.8852
909281.9,303.1369,306.6302,56.58445,56.88554
909298.4,301.4091,306.6486,56.43374,56.88711
909313.2,299.632,306.634,56.27747,56.88586
909332,297.7056,306.4752,56.10661,56.87228
909345.3,295.9473,306.2789,55.94933,56.85548
909363.7,293.904,305.9725,55.76493,56.82922
909379.3,291.9551,305.5838,55.58743,56.79585
909395.9,289.8635,305.0759,55.3951,56.75217
909413.9,287.2617,304.4102,55.15323,56.69476
909439.3,285.209,303.7977,54.96032,56.64178
909449.8,282.9986,303.0557,54.75049,56.5774
909467.1,281.0074,302.4715,54.55959,56.52655
909482.1,278.6108,301.7253,54.32743,56.46141
909499.3,276.4816,301.1398,54.11895,56.41014
909514.9,273.9274,300.3377,53.86605,56.33968
