Time (ms), X, Y, Event
54583.13,312.764,237.7456,0
54656,312.6804,237.7567,0
54669.43,312.6952,237.6933,0
54682.82,312.6043,237.6139,0
54693.24,312.5767,237.5527,0
54701.98,312.5496,237.4347,0
54721.84,312.3585,237.3669,0
54738.98,312.2971,237.3421,0
54750.48,312.2927,237.3738,0
54767.92,312.2898,237.3478,0
54790.71,312.3871,237.3179,0
54802.21,312.5594,237.276,0
54818.27,312.7816,237.2354,0
54835.2,312.9134,237.2714,0
54851.72,312.9266,237.1669,0
54870.93,313.0295,237.1451,0
54893.95,313.1656,237.1401,0
54905.36,313.1819,237.0821,0
54922.86,313.1405,237.0534,0
54939.55,313.1777,237.0891,0
54954.59,313.2057,237.1366,0
54973.32,313.2486,237.1587,0
54987.81,313.2659,237.0835,0
55003.09,313.2078,236.809,0
55024.59,313.2979,236.6367,0
55039.59,313.3035,236.4929,0
55055.66,313.3624,236.4491,0
55071.45,313.3462,236.3739,0
55089.3,313.2738,236.2868,0
55107.75,313.2297,236.2459,0
55124.21,313.2298,236.1853,0
55140.8,313.2191,236.1321,0
55156.98,313.2203,236.1229,0
55172.62,313.2144,236.1357,0
55189.8,313.2002,236.1128,0
55206.6,313.1075,235.9936,0
55224.63,313.1372,235.9538,0
55240.89,313.1877,235.8774,0
55258.05,313.1935,235.9149,0
55273.32,313.1626,235.9573,0
55290.18,313.1051,235.9468,0
55310.11,313.0922,235.9377,0
55323.92,312.9431,235.8925,0
55340.41,312.868,235.8317,0
55359.18,312.8128,235.7724,0
55375.98,312.8121,235.6877,0
55393.34,312.8125,235.6509,0
55408.32,312.7041,235.6401,0
55423.21,312.7027,235.6054,0
55440.71,312.7703,235.5774,0
55460.7,312.7859,235.5513,0
55472.77,312.8416,235.482,0
55488.86,312.94,235.4634,0
55508.14,312.9985,235.4845,0
55525.29,313.0114,235.5629,0
55543.65,313.0378,235.5646,0
55556.57,313.0374,235.5954,0
55574.7,313.0207,235.571,0
55590.32,313.02,235.5704,0
55609.22,313.0764,235.5267,0
55625.61,313.0554,235.5301,0
55641.59,313.0821,235.5855,0
55658.6,313.1419,235.6737,0
55677.5,313.2644,235.7489,0
55700.33,313.4388,235.84,0
55718,313.5798,235.8255,0
55729.66,313.6908,235.8492,0
55744.34,313.7262,235.9441,0
55762.87,313.7559,236.0594,0
55776.44,313.7619,236.1607,0
55793.95,313.6763,236.3102,0
55810.33,313.6118,236.3709,0
55829.44,313.5321,236.3532,0
55844.09,313.4489,236.4013,0
55860.46,313.3885,236.4575,0
55878.74,313.3965,236.5595,0
55893.72,313.3976,236.6323,0
55910.4,313.3472,236.666,0
55928.86,313.2838,236.7587,0
55944.17,313.244,236.8485,0
55960.77,313.227,237.0761,0
55976.25,313.2693,237.2675,0
55992.05,313.1519,237.4317,0
56010.94,313.0818,237.5768,0
56029.68,313.1232,237.7092,0
56043.04,313.4285,237.8091,0
56060.6,313.3875,237.9666,0
56079.97,313.4356,238.1025,0
56093.34,313.7275,238.2824,0
56110.84,314.0055,238.3872,0
56131.74,314.4424,238.59,0
56147.11,314.9682,238.6472,0
56161.98,315.1009,238.7373,0
56177.98,315.1968,238.6457,0
56194.81,315.5569,238.6031,0
56212.04,315.8878,238.5482,0
56230.12,316.1032,238.6707,0
56245.62,316.1798,238.654,0
56262.33,315.9892,238.5827,0
56279.65,315.9866,238.3461,0
56295.93,316.1145,238.1843,0
56312.89,316.0055,238.2246,0
56330.63,315.9514,238.5718,0
56346.87,315.9315,238.9608,0
56366.06,315.9221,239.4087,0
56384.57,316.098,239.8842,0
56400.31,316.3586,240.4108,0
56414.02,316.6643,240.9002,0
56430.97,317.039,241.44,0
56448.89,317.3353,241.7524,0
56465.06,317.6453,241.9389,0
56480.73,317.8893,242.0751,0
56503.04,318.0498,242.2106,0
56520.24,318.1125,242.3823,0
56536.27,318.0869,242.4626,0
56549.64,318.0052,242.5351,0
56566.01,317.9327,242.5591,0
56584.68,317.7386,242.6735,0
56600.02,317.6598,242.7983,0
56618.05,317.5498,242.9908,0
56633.66,317.5116,243.5786,0
56651.8,317.4983,244.2271,0
56669.23,317.4276,244.722,0
56683.93,317.3475,245.089,0
56701.69,317.2584,245.3958,0
56720.88,317.1454,245.5536,0
56734.78,317.0125,245.6197,0
56750.52,316.8959,245.7782,0
56768.49,316.7782,246.0147,0
56784.98,316.6749,246.1943,0
56803.29,316.623,246.2276,0
56823.52,316.6314,246.3605,0
56850.5,316.7322,246.5923,0
56861.4,316.7715,246.7528,0
56871.14,316.8829,246.9058,0
56883.76,316.8297,247.1349,0
56901.7,316.4865,247.3468,0
56922.53,316.1617,247.4844,0
56936.7,315.7289,247.6295,0
56951.4,315.3458,247.7222,0
56970.81,315.0873,247.8392,0
56987.17,314.7522,248.1111,0
57003.5,314.773,248.5082,0
57024.66,314.7066,248.8865,0
57037.31,314.1086,249.1659,0
57050.88,313.4701,249.3991,0
57068.68,313.4865,248.7826,0
57085.38,313.5981,248.3244,0
57102.62,313.1647,247.8745,0
57119.36,312.5815,247.9621,0
57136.86,311.6786,248.2225,0
57152.38,311.529,247.7207,0
57172.7,312.1364,247.205,0
57187.39,312.8218,246.416,0
57204.16,312.8684,246.4602,0
57221.27,312.704,247.8315,0
57238.24,312.7876,248.2665,0
57255.21,312.889,247.9844,0
57272.25,312.9271,248.0648,0
57288.08,313.0316,248.3879,0
57306.43,313.1932,248.6499,0
57321.45,313.1094,248.8228,0
57340.22,313.11,249.0549,0
57355.77,313.3878,249.4254,0
57372.52,313.8136,249.8564,0
57393.73,313.8714,250.1733,0
57406.23,313.8069,250.6663,0
57422.1,313.8291,251.1635,0
57438.49,313.8913,251.3839,0
57456.38,313.8522,251.5226,0
57472.8,313.684,251.6094,0
57489.41,313.976,252.0731,0
57506.27,314.3207,252.7436,0
57522.91,314.4816,253.6522,0
57544.45,314.5529,254.1083,0
57558.38,314.8222,254.4597,0
57576.01,315.1723,254.6872,0
57590.01,315.5398,254.9335,0
57606.95,316.1667,255.1104,0
57631.9,316.4741,255.2325,0
57641.23,316.8987,255.2655,0
57657.78,317.234,255.2493,0
57673.61,317.7068,255.0767,0
57690.3,318.2205,254.8125,0
57710.25,318.3201,254.4407,0
57724.13,318.2734,253.9996,0
57740.97,317.9342,254.1745,0
57757.04,317.7493,254.4637,0
57775.47,317.922,254.3246,0
57792.15,317.9741,254.4177,0
57808.52,317.9537,255.0035,0
57825.27,318.3444,255.7696,0
57842,318.879,256.2427,0
