Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1095404,322.4183,233.8275,58.18817,49.4586
1095433,322.5443,234.28,58.1982,49.51329
1095460,322.6414,234.7057,58.20592,49.56465
1095488,322.3133,235.1249,58.17981,49.61512
1095517,321.9138,235.7373,58.14796,49.68866
1095542,321.7941,235.9303,58.13841,49.71178
1095567,321.9228,235.7071,58.14868,49.68504
1095593,322.2167,235.0966,58.17212,49.61171
1095621,322.6951,233.9411,58.21019,49.47234
1095648,323.2643,233.1464,58.25538,49.37601
1095676,323.9787,232.5741,58.31195,49.30641
1095703,324.7715,232.5443,58.37451,49.30278
1095735,325.359,232.5807,58.42073,49.30722
1095756,325.863,232.6467,58.46028,49.31525
1095789,326.2515,232.8046,58.4907,49.33447
1095838,326.4922,232.7883,58.50953,49.33249
1095859,326.4682,232.5125,58.50765,49.2989
1095878,326.5467,232.0477,58.51379,49.24221
1095899,326.6204,231.5629,58.51955,49.18295
1095929,326.7671,231.0713,58.531,49.12271
1095956,327.0442,230.3616,58.55262,49.03547
1095982,327.3709,229.3024,58.57808,48.90472
1096018,328.0391,227.8562,58.63003,48.72507
1096047,328.8629,226.3807,58.69387,48.54045
1096068,329.8414,225.049,58.76939,48.37266
1096095,331.303,223.4314,58.88159,48.16734
1096122,333.3073,221.2384,59.03427,47.88635
1096151,335.4109,219.0194,59.19308,47.59889
1096180,338.23,215.7435,59.4036,47.16866
1096204,341.6561,211.9778,59.65598,46.66534
1096231,345.3621,207.9181,59.92477,46.11203
1096257,349.5697,203.514,60.22474,45.49894
1096287,354.4613,198.9865,60.56672,44.85447
1096314,358.7123,195.4016,60.85815,44.33369
1096340,363.6784,192.0474,61.192,43.83792
1096375,369.4097,188.0745,61.5687,43.23986
1096397,375.3518,184.4222,61.94981,42.6795
1096426,381.5031,181.2158,62.33458,42.17906
1096454,387.278,178.5134,62.68705,41.75105
1096481,393.08,175.9738,63.0329,41.34354
1096509,399.1044,172.7633,63.38354,40.82099
1096536,404.5733,170.2838,63.6946,40.4117
1096562,409.7986,167.8795,63.98556,40.01002
1096590,415.1157,164.968,64.27554,39.51718
1096616,419.8214,162.2794,64.5272,39.05577
1096646,423.8936,160.5709,64.74129,38.7594
1096675,427.5772,159.2029,64.93208,38.52029
1096698,430.8311,158.7432,65.09837,38.43959
1096724,434.9327,157.9798,65.30508,38.30518
1096753,438.5756,157.1649,65.48598,38.16113
1096780,442.0604,156.6794,65.65672,38.07505
1096806,445.1544,155.9914,65.80646,37.9527
1096834,448.3635,155.7217,65.95995,37.90462
1096860,451.4081,155.4474,66.10387,37.85567
1096891,453.6762,154.5765,66.21004,37.69981
1096917,455.5654,154.0718,66.29781,37.60918
1096941,457.454,153.4791,66.38493,37.50247
1096966,459.3026,152.8525,66.46963,37.38932
1096996,461.41,152.385,66.56549,37.30468
1097029,463.0074,152.1476,66.63766,37.26162
1097065,464.1871,152.0661,66.69069,37.24683
1097094,464.7959,152.1149,66.71796,37.25569
1097125,464.9005,151.8192,66.72264,37.20198
1097158,464.6907,151.6796,66.71326,37.17661
1097192,464.1497,151.5115,66.68901,37.14602
1097222,463.5686,151.3825,66.66291,37.12253
1097253,462.7769,151.2943,66.62727,37.10647
1097298,462.2937,151.3699,66.60546,37.12025
1097320,461.729,151.7005,66.57993,37.18041
1097357,461.3173,151.8982,66.56129,37.21634
1097388,460.955,152.175,66.54485,37.26659
1097419,460.5596,152.284,66.52689,37.28638
1097450,459.9133,152.5658,66.49748,37.33744
1097488,459.4618,152.7511,66.4769,37.37098
1097517,458.9501,152.917,66.45352,37.40099
1097544,458.4146,153.3918,66.42902,37.48673
1097582,458.0412,153.9703,66.4119,37.59093
1097612,457.721,154.5676,66.3972,37.69821
1097644,457.5561,155.1298,66.38963,37.79891
1097677,457.3459,155.6805,66.37996,37.89728
1097708,457.1576,156.0196,66.3713,37.95772
1097744,456.8709,156.3752,66.3581,38.021
1097773,456.5918,156.7035,66.34524,38.07932
1097804,456.0474,157.2408,66.3201,38.17456
1097839,455.6009,157.5469,66.29945,38.22873
1097872,455.2587,158.0284,66.2836,38.31374
1097903,455.5451,157.8511,66.29687,38.28246
1097936,455.6702,157.8978,66.30266,38.2907
1097969,455.8665,157.919,66.31174,38.29445
1098001,456.2014,157.646,66.32722,38.24624
1098033,456.5423,157.6586,66.34295,38.24847
1098067,456.8166,157.5486,66.3556,38.22902
1098098,457.0064,157.6003,66.36434,38.23816
1098129,457.2456,157.575,66.37535,38.23368
1098163,457.2964,157.7508,66.37769,38.26475
1098193,457.2672,157.9715,66.37634,38.30371
1098224,457.1447,158.0866,66.3707,38.324
1098256,457.0854,158.1031,66.36797,38.32692
1098291,457.0376,158.0947,66.36578,38.32543
1098322,457.0463,157.9533,66.36618,38.30049
1098355,457.1658,157.7949,66.37168,38.27254
1098388,457.2886,157.9963,66.37733,38.30808
1098422,457.5062,158.1465,66.38734,38.33458
1098454,457.9412,158.0782,66.40731,38.32252
1098485,458.3964,158.2497,66.42818,38.35275
1098518,458.8584,158.6334,66.44933,38.42028
1098552,459.1819,159.3562,66.46412,38.54718
1098582,459.3178,160.3839,66.47033,38.7268
1098616,459.3194,161.5232,66.4704,38.9249
1098648,459.3105,163.1935,66.46999,39.21333
1098680,459.2154,164.9701,66.46564,39.51754
1098713,459.2544,166.4008,66.46743,39.76059
1098742,459.1193,168.045,66.46126,40.03782
1098776,458.896,169.3655,66.45105,40.25884
