Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
2264917,322.1813,234.8555,58.16929,49.5827
2264941,323.1956,234.295,58.24994,49.51511
2264965,324.0226,234.2192,58.31542,49.50595
2264988,324.7461,234.3032,58.37251,49.5161
2265005,325.2245,234.2655,58.41015,49.51155
2265026,325.5208,234.1363,58.43343,49.49594
2265049,325.6588,234.069,58.44426,49.4878
2265072,325.6353,234.1265,58.44241,49.49475
2265097,325.5482,234.6636,58.43559,49.55958
2265119,325.5744,235.3106,58.43764,49.63744
2265140,325.7587,235.6909,58.4521,49.68309
2265163,326.1309,235.825,58.48126,49.69917
2265187,326.6053,235.753,58.51837,49.69054
2265210,327.0936,235.4591,58.55647,49.65528
2265238,327.4193,235.0492,58.58185,49.60602
2265257,327.8228,234.7889,58.61323,49.57468
2265282,328.4301,234.2765,58.66035,49.51287
2265305,329.1196,233.9485,58.71371,49.47324
2265329,329.8469,233.6075,58.76981,49.43195
2265351,330.9613,232.6434,58.85542,49.31485
2265375,332.0678,231.5406,58.94001,49.18022
2265395,333.6135,229.9854,59.05747,48.98912
2265421,335.3771,228.0478,59.19053,48.74894
2265442,337.1592,226.0173,59.32394,48.49478
2265466,339.5158,223.4909,59.49876,48.17492
2265490,342.2097,220.7859,59.6964,47.82798
2265512,345.1034,217.7647,59.90614,47.43493
2265537,348.2696,214.4197,60.13264,46.9928
2265558,351.7323,210.7286,60.37682,46.49628
2265582,355.546,206.3939,60.64159,45.90138
2265606,359.394,202.1357,60.9044,45.30429
2265626,363.5075,197.589,61.18063,44.65256
2265651,368.2938,192.2063,61.49606,43.86161
2265674,372.7853,187.3214,61.78636,43.12514
2265698,377.9356,182.5405,62.11262,42.38678
2265722,383.9142,177.0959,62.48275,41.52423
2265743,389.155,173.0447,62.79982,40.86713
2265766,395.0775,169.3158,63.15011,40.25056
2265790,400.518,166.1058,63.4646,39.71061
2265810,405.5061,163.4185,63.74699,39.25201
2265836,411.0797,160.9763,64.05598,38.82995
2265858,415.3212,159.7421,64.28663,38.61473
2265879,419.4088,158.3489,64.50532,38.37022
2265902,423.6404,157.2574,64.72807,38.17751
2265926,427.071,156.4835,64.90601,38.04025
2265952,430.3404,156.008,65.07343,37.95565
2265975,433.4927,155.5866,65.23288,37.88053
2265998,435.8696,155.5925,65.35184,37.88158
2266021,438.4976,155.8618,65.48214,37.92962
2266041,440.3846,156.2213,65.5749,37.99362
2266063,441.977,156.7901,65.65266,38.0947
2266091,443.6451,157.1189,65.73363,38.15298
2266111,444.8229,157.4955,65.7905,38.21964
2266134,445.9173,158.0457,65.84312,38.3168
2266157,446.7061,158.5313,65.88091,38.40232
2266178,447.3772,158.9291,65.91296,38.47224
2266200,448.0807,159.0786,65.9465,38.49849
2266224,448.5652,159.4609,65.96953,38.56551
2266249,448.951,159.6928,65.98785,38.60611
2266270,449.4155,159.8903,66.00986,38.64064
2266294,449.6066,160.1648,66.01891,38.68859
2266315,449.8043,160.2787,66.02826,38.70846
2266338,449.9424,160.6509,66.03479,38.77333
2266360,449.7777,161.3687,66.027,38.89809
2266393,449.661,161.8305,66.02148,38.97814
2266420,449.368,162.4728,66.00761,39.08916
2266439,449.0775,163.1906,65.99384,39.21283
2266457,448.7499,163.8741,65.9783,39.33018
2266480,448.2865,164.3943,65.95628,39.41924
2266504,447.6187,165.2763,65.92448,39.5697
2266530,447.0119,166.0076,65.89552,39.69397
2266549,446.3851,166.5622,65.86554,39.7879
2266575,445.7243,167.0417,65.83385,39.86892
2266600,445.2324,167.4979,65.81021,39.94582
2266616,444.8021,167.977,65.7895,40.02639
2266641,444.4822,168.5457,65.77408,40.1218
2266663,444.2692,169.1031,65.76379,40.21505
2266689,444.0014,169.9359,65.75086,40.35387
2266713,443.8647,170.7131,65.74426,40.48292
2266735,443.6821,171.4377,65.73543,40.60281
2266761,443.4618,172.4546,65.72476,40.77031
2266785,443.1596,173.6337,65.71012,40.96349
2266802,442.9213,174.7095,65.69856,41.13876
2266825,442.4353,176.1619,65.67496,41.37391
2266849,441.8297,177.6899,65.64549,41.61947
2266877,440.8823,179.7705,65.59925,41.95086
2266897,439.6774,181.9678,65.54021,42.29715
2266917,438.4954,183.8544,65.48203,42.59146
2266944,437.1591,185.9215,65.41594,42.91077
2266962,435.8496,188.0192,65.35085,43.23146
2266994,434.5757,189.6326,65.28722,43.47582
2267011,433.3953,190.5861,65.22797,43.61933
2267035,432.4934,191.3292,65.18253,43.73069
2267055,431.8281,191.7401,65.14892,43.79209
2267079,431.5351,191.9806,65.13408,43.82796
2267101,431.4578,192.4288,65.13017,43.89471
2267124,431.6179,192.9608,65.13828,43.97375
2267146,431.7018,193.4931,65.14252,44.05262
2267173,431.854,194.0235,65.15023,44.13101
2267194,431.8023,194.615,65.14761,44.21818
2267214,431.873,195.1487,65.15118,44.2966
2267239,431.7816,195.7542,65.14657,44.38533
2267260,431.6477,196.5391,65.13979,44.49995
2267283,431.4573,197.0429,65.13014,44.57328
2267307,431.0947,197.669,65.11176,44.66416
2267330,430.7389,198.1684,65.09369,44.73644
2267355,430.2357,198.4119,65.0681,44.77161
2267380,429.4839,198.8285,65.02977,44.8317
2267398,428.298,199.3511,64.96909,44.9069
2267418,426.513,200.0137,64.87724,45.00197
2267444,424.323,200.6804,64.76366,45.09729
2267465,421.3323,201.26,64.60703,45.17992
2267491,417.3077,201.7892,64.39334,45.25515
2267516,413.3362,202.1483,64.17916,45.30608
2267535,408.7368,202.5133,63.92693,45.35775
2267559,403.8182,202.7287,63.65206,45.3882
2267581,399.0016,202.8134,63.37763,45.40017
2267602,393.9856,203.0831,63.08616,45.43824
2267627,388.6649,202.9183,62.77046,45.41498
2267649,383.7048,202.5691,62.46994,45.36565
2267672,378.4345,202.1678,62.14386,45.30883
2267698,373.6701,201.9419,61.84291,45.27682
2267717,368.0076,201.5998,61.47738,45.22823
2267748,363.296,201.022,61.16655,45.14602
2267768,358.1586,200.2893,60.82049,45.04142
2267794,352.6061,199.8224,60.43787,44.97455
2267815,347.5842,199.1504,60.08387,44.87804
2267838,342.5012,198.216,59.71765,44.74331
2267861,337.1735,197.2571,59.325,44.6044
2267881,332.4405,196.5771,58.9684,44.50549
2267905,327.408,195.9626,58.58097,44.4158
2267930,322.2087,195.142,58.17147,44.29562
2267952,317.9137,194.5248,57.82594,44.2049
2267976,313.3351,194.1061,57.45014,44.1432
2267998,308.9411,193.8069,57.08209,44.09903
2268020,304.7979,193.3436,56.72822,44.03049
2268044,300.266,192.8615,56.33337,43.95902
2268068,296.2802,192.4433,55.97921,43.89687
2268092,291.6786,191.9819,55.56211,43.82817
2268115,288.1709,191.6358,55.23809,43.77651
2268137,284.7128,191.3195,54.91341,43.72924
2268159,280.9923,190.9773,54.55814,43.678
2268182,278.1697,190.6693,54.28441,43.63181
2268204,275.1877,190.2518,53.99122,43.5691
2268230,272.6333,190.053,53.73675,43.53918
2268251,270.3983,189.9158,53.51153,43.51852
2268277,268.267,189.4741,53.29452,43.45191
