Time (ms), X, Y, Event
56017.26,327.9509,246.8252,0
56083.92,327.7427,246.7752,0
56098.55,327.6508,246.7436,0
56111.32,327.6338,246.7137,0
56125.23,327.6652,246.7703,0
56137.9,327.6723,246.8342,0
56147.79,327.6322,246.8321,0
56158.29,327.6151,246.792,0
56169.02,327.709,246.7274,0
56184.95,327.7257,246.6499,0
56200.96,327.6967,246.666,0
56216.39,327.7451,246.6607,0
56234.13,327.6868,246.6405,0
56251.51,327.6262,246.7408,0
56272.71,327.5377,246.7806,0
56285.76,327.3896,246.8054,0
56302.34,327.2778,246.8722,0
56318.48,327.1979,246.8618,0
56336.24,327.1094,246.9888,0
56353.47,327.1091,247.1983,0
56368.34,327.1772,247.4985,0
56383.71,327.3375,247.8739,0
56400.36,327.5474,248.116,0
56418.27,327.6786,248.2762,0
56436.33,327.9442,248.3625,0
56454.05,328.1753,248.5526,0
56470.51,328.3965,248.9153,0
56485.43,328.6358,249.4199,0
56502.34,328.9013,250.0239,0
56518.76,329.1891,250.5437,0
56535.41,329.1441,250.8576,0
56552.82,329.0606,250.7002,0
56570.48,328.8512,250.289,0
56586.29,328.4573,249.7614,0
56602.81,327.6352,248.9466,0
56619.42,326.8065,248.4493,0
56637.19,325.968,248.3757,0
56652.12,324.9351,248.8133,0
56669.77,324.0304,249.4797,0
56686.71,323.1374,250.5835,0
56703.68,321.7799,254.2354,0
56734.14,321.314,256.4913,0
56747.98,320.9928,258.576,0
56759.33,320.6764,259.9732,0
56769.88,320.1548,261.196,0
56786.03,320.0217,262.3777,0
56804.5,320.2704,263.3741,0
56821.18,320.57,264.0163,0
56838.71,320.5085,264.8322,0
56856.63,320.7565,264.6355,0
56870.39,321.05,264.6946,0
56887.7,321.6415,264.8151,0
56904.3,322.3712,264.7841,0
56921.55,322.6185,264.7919,0
56940.07,323.3417,264.7217,0
56955.06,323.7413,264.8784,0
56971.03,323.9466,265.0941,0
56986.96,324.1316,265.6798,0
57004.24,324.1799,266.2988,0
57022.29,324.2806,266.9452,0
57038.97,324.3295,267.7687,0
57056.07,324.4715,267.9087,0
57072.91,324.1562,267.1656,0
57091.3,323.9491,266.3331,0
57106.35,323.3062,264.9073,0
57122.04,323.3096,265.1996,0
57139.28,323.5768,266.2184,0
57155.24,323.517,267.1653,0
57173.91,323.3299,267.9144,0
57190.56,323.1767,268.6781,0
57206.1,323.1997,269.8195,0
57223.8,323.4962,270.7702,0
57240.56,323.1975,270.1045,0
57257.27,322.735,269.3663,0
57274.36,322.4692,268.9427,0
57289.38,322.2405,268.6807,0
57306.73,321.9343,268.0315,0
57323.26,321.4964,267.4957,0
57339.65,321.4303,268.1327,0
57357.37,321.4153,268.9388,0
57374.44,321.1671,268.9191,0
57392.27,321.1679,269.1934,0
57408.7,321.1774,270.3479,0
57424.75,321.2149,270.7878,0
57444.05,320.6957,270.5967,0
57461.3,320.536,270.0649,0
57477.2,320.5076,269.6718,0
57493.48,320.6361,269.4771,0
57510.68,320.6896,269.9418,0
57527.24,320.6929,270.4661,0
57543.64,320.7503,269.588,0
57560.29,321.5215,267.4561,0
57577.18,322.1344,266.9523,0
57593.44,322.1609,266.8571,0
57611.96,322.0582,267.7723,0
57629.13,321.7418,268.3037,0
57645.18,320.9808,268.6421,0
57660.76,320.0582,269.9334,0
57676.55,319.6321,270.9908,0
57694.96,319.3616,271.5596,0
57710.71,319.3618,271.3318,0
57728.56,319.5208,270.7993,0
57745.64,319.9436,269.9413,0
57761.56,319.4278,268.8724,0
57779.82,319.4424,268.5523,0
57795.35,319.2997,268.4717,0
57811,319.2577,269.0764,0
57828.4,319.3705,269.7222,0
57846.22,319.2942,269.9649,0
57861.73,319.3959,270.1714,0
57878.91,318.9441,270.2845,0
57896.2,318.8393,269.7753,0
57912.82,318.6466,269.1734,0
57928.66,318.5125,268.2426,0
57946.58,318.4278,267.3691,0
57963.47,318.4388,266.5929,0
57981.33,318.3303,265.4879,0
58002.2,318.1976,265.0486,0
58015.94,317.981,264.574,0
58029.3,317.2773,263.9215,0
58045.24,317.0264,263.5688,0
58060.63,317.4033,263.339,0
58078.07,317.9371,263.1333,0
58095.77,319.1436,263.6691,0
58112.81,320.0323,264.2751,0
