Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1279038,319.0687,245.9874,57.91951,50.88717
1279070,319.0042,246.0041,57.9143,50.88907
1279103,319.0218,246.1091,57.91573,50.90104
1279131,318.8294,245.9594,57.90017,50.88398
1279162,318.9566,245.8977,57.91046,50.87694
1279197,319.0588,245.758,57.91872,50.861
1279229,319.1721,245.7487,57.92787,50.85994
1279261,319.3781,245.8998,57.9445,50.87718
1279292,319.5338,245.9893,57.95706,50.88739
1279327,319.6485,245.6163,57.96631,50.84483
1279358,319.8347,245.8838,57.98131,50.87536
1279391,319.8949,246.8076,57.98616,50.9805
1279426,319.9121,248.1598,57.98754,51.13354
1279456,319.7382,250.2495,57.97354,51.36807
1279486,319.5695,253.6009,57.95994,51.73925
1279521,319.0944,257.386,57.92159,52.15126
1279553,318.6,259.5964,57.8816,52.38838
1279585,317.5662,261.3989,57.79769,52.57989
1279622,317.0393,264.0456,57.75477,52.85808
1279650,316.6635,265.2377,57.72409,52.98222
1279683,316.4549,266.643,57.70705,53.12766
1279714,316.7546,268.6786,57.73154,53.3366
1279747,317.3465,271.1792,57.7798,53.5905
1279781,317.8591,274.9847,57.82151,53.97111
1279811,318.1422,278.3597,57.84449,54.30295
1279846,317.8496,282.7158,57.82073,54.72348
1279880,317.4608,286.7516,57.78911,55.10546
1279909,316.3447,290.0615,57.69804,55.41339
1279943,314.4827,292.1913,57.54507,55.60902
1279978,312.1548,293.8493,57.352,55.75998
1280004,309.3112,295.0413,57.11337,55.86778
1280039,306.7125,295.7728,56.89257,55.93365
1280069,303.5991,296.2873,56.62457,55.97985
1280113,301.6469,295.7769,56.45455,55.93402
1280138,300.3318,295.4673,56.33915,55.90617
1280168,298.9922,295.2954,56.22089,55.89069
1280205,297.8007,295.7352,56.11508,55.93027
1280239,297.2279,295.8732,56.06401,55.94267
1280269,296.231,295.9484,55.9748,55.94942
1280310,294.4617,296.4156,55.81544,55.99135
1280333,290.9698,297.2845,55.49706,56.06907
1280365,286.9094,298.2659,55.12025,56.15646
1280398,281.3443,299.297,54.59201,56.24786
1280434,274.7029,300.5352,53.94316,56.35705
1280467,268.7849,301.7985,53.34745,56.46781
1280499,262.7602,303.06,52.72341,56.57777
1280529,256.8358,304.082,52.09184,56.66639
1280565,251.5519,305.091,51.51303,56.75347
1280596,246.2886,306.1568,50.92148,56.84502
1280629,242.5848,307.1431,50.49599,56.92934
1280662,239.2776,308.0999,50.10946,57.01078
1280691,236.5512,308.939,49.78605,57.08191
1280723,234.4259,309.2031,49.53092,57.10424
1280758,232.4291,309.5015,49.28874,57.12944
1280789,230.6662,309.3767,49.07295,57.11891
1280820,229.5975,309.1734,48.94122,57.10173
1280853,229.2769,308.8382,48.90156,57.07338
1280886,229.5846,308.4504,48.93962,57.04052
1280919,229.782,308.1722,48.96401,57.01693
1280950,230.3995,308.3336,49.04014,57.03062
1280984,231.0857,308.334,49.12448,57.03065
1281014,231.5773,308.4034,49.18471,57.03654
1281047,232.0707,308.5785,49.24503,57.05139
1281081,232.7032,308.7209,49.32214,57.06345
1281112,233.4775,309.1093,49.41619,57.09631
1281143,234.5109,309.6951,49.54116,57.14577
1281175,235.8515,309.938,49.70234,57.16623
1281207,238.348,309.8504,49.99968,57.15886
1281241,242.8182,309.896,50.52304,57.1627
1281273,248.2489,310.1002,51.14358,57.17989
1281308,255.4439,310.572,51.9408,57.21955
1281341,263.3079,311.1363,52.7809,57.26688
1281372,271.1181,311.6708,53.58433,57.3116
1281406,279.5658,312.3885,54.42025,57.37148
1281442,287.21,312.9151,55.1484,57.41528
1281469,295.5303,312.9537,55.91184,57.41849
1281501,304.2226,313.2032,56.67855,57.43921
1281531,313.3238,313.835,57.44921,57.49155
1281564,322.0591,314.3697,58.15955,57.53574
1281595,331.032,315.6206,58.86084,57.6387
1281637,338.4296,316.7443,59.4184,57.73069
1281662,346.2903,318.0194,59.99141,57.83452
1281696,352.6198,318.7753,60.43882,57.89579
1281726,358.4471,319.5695,60.84013,57.95994
1281758,363.9128,320.2063,61.20759,58.01121
1281792,368.1486,320.2866,61.48658,58.01766
1281824,371.8107,319.8533,61.72383,57.98281
1281861,374.6858,319.1754,61.90757,57.92814
1281891,377.5153,318.7901,62.08626,57.89699
1281922,380.2563,319.7239,62.25738,57.97239
1281956,383.071,320.62,62.4311,58.04444
1281990,385.695,321.4985,62.59125,58.1148
1282020,387.8598,322.2271,62.7221,58.17294
1282050,389.6161,322.7991,62.8274,58.21845
1282090,390.873,322.8779,62.9023,58.22472
1282119,392.0745,322.482,62.97355,58.19324
1282147,392.3987,321.8463,62.99271,58.14257
1282180,392.8792,321.8328,63.02107,58.1415
1282211,392.9655,322.0799,63.02616,58.16121
1282244,392.64,322.0634,63.00696,58.1599
1282278,392.1736,321.3665,62.97941,58.10424
1282309,391.5281,320.3399,62.94119,58.02195
1282343,390.9305,319.0499,62.90572,57.918
1282373,390.4829,317.9604,62.87909,57.82973
1282407,389.9981,317.3206,62.85021,57.77769
1282441,389.8418,317.0472,62.84088,57.75541
1282472,389.7599,316.3947,62.83599,57.70213
1282505,389.0061,315.4134,62.79091,57.62169
1282540,388.7581,314.8268,62.77605,57.57344
1282568,388.1071,313.6265,62.73697,57.47429
1282601,387.589,312.2713,62.70579,57.36171
1282632,387.5611,311.7238,62.70411,57.31603
1282665,387.1934,311.0204,62.68194,57.25718
1282701,387.229,310.8456,62.68409,57.24252
1282731,387.0012,310.7679,62.67034,57.236
1282763,386.5957,311.281,62.64584,57.279
1282800,386.2621,311.6807,62.62564,57.31243
1282826,385.6264,311.9199,62.58709,57.33241
1282860,385.1615,312.3035,62.55883,57.36439
1282893,384.5813,312.7184,62.52349,57.39893
1282925,383.8763,312.9308,62.48043,57.41658
1282960,383.3472,312.9695,62.44804,57.4198
1282991,382.9131,312.7836,62.42141,57.40435
1283027,382.2697,312.4294,62.38185,57.37488
1283058,381.3047,311.1293,62.32232,57.2663
1283089,380.4372,310.4708,62.2686,57.21105
1283122,378.9935,310.1414,62.17878,57.18336
1283152,377.1225,309.2532,62.06158,57.10847
1283183,374.6753,308.5983,61.9069,57.05307
1283220,371.8589,307.8365,61.72693,56.9884
1283251,369.3173,307.3571,61.56269,56.94759
1283286,366.8264,306.8325,61.40003,56.90283
1283318,364.3304,306.627,61.23531,56.88526
1283348,362.3224,306.5915,61.10154,56.88223
1283380,360.9341,306.8219,61.00838,56.90192
1283414,359.9842,306.7188,60.94433,56.89312
1283444,359.3987,306.4161,60.90472,56.86722
1283478,359.02,306.3253,60.87904,56.85945
1283508,358.8507,306.3029,60.86755,56.85754
1283541,358.4706,306.4694,60.84173,56.87178
1283574,358.0475,306.6007,60.81293,56.88302
1283606,357.5944,306.586,60.78202,56.88176
1283635,357.197,306.748,60.75488,56.89561
1283669,356.8552,307.0503,60.73149,56.92142
1283701,356.5126,307.1342,60.70801,56.92859
1283738,356.0252,307.2811,60.67455,56.94111
1283767,355.3781,307.1216,60.63002,56.92751
