Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1739529,322.9333,249.5929,58.22911,51.29464
1739546,323.2483,249.5779,58.25412,51.29295
1739564,323.5266,249.5514,58.27618,51.28999
1739581,323.7665,249.2326,58.29517,51.25424
1739600,323.9962,248.8488,58.31333,51.21113
1739615,324.0813,248.6421,58.32006,51.18788
1739633,324.1573,248.6327,58.32607,51.18682
1739652,324.252,248.5484,58.33353,51.17733
1739668,324.3658,248.7335,58.34252,51.19816
1739684,324.4626,249.2493,58.35015,51.25611
1739700,324.6027,249.6013,58.36121,51.29557
1739718,324.7908,249.8389,58.37603,51.32217
1739732,325.2703,250.0945,58.41375,51.35076
1739752,325.7916,250.2642,58.45468,51.36971
1739768,326.2972,250.4241,58.49428,51.38756
1739783,327.0768,250.5743,58.55516,51.40431
1739801,327.8671,250.6923,58.61668,51.41745
1739818,328.8282,251.0978,58.69118,51.4626
1739834,329.6914,251.5078,58.75784,51.50814
1739850,330.6586,252.0009,58.83221,51.56279
1739864,331.6746,252.4719,58.91,51.61488
1739881,332.6601,252.8745,58.98512,51.65931
1739899,333.5206,253.0676,59.05044,51.68058
1739914,334.6924,253.0949,59.139,51.6836
1739935,335.6505,253.0709,59.21106,51.68095
1739950,336.7386,252.8805,59.29255,51.65997
1739966,337.7465,252.6207,59.36768,51.63132
1739983,338.7295,252.5588,59.44063,51.62448
1740000,339.5882,253.1318,59.5041,51.68766
1740016,340.2216,254.3069,59.55077,51.81668
1740034,340.6067,255.2552,59.57908,51.92026
1740053,340.7088,255.9523,59.58657,51.99608
1740067,340.6934,256.6906,59.58544,52.07613
1740084,340.7795,257.3921,59.59177,52.15191
1740101,340.8998,257.9602,59.60059,52.2131
1740117,341.0806,258.2303,59.61385,52.24213
1740134,341.5352,258.5676,59.64714,52.27834
1740151,342.2649,258.6615,59.70043,52.2884
1740167,344.0545,258.4032,59.83043,52.26069
1740184,346.2358,258.2042,59.98751,52.23933
1740202,348.5616,258.1904,60.15337,52.23784
1740217,351.575,258.2693,60.36581,52.24632
1740234,355.0571,258.1601,60.60789,52.23459
1740253,358.0344,257.8273,60.81203,52.1988
1740267,361.1785,257.7881,61.02482,52.19458
1740284,364.498,257.7863,61.24643,52.19439
1740301,367.6954,257.73,61.45697,52.18832
1740321,370.4655,257.6775,61.63711,52.18267
1740334,373.3429,257.6498,61.82202,52.17969
1740352,375.8477,257.6727,61.98119,52.18216
1740371,377.8362,257.6992,62.1064,52.18502
1740387,379.5878,257.9743,62.21582,52.21462
1740402,381.2371,258.1218,62.31814,52.23047
1740421,382.3771,257.933,62.38846,52.21017
1740434,383.3719,257.644,62.44955,52.17907
1740452,384.2401,257.2984,62.50267,52.14181
1740469,384.4044,257.0288,62.5127,52.11269
1740489,384.1711,256.6122,62.49845,52.06764
