Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
1485192,327.7836,264.1478,58.61018,52.86875
1485223,328.1999,264.9447,58.64251,52.95178
1485258,328.0693,265.5667,58.63237,53.01636
1485290,327.5456,266.0323,58.59168,53.06458
1485328,327.2364,266.341,58.5676,53.09649
1485361,326.9269,266.6141,58.54348,53.12468
1485393,326.7946,266.5555,58.53315,53.11863
1485426,326.6394,266.9512,58.52103,53.15943
1485463,326.6279,267.2314,58.52013,53.18826
1485500,326.6842,267.4279,58.52453,53.20847
1485529,326.8202,267.427,58.53515,53.20837
1485563,326.8127,267.4382,58.53456,53.20952
1485599,326.6191,267.6025,58.51945,53.22641
1485628,326.8255,267.6067,58.53556,53.22683
1485663,327.3563,267.5446,58.57694,53.22046
1485699,328.0165,267.6222,58.62828,53.22842
1485727,328.5477,267.6661,58.66947,53.23293
1485762,328.7393,267.7683,58.6843,53.24342
1485796,328.7464,267.9528,58.68485,53.26233
1485828,328.9873,268.3628,58.70349,53.30432
1485864,329.1582,268.6139,58.71669,53.32999
1485896,329.4122,268.9242,58.73631,53.36168
1485930,329.2716,269.0929,58.72545,53.37887
1485970,329.1112,269.0632,58.71306,53.37584
1485996,328.9292,269.0157,58.699,53.37101
1486029,328.686,269.1277,58.68018,53.38242
1486064,328.38,268.9729,58.65648,53.36663
1486098,327.9753,269.0352,58.62507,53.373
1486130,327.5474,269.2516,58.59182,53.39505
1486170,327.0667,269.1917,58.55438,53.38895
1486197,326.742,269.1284,58.52904,53.38249
1486232,326.6216,269.1093,58.51964,53.38055
1486269,326.6308,269.1181,58.52036,53.38145
1486301,326.7162,268.9667,58.52703,53.36601
1486335,326.619,269.0065,58.51944,53.37007
1486368,326.6099,269.102,58.51873,53.3798
1486403,326.8132,269.3505,58.5346,53.40512
1486434,327.0557,269.4727,58.55352,53.41756
1486469,327.1891,269.5851,58.56392,53.429
1486503,327.4039,269.6626,58.58065,53.43687
1486536,327.643,269.7918,58.59925,53.45
1486570,327.9492,269.8841,58.62305,53.45938
1486605,328.459,270.0787,58.6626,53.47913
1486638,329.2639,270.0956,58.72485,53.48084
1486670,330.4102,269.9594,58.81314,53.46703
1486705,331.9766,269.7346,58.93305,53.44419
1486739,334.0674,269.6842,59.09182,53.43907
1486771,336.5736,269.326,59.28022,53.40263
1486805,339.4821,268.8902,59.49627,53.3582
1486839,342.5807,268.2421,59.72344,53.29197
1486871,345.5109,267.3738,59.93547,53.2029
1486908,348.7862,266.3832,60.1693,53.10085
1486955,350.0347,265.9679,60.25756,53.05791
1486976,351.6499,265.6159,60.37106,53.02147
1487009,352.8643,265.2438,60.45586,52.98286
1487043,353.8471,264.5451,60.52418,52.91018
1487076,354.4348,264.1338,60.56489,52.86728
1487110,354.728,263.9058,60.58516,52.84347
1487146,354.4244,264.2747,60.56417,52.882
1487179,353.8181,264.5752,60.52217,52.91332
1487213,352.7586,263.7908,60.4485,52.83145
1487256,352.3669,263.5018,60.42118,52.80121
1487280,352.066,263.0786,60.40017,52.75685
1487313,352.0124,262.6135,60.39642,52.70799
1487347,352.1493,262.3015,60.40599,52.67515
1487381,352.5481,262.1751,60.43382,52.66184
1487413,352.8761,261.8415,60.45668,52.62666
1487448,353.0253,261.2274,60.46708,52.56174
1487483,353.1919,260.6738,60.47867,52.50305
1487518,353.6802,259.726,60.5126,52.4022
1487551,354.1579,258.6015,60.54572,52.28196
1487585,354.5723,257.1251,60.5744,52.1231
1487625,354.5856,256.34,60.57532,52.03815
1487672,354.7155,255.0527,60.5843,51.89817
1487689,354.7611,254.3305,60.58745,51.81925
1487710,354.9299,253.2839,60.59911,51.7044
1487743,355.2089,252.1203,60.61836,51.57601
1487771,355.5443,251.3551,60.64147,51.49119
1487805,355.6797,250.5655,60.65079,51.40333
1487842,355.7389,249.8326,60.65487,51.32147
1487872,356.1288,249.2719,60.68167,51.25864
1487906,356.7871,249.107,60.72683,51.24014
1487941,357.171,249.4274,60.7531,51.27609
1487974,356.8698,249.1543,60.73249,51.24545
1488008,356.4653,248.8752,60.70477,51.2141
1488044,356.3221,248.8759,60.69494,51.21418
1488075,356.4573,249.1175,60.70422,51.24132
1488108,356.7291,249.1568,60.72285,51.24573
1488144,356.9305,249.5289,60.73664,51.28746
1488177,356.855,249.9877,60.73148,51.33882
1488209,356.7313,250.3326,60.723,51.37734
1488243,356.8365,250.5636,60.73021,51.40311
1488276,357.1246,250.6789,60.74992,51.41597
1488311,357.4395,250.8047,60.77145,51.42998
1488345,357.7778,250.8121,60.79454,51.43081
1488380,358.1961,250.7164,60.82304,51.42014
1488412,358.6573,250.4904,60.85441,51.39495
1488447,359.2413,250.344,60.89405,51.37862
1488480,359.9489,250.0477,60.94194,51.34552
1488512,360.6744,249.6476,60.99089,51.30076
1488546,361.4002,249.3378,61.03972,51.26604
1488581,362.2754,248.9712,61.0984,51.22488
1488614,363.1962,248.5784,61.15989,51.18071
1488647,364.2315,248.0839,61.22875,51.12497
1488683,365.2053,247.8044,61.29325,51.09341
1488715,366.2689,247.6361,61.36339,51.07439
1488750,367.005,247.4051,61.41175,51.04825
1488782,367.7053,247.2415,61.45762,51.02971
1488817,368.3366,246.9955,61.49886,51.00182
1488850,368.8575,246.9095,61.53279,50.99206
1488885,369.0924,246.7201,61.54808,50.97056
1488919,369.0724,246.369,61.54678,50.93064
1488950,369.0511,246.0403,61.54539,50.8932
1488987,369.0403,245.7331,61.54469,50.85816
1489025,369.0948,245.4135,61.54823,50.82164
1489054,369.2261,245.0504,61.55677,50.7801
1489088,369.2035,244.4741,61.5553,50.714
1489122,369.2022,244.0019,61.55521,50.6597
1489155,369.0462,243.3438,61.54507,50.58381
1489188,368.4311,242.606,61.50502,50.49845
1489221,366.8431,241.6358,61.40113,50.38572
1489254,363.9705,240.9983,61.21142,50.31135
1489288,360.2995,240.7455,60.96562,50.2818
1489324,357.003,240.211,60.7416,50.2192
1489355,353.7759,239.436,60.51924,50.12812
1489388,350.1877,238.5026,60.26835,50.01797
1489423,346.3906,237.9608,59.9986,49.9538
1489456,342.9123,237.8656,59.74757,49.94251
1489488,339.5118,237.6974,59.49847,49.92254
1489522,336.2417,237.647,59.25539,49.91656
1489557,333.5111,237.791,59.04972,49.93366
1489589,331.6327,237.8109,58.9068,49.93601
1489622,330.6518,237.5685,58.83168,49.90723
1489656,330.3297,237.2849,58.80695,49.87351
1489690,330.0286,237.3419,58.78379,49.88029
1489722,329.8094,237.3673,58.76693,49.88332
1489757,329.3851,237.3283,58.73421,49.87867
1489790,328.9537,237.2624,58.70089,49.87083
1489824,328.6554,237.6195,58.67781,49.91329
1489860,328.5385,237.5181,58.66876,49.90125
1489890,328.3926,237.3698,58.65746,49.88361
1489928,328.2254,237.4593,58.64449,49.89426
1489963,328.0809,237.456,58.63327,49.89386
1489995,327.57,237.307,58.59357,49.87614
1490024,326.9865,237.6346,58.54813,49.91509
1490061,326.3757,237.6212,58.50042,49.91349
1490094,326.2538,237.385,58.49089,49.88541
1490127,326.3509,237.0867,58.49848,49.84991
1490165,326.584,236.7061,58.5167,49.80454
1490196,326.6278,236.5596,58.52013,49.78705
1490230,327.0705,235.6898,58.55468,49.68297
1490264,326.8574,236.4768,58.53805,49.77716
1490298,326.8026,236.2788,58.53378,49.75349
1490329,326.9056,236.9619,58.54182,49.83504
1490363,327.6491,236.2953,58.59973,49.75548
1490392,327.8993,236.3452,58.61917,49.76144
1490422,327.8125,237.7088,58.61243,49.9239
1490450,327.7404,238.4147,58.60683,50.00757
1490478,327.1839,239.6908,58.56351,50.1581
1490506,326.7816,241.2066,58.53214,50.33568
1490539,326.4291,242.0677,58.5046,50.43597
1490559,325.962,243.0298,58.46804,50.54753
1490591,325.4926,244.3508,58.43122,50.69984
1490626,325.6187,244.9763,58.44112,50.77161
1490652,325.7172,245.4918,58.44884,50.8306
1490680,325.843,245.8771,58.45871,50.8746
1490705,325.7372,246.0365,58.45041,50.89277
1490734,325.8222,246.2082,58.45708,50.91233
1490765,325.9822,246.2928,58.46962,50.92197
1490791,326.4915,246.4506,58.50947,50.93993
1490821,326.8925,246.9299,58.54079,50.99437
1490849,327.1876,247.3467,58.5638,51.04163
1490879,327.4144,247.4902,58.58146,51.05787
1490905,327.4484,247.7681,58.58411,51.08931
1490932,327.3704,248.0037,58.57804,51.11592
1490959,327.3075,248.4446,58.57314,51.16564
1490988,327.368,248.8896,58.57785,51.21571
1491017,327.3667,249.2353,58.57775,51.25455
1491046,327.4036,249.5845,58.58063,51.2937
1491073,327.3821,250.0642,58.57895,51.34736
1491103,327.2034,250.6616,58.56503,51.41404
1491136,327.2737,251.0993,58.57051,51.46276
1491158,327.4464,251.8422,58.58396,51.54522
1491188,327.6434,252.6467,58.59928,51.63419
1491223,327.7421,253.3011,58.60696,51.70629
1491251,327.6328,254.0484,58.59846,51.78836
1491277,327.7683,254.8916,58.60899,51.8806
1491305,328.1991,255.6757,58.64244,51.96603
1491333,329.1548,256.4388,58.71643,52.04886
1491361,330.7906,257.8383,58.84233,52.19998
1491392,332.7518,258.5297,58.99209,52.27427
1491424,335.7549,258.223,59.2189,52.24135
1491448,338.9791,257.6826,59.4591,52.18323
1491475,341.7587,259.2017,59.66348,52.34623
1491505,343.3582,262.218,59.77997,52.66636
1491534,344.5228,265.8534,59.86427,53.04606
1491563,345.191,268.2806,59.91245,53.29591
1491593,345.2196,269.5601,59.91451,53.42645
1491618,344.9509,271.3159,59.89516,53.60429
1491644,344.5439,273.4626,59.8658,53.8197
1491675,343.8921,276.604,59.81867,54.13099
1491706,343.3284,280.5012,59.77781,54.51077
1491735,343.2713,281.8656,59.77365,54.64209
1491764,342.831,283.8532,59.74166,54.83187
1491795,342.9395,285.3075,59.74955,54.96962
1491825,342.5412,287.677,59.72057,55.19204
1491852,341.6151,290.3325,59.65298,55.43839
1491883,341.1013,292.811,59.61536,55.66558
1491911,340.6507,295.616,59.58231,55.91955
1491934,340.4357,297.7592,59.56651,56.11139
1491965,340.1689,299.2626,59.54689,56.24482
1491989,339.6602,300.804,59.50941,56.38067
1492010,339.2576,301.6309,59.47969,56.45316
1492031,338.9329,302.5624,59.45568,56.53447
1492059,338.5258,304.003,59.42554,56.65955
1492089,338.154,305.6609,59.39795,56.80248
1492114,337.8346,306.8284,59.37423,56.90248
1492144,337.5861,307.5373,59.35574,56.96294
1492173,336.9448,308.3232,59.30795,57.02974
