Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
2052614,309.9177,252.7717,57.16453,51.64797
2052632,310.5851,253.7503,57.22066,51.75566
2052650,311.1264,254.6579,57.26606,51.85507
2052667,311.3214,255.4901,57.28238,51.94584
2052683,310.6952,256.3811,57.2299,52.04261
2052700,310.5037,257.1012,57.21382,52.12051
2052714,310.4377,257.7687,57.20827,52.19249
2052734,310.4412,258.063,57.20857,52.22415
2052750,310.2166,258.0952,57.18969,52.22761
2052766,309.4879,257.7085,57.1283,52.18601
2052783,308.8878,257.5468,57.07758,52.16859
2052799,308.3115,257.6605,57.02874,52.18084
2052816,307.5062,258.028,56.96029,52.22039
2052833,306.803,258.1459,56.90031,52.23307
2052850,305.4956,257.965,56.78828,52.21362
2052867,304.3757,257.9961,56.69178,52.21696
2052884,303.1257,258.038,56.58348,52.22146
2052898,301.9355,258.0874,56.47978,52.22678
2052915,301.0735,258.037,56.40433,52.22136
2052932,300.3291,258.0572,56.33892,52.22353
2052951,299.9586,258.0054,56.30629,52.21796
2052965,299.3701,257.9255,56.25432,52.20937
2052982,298.8892,257.9269,56.21177,52.20951
2052998,298.5305,258.0458,56.17996,52.2223
2053015,297.9758,258.1734,56.13066,52.23602
2053033,297.3231,258.428,56.07251,52.26336
2053049,296.6247,258.5819,56.01008,52.27986
2053066,295.6836,258.7448,55.92563,52.29733
2053083,294.5647,258.6792,55.82475,52.29029
2053099,293.7929,258.5819,55.75486,52.27987
2053117,293.3652,258.5137,55.71602,52.27255
2053135,293.4157,258.5581,55.72061,52.27731
2053149,293.5608,258.0847,55.73379,52.22648
2053167,292.6175,256.7734,55.64793,52.08508
2053183,291.0691,255.6249,55.50619,51.9605
2053201,288.4781,254.3544,55.26669,51.82187
2053217,286.7424,253.1969,55.10461,51.69482
2053232,284.7667,252.2465,54.91851,51.58997
2053249,282.5882,251.2887,54.71129,51.48381
2053266,281.1771,250.3564,54.57593,51.38
2053285,279.8095,248.9592,54.44388,51.22354
2053301,277.6824,246.132,54.23678,50.90365
2053316,275.0499,242.9027,53.97757,50.53281
2053332,271.7849,238.9059,53.65154,50.06562
2053350,267.6112,234.5252,53.2273,49.5429
2053366,263.5125,230.3162,52.80233,49.02989
2053382,258.9914,226.0607,52.32373,48.50024
2053399,253.3832,221.5375,51.71532,47.92485
2053418,248.1905,217.4913,51.13699,47.39907
2053432,242.8835,213.2646,50.53059,46.83841
2053450,237.8839,209.4463,49.94468,46.32163
2053468,232.2513,205.9292,49.26706,45.83684
2053484,227.3575,203.4885,48.66282,45.49536
2053500,223.1596,201.4661,48.13268,45.20923
2053517,218.0154,199.0946,47.46778,44.87002
2053532,211.858,196.9532,46.64917,44.56024
2053550,206.7366,195.5988,45.94888,44.36258
2053568,202.5692,193.9293,45.36566,44.1171
2053583,197.9544,191.8148,44.70549,43.80323
2053602,194.839,189.58,44.25111,43.46788
2053617,192.6551,187.9046,43.92836,43.21402
2053633,190.0834,186.3495,43.54376,42.97647
2053649,188.6923,185.4031,43.33363,42.83099
2053667,187.338,184.2854,43.12769,42.6583
2053685,186.4613,182.7021,42.99361,42.41203
2053702,185.7366,181.087,42.88234,42.1588
2053718,185.1852,179.5699,42.79741,41.91907
2053734,184.2598,178.1268,42.65435,41.68934
2053752,182.9991,177.176,42.45837,41.53709
2053768,181.5034,176.4642,42.22427,41.42264
2053786,180.4671,175.9443,42.06105,41.33878
2053803,179.8051,175.1729,41.95635,41.21397
2053819,179.2914,174.2727,41.87485,41.06771
2053833,179.0699,172.4456,41.83966,40.76883
2053852,178.9814,171.0901,41.82558,40.54536
2053867,178.9759,169.9881,41.82471,40.36255
2053883,179.7498,169.2842,41.94758,40.24529
2053901,180.5197,168.7638,42.06936,40.15831
2053919,181.1018,168.1026,42.16113,40.04748
2053935,181.409,167.6002,42.20945,39.96304
2053951,181.5987,167.1967,42.23924,39.89507
2053968,181.5327,167.011,42.22888,39.86374
2053987,181.0199,166.8636,42.14822,39.83886
2054004,180.7303,166.8885,42.10259,39.84306
2054018,180.3475,166.9782,42.04217,39.8582
2054034,180.0063,167.034,41.98821,39.86763
2054051,179.6918,167.0082,41.93839,39.86327
2054071,179.5728,167.0712,41.91952,39.8739
2054084,179.3904,167.257,41.89058,39.90524
2054101,179.1465,167.8887,41.85183,40.01156
2054118,179.185,168.8588,41.85795,40.1742
2054135,179.1315,170.1273,41.84945,40.3857
2054153,178.4258,171.2043,41.73707,40.56424
2054170,176.74,172.1502,41.46703,40.72026
2054186,174.8884,173.0201,41.1678,40.86309
2054202,173.1546,173.813,40.88513,40.99277
2054218,171.4747,174.7102,40.60892,41.13887
2054235,170.3339,175.5045,40.42003,41.26769
2054251,169.3877,176.1074,40.26255,41.36511
2054268,168.5709,176.394,40.12602,41.41133
2054288,168.4002,176.6694,40.09742,41.45568
2054305,168.2367,176.9361,40.06999,41.49857
2054320,168.1336,177.1583,40.0527,41.53424
2054335,168.1248,177.5708,40.05122,41.6004
2054352,168.8005,178.3075,40.16445,41.7182
2054370,169.7076,179.1833,40.31588,41.85769
2054387,170.9141,180.3018,40.51623,42.03494
2054402,171.9553,181.2689,40.68816,42.18742
2054420,172.8912,181.9496,40.84196,42.2943
2054435,173.8923,182.3085,41.0057,42.3505
2054453,174.8394,182.5319,41.15985,42.38543
2054471,176.121,182.6884,41.36731,42.40989
2054486,177.8963,182.7982,41.6525,42.42704
2054503,179.6307,182.754,41.92871,42.42014
2054520,181.4668,182.5606,42.21853,42.38992
2054537,183.232,182.527,42.49467,42.38467
2054553,185.6006,182.5936,42.86141,42.39507
