Time Stamp(ms),Intersection,,Angle,
,x,y,x,y
3012181,315.1096,236.5494,57.59672,49.78583
3012199,314.7924,236.5399,57.57059,49.78471
3012215,314.434,236.8283,57.54105,49.81912
3012234,314.2253,237.109,57.52382,49.85258
3012253,314.0013,237.273,57.50531,49.8721
3012272,313.7869,237.2619,57.48758,49.87077
3012292,313.6124,237.0931,57.47312,49.85068
3012313,313.4322,236.9716,57.45819,49.8362
3012333,313.291,236.9906,57.44648,49.83846
3012351,313.1016,237.1724,57.43077,49.86013
3012368,312.8682,237.8362,57.41138,49.93902
3012388,312.5929,238.6141,57.38849,50.03116
3012407,312.3132,239.0366,57.3652,50.08105
3012428,311.9364,238.9544,57.33378,50.07135
3012447,311.4526,238.996,57.29336,50.07626
3012466,310.8518,239.3363,57.24303,50.11638
3012483,310.1464,239.7589,57.18378,50.1661
3012502,309.4778,240.1611,57.12743,50.21333
3012520,308.9093,240.4736,57.0794,50.24997
3012543,308.4517,240.8677,57.04064,50.29609
3012562,308.0962,241.2732,57.01047,50.34345
3012581,307.8627,241.6277,56.99063,50.38478
3012599,307.7838,242.0667,56.98391,50.43586
3012617,307.7228,242.357,56.97873,50.46957
3012636,307.6196,242.4426,56.96995,50.47949
3012655,307.4922,242.5738,56.9591,50.49471
3012674,307.3874,242.7868,56.95017,50.5194
3012695,307.321,243.2965,56.94451,50.57835
3012714,307.3227,243.9457,56.94465,50.65323
3012734,307.3297,244.3381,56.94526,50.69838
3012752,307.3629,244.5021,56.94809,50.71721
3012771,307.3988,244.6306,56.95114,50.73196
3012791,307.4147,244.7257,56.9525,50.74288
3012811,307.3739,244.7621,56.94902,50.74706
3012830,307.2799,244.8958,56.94101,50.76239
3012849,307.1827,245.1191,56.93272,50.78797
3012870,307.0663,245.4015,56.92279,50.82027
3012886,307.0456,245.6964,56.92102,50.85397
3012903,307.0944,246.0077,56.92519,50.88948
3012926,307.1533,246.3263,56.93021,50.92578
3012945,307.3171,246.7136,56.94418,50.96982
3012965,307.4209,246.9672,56.95303,50.99862
3012984,307.42,247.0791,56.95295,51.0113
3013002,307.4164,247.0299,56.95264,51.00572
3013020,307.6704,246.7181,56.97427,50.97033
3013038,308.1211,246.2926,57.01258,50.92194
3013057,308.5893,246.1416,57.0523,50.90474
3013078,308.9413,246.1386,57.0821,50.9044
3013097,309.1999,246.018,57.10397,50.89066
3013117,309.4417,245.813,57.12439,50.86728
3013136,309.9329,245.9086,57.16581,50.87819
3013156,310.1361,245.8802,57.18291,50.87495
3013173,310.5469,246.0634,57.21745,50.89584
3013192,310.8403,246.4119,57.24207,50.93552
3013213,311.1396,246.87,57.26715,50.98758
3013232,311.3916,247.0108,57.28826,51.00356
3013253,311.4594,247.0247,57.29392,51.00513
3013271,311.5015,246.9963,57.29745,51.00192
3013288,311.5709,247.1672,57.30325,51.0213
